id,season,home_id,away_id
401234618,2020,228,183
401234621,2020,153,152
401212516,2020,235,218
401247293,2020,194,158
401247299,2020,127,164
401240116,2020,349,2382
401236011,2020,2628,201
401207160,2020,2335,2572
401248039,2020,2617,2000
401212524,2020,2116,2655
401207156,2020,276,2226
401239871,2020,2198,2110
401212552,2020,2426,248
401236009,2020,197,66
401234623,2020,154,259
401237114,2020,2633,333
401236008,2020,251,239
401207158,2020,242,2393
401247296,2020,2509,2294
401247295,2020,84,213
401234622,2020,221,87
401234617,2020,103,59
401237122,2020,142,96
401215317,2020,2653,2247
401207102,2020,98,236
401236012,2020,2641,277
401237118,2020,99,2579
401250784,2020,6,2433
401248997,2020,68,328
401248998,2020,2440,2751
401247298,2020,77,120
401247294,2020,135,130
401248994,2020,278,62
401234620,2020,2390,258
401207157,2020,2636,2348
401212488,2020,2567,2132
401240998,2020,252,326
401248996,2020,21,2439
401248993,2020,23,2005
401215321,2020,290,6
401249000,2020,278,36
401247675,2020,79,2546
401247302,2020,120,135
401212533,2020,202,151
401249001,2020,2751,62
401215318,2020,2247,324
401234624,2020,228,103
401237117,2020,96,61
401236015,2020,277,2306
401236014,2020,2305,66
401234629,2020,183,154
401212517,2020,2655,218
401207162,2020,2226,2636
401212543,2020,2132,235
401247301,2020,356,2509
401247305,2020,130,127
401212538,2020,248,2116
401248073,2020,2382,2000
401207166,2020,2572,242
401215320,2020,2032,2653
401250213,2020,2617,2714
401237121,2020,2,99
401236013,2020,239,2628
401234626,2020,59,87
401207163,2020,2348,5
401247303,2020,2294,77
401247300,2020,164,84
401234627,2020,97,259
401237123,2020,238,145
401236017,2020,197,251
401239873,2020,2110,137
401215319,2020,2433,2026
401248999,2020,2005,68
401234625,2020,150,2429
401249003,2020,167,23
401237119,2020,333,344
401237116,2020,57,142
401237120,2020,245,8
401212489,2020,2567,2426
401247306,2020,213,194
401234628,2020,258,153
401215322,2020,326,309
401236016,2020,2641,201
401249004,2020,328,21
401239887,2020,252,98
401249002,2020,2439,2440
401249857,2020,2006,2711
401249856,2020,2309,2199
401249860,2020,2117,195
401249889,2020,193,2050
401249859,2020,2459,2084
401249858,2020,2649,189
401249009,2020,2440,328
401249010,2020,36,2751
401234630,2020,152,2390
401249008,2020,21,23
401249005,2020,68,252
401234636,2020,259,2335
401234633,2020,150,153
401212480,2020,235,58
401212525,2020,151,2655
401253924,2020,309,2032
401236022,2020,251,277
401212490,2020,218,2567
401215327,2020,2247,2433
401249400,2020,30,9
401247307,2020,77,158
401247313,2020,2294,127
401247309,2020,84,130
401215326,2020,290,2653
401234631,2020,183,103
401251931,2020,276,113
401239874,2020,2198,2617
401215324,2020,326,2026
401240035,2020,2572,2453
401236019,2020,201,2305
401249006,2020,2439,278
401237125,2020,61,57
401212544,2020,2132,248
401236021,2020,2628,2641
401237126,2020,344,238
401247308,2020,356,135
401247312,2020,213,120
401234634,2020,52,221
401236020,2020,2306,197
401248273,2020,2000,2025
401207169,2020,2226,98
401236018,2020,66,239
401237127,2020,2579,245
401249402,2020,38,26
401247310,2020,194,164
401249399,2020,2483,24
401237124,2020,8,2633
401234632,2020,87,228
401215325,2020,324,6
401249397,2020,204,265
401249007,2020,62,167
401249861,2020,195,2006
401249862,2020,189,2309
401249890,2020,2084,193
401249865,2020,2050,2199
401249866,2020,2711,2649
401249864,2020,2459,2117
401249012,2020,68,36
401207174,2020,2229,2226
401247317,2020,135,2294
401212545,2020,2132,151
401236024,2020,277,2628
401237132,2020,96,238
401207176,2020,276,2393
401207218,2020,2335,2717
401207200,2020,2655,349
401234641,2020,259,2390
401247316,2020,127,84
401247320,2020,158,213
401234642,2020,153,154
401247314,2020,164,356
401215332,2020,309,6
401215328,2020,2026,2247
401249013,2020,328,278
401207179,2020,2636,2638
401249403,2020,12,30
401249406,2020,24,38
401212481,2020,248,58
401234637,2020,103,87
401257934,2020,258,97
401215331,2020,290,326
401207178,2020,98,2572
401248074,2020,2110,2198
401249014,2020,21,62
401236023,2020,2641,239
401247413,2020,2617,90
401247315,2020,2509,77
401249015,2020,167,2440
401212491,2020,202,2567
401237129,2020,57,8
401249405,2020,265,2483
401247319,2020,130,275
401234639,2020,152,52
401212518,2020,2116,218
401237133,2020,145,2579
401249016,2020,23,2439
401249404,2020,264,204
401261454,2020,26,25
401249868,2020,189,2084
401249867,2020,2309,2006
401249871,2020,2199,2649
401249870,2020,2050,2459
401249872,2020,2117,2711
401212526,2020,202,2655
401234643,2020,97,183
401247325,2020,135,2509
401261674,2020,2226,113
401249018,2020,2005,167
401215334,2020,326,2032
401215333,2020,324,2026
401237136,2020,8,99
401237138,2020,238,57
401212519,2020,218,151
401247321,2020,158,356
401235975,2020,349,290
401247374,2020,235,2617
401247326,2020,194,84
401207184,2020,249,242
401207181,2020,98,2229
401209818,2020,252,2453
401239875,2020,2198,2717
401207185,2020,2572,2636
401249019,2020,2440,21
401215335,2020,6,2247
401240641,2020,2653,2393
401247323,2020,77,275
401249415,2020,2483,26
401249411,2020,204,25
401247327,2020,213,2294
401212540,2020,2116,2132
401237135,2020,333,96
401248275,2020,258,2000
401236025,2020,66,2306
401234648,2020,221,259
401237137,2020,2,2633
401234647,2020,152,2335
401237139,2020,61,344
401236027,2020,201,197
401237141,2020,2579,142
401247324,2020,164,130
401249413,2020,264,12
401249410,2020,254,30
401249017,2020,62,68
401249025,2020,328,167
401236029,2020,251,66
401251926,2020,2335,113
401247332,2020,2294,158
401234650,2020,153,87
401212483,2020,58,2116
401249028,2020,2439,2751
401249874,2020,2199,2117
401249417,2020,25,24
401249418,2020,204,2483
401247329,2020,84,120
401247333,2020,130,213
401249877,2020,2084,2309
401237143,2020,142,238
401234655,2020,183,152
401212513,2020,151,2567
401249873,2020,2649,2050
401249875,2020,2711,2459
401249876,2020,195,189
401215339,2020,2247,290
401237144,2020,57,96
401236032,2020,197,2641
401249892,2020,2006,193
401207191,2020,2636,249
401215338,2020,326,324
401215340,2020,2433,309
401215337,2020,2032,6
401247330,2020,127,77
401237142,2020,333,2
401234651,2020,228,221
401215336,2020,2026,2653
401247328,2020,2509,164
401234649,2020,103,97
401237147,2020,145,344
401265734,2020,38,21
401237146,2020,245,99
401264080,2020,2426,235
401234652,2020,59,150
401236028,2020,239,2306
401265458,2020,264,254
401237145,2020,2579,61
401249421,2020,26,12
401236030,2020,2305,2628
401249024,2020,62,2440
401265703,2020,249,2348
401249029,2020,328,2005
401252117,2020,2026,309
401265818,2020,142,8
401257812,2020,276,242
401236036,2020,2306,251
401264082,2020,2655,235
401236035,2020,2641,2305
401247335,2020,2509,158
401236037,2020,2628,197
401237150,2020,2,245
401247340,2020,127,194
401248781,2020,153,2717
401247336,2020,164,213
401249880,2020,2459,2649
401249878,2020,2117,2050
401249879,2020,2711,2199
401249881,2020,2006,189
401262494,2020,6,2653
401234662,2020,87,183
401262493,2020,2032,2433
401264083,2020,2426,202
401236034,2020,66,277
401237151,2020,2633,57
401247337,2020,356,2294
401247338,2020,275,84
401234656,2020,258,103
401249424,2020,264,24
401234659,2020,152,59
401237514,2020,324,252
401249033,2020,23,62
401261675,2020,290,2226
401249423,2020,25,2483
401249031,2020,21,36
401249426,2020,12,38
401237153,2020,96,2579
401234657,2020,259,228
401266134,2020,150,2390
401236033,2020,201,239
401265817,2020,99,333
401249032,2020,2440,278
401249034,2020,167,2751
401249425,2020,9,26
401249422,2020,254,204
401266789,2020,2429,98
401249427,2020,30,265
401257813,2020,2572,2226
401261245,2020,59,221
401257816,2020,2638,249
401249429,2020,12,9
401249037,2020,23,2440
401247345,2020,158,135
401247344,2020,77,356
401247346,2020,213,127
401266696,2020,97,154
401249428,2020,38,254
401247342,2020,120,164
401267161,2020,142,61
401249885,2020,2050,2711
401249884,2020,2199,2459
401267164,2020,8,333
401257815,2020,242,5
401249886,2020,2084,2006
401249883,2020,2649,2117
401259671,2020,2653,324
401207203,2020,349,2426
401247347,2020,2294,275
401264084,2020,235,248
401234661,2020,2390,153
401250713,2020,239,197
401267163,2020,238,2633
401266694,2020,52,150
401249035,2020,2751,68
401215309,2020,290,2026
401251100,2020,57,99
401266711,2020,2628,2348
401260157,2020,344,2
401249431,2020,26,30
401234572,2020,259,258
401249432,2020,204,24
401249435,2020,252,21
401249036,2020,167,278
401249038,2020,62,2439
401240101,2020,276,5
401249854,2020,2084,2050
401269382,2020,164,158
401249434,2020,30,2483
401247349,2020,194,77
401262060,2020,66,201
401260158,2020,2633,245
401269375,2020,254,265
401265699,2020,349,2005
401267165,2020,99,145
401267166,2020,344,142
401256001,2020,87,228
401269384,2020,275,135
401249043,2020,23,68
401269381,2020,213,356
401269376,2020,26,24
401264085,2020,2132,202
401237074,2020,57,333
401269378,2020,204,9
401282714,2021,356,158
401286187,2021,278,41
401329133,2021,2119,2310
401309833,2021,26,62
401328337,2021,282,2197
401327539,2021,2428,2016
401282049,2021,166,2638
401310693,2021,23,253
401282050,2021,55,5
401328204,2021,2619,160
401328989,2021,131,215
401328215,2021,351,2551
401328276,2021,2033,199
401329651,2021,2369,2804
401329689,2021,389,134
401300995,2021,2116,68
401337471,2021,2699,2682
401334787,2021,2986,2858
401328309,2021,2028,200
401328973,2021,2886,367
401357797,2021,2382,3179
401328545,2021,324,2643
401332315,2021,2181,455
401328458,2021,2535,2635
401334756,2021,2316,341
401334786,2021,2844,559
401328388,2021,2754,2916
401328175,2021,311,48
401328397,2021,2927,2271
401328432,2021,2823,2568
401328466,2021,2888,319
401328605,2021,2815,2025
401329015,2021,2170,2064
401329020,2021,2401,2013
401329056,2021,2105,2698
401329270,2021,611,112335
401329357,2021,2477,2974
401329425,2021,210,2022
401329443,2021,2876,2687
401329491,2021,2364,425
401329503,2021,2894,132
401309542,2021,2084,2681
401309540,2021,2050,2710
401329660,2021,2188,2487
401328768,2021,2222,2224
401282607,2021,152,58
401328383,2021,2546,79
401300993,2021,2026,151
401328404,2021,236,2046
401300994,2021,202,302
401309834,2021,254,2692
401282180,2021,98,2630
401281952,2021,2633,189
401282789,2021,135,194
401328138,2021,338,2890
401329340,2021,2118,90
401329374,2021,2122,137
401329404,2021,2231,138
401329456,2021,2438,2403
401330245,2021,2201,2120
401328420,2021,93,2400
401329058,2021,2851,3066
401329153,2021,2570,2837
401329312,2021,11,2911
401310696,2021,167,2277
401328681,2021,613,2402
401329037,2021,2587,2817
401329048,2021,2146,2848
401282051,2021,2229,112358
401329450,2021,2704,2637
401328011,2021,2464,2534
401310694,2021,2439,331
401309835,2021,9,253
401335299,2021,2115,2583
401344437,2021,2060,223
401309937,2021,259,153
401309541,2021,2199,2598
401282608,2021,154,295
401282052,2021,2429,150
401287888,2021,2305,233
401309836,2021,38,2458
401310695,2021,36,2571
401282782,2021,77,127
401328233,2021,2329,222
401327913,2021,158,2230
401287889,2021,2306,24
401282815,2021,275,213
401282772,2021,130,2711
401282822,2021,164,218
401309601,2021,2247,349
401281947,2021,96,2433
401332385,2021,124180,102071
401328706,2021,110254,2654
401328713,2021,587,308
401328990,2021,2560,2913
401329633,2021,2842,2355
401363390,2021,2586,110243
401286188,2021,41,107
401282609,2021,103,2142
401287894,2021,201,2655
401329210,2021,2315,2038
401334669,2021,2559,2707
401328169,2021,395,2839
401328924,2021,2441,112334
401331758,2021,2107,101784
401359753,2021,121696,2838
401328585,2021,2377,110242
401329325,2021,2771,2830
401328566,2021,2678,2166
401328220,2021,257,47
401309838,2021,2483,278
401328150,2021,231,2448
401328183,2021,2210,2747
401310861,2021,2005,322
401328647,2021,2816,128
401328954,2021,2392,2273
401329106,2021,2825,2395
401329143,2021,2043,568
401329337,2021,2237,2424
401348214,2021,122666,2444
401281943,2021,8,242
401329179,2021,284,2071
401329305,2021,2714,2123
401328057,2021,304,155
401328159,2021,2449,399
401282764,2021,120,277
401300996,2021,2132,193
401281942,2021,2390,333
401282723,2021,2294,84
401282174,2021,2426,276
401327914,2021,2169,2075
401282612,2021,221,113
401281950,2021,142,2117
401281949,2021,344,2348
401348514,2021,70,2829
401337368,2021,2506,111610
401328230,2021,2415,119
401328028,2021,301,13
401327924,2021,2207,2220
401310697,2021,2751,147
401287892,2021,251,309
401287887,2021,66,2460
401309842,2021,30,23
401328210,2021,227,2803
401328192,2021,256,2413
401328015,2021,2261,2676
401327988,2021,2717,2198
401332022,2021,2385,2017
401332299,2021,2529,2083
401357798,2021,56,2683
401328527,2021,111756,2674
401328616,2021,2011,2396
401286294,2021,2335,2097
401327953,2021,2339,209
401327961,2021,330,2331
401329085,2021,490,2019
401329092,2021,2940,2805
401329190,2021,2134,437
401309600,2021,290,2241
401287893,2021,326,239
401282819,2021,2509,204
401281951,2021,2579,2197
401282173,2021,2393,2405
401287886,2021,248,2641
401282611,2021,195,183
401281944,2021,2,2006
401300998,2021,2567,2000
401309543,2021,2649,2450
401287890,2021,197,2623
401300997,2021,235,2447
401309598,2021,2032,2110
401309602,2021,2653,2582
401329000,2021,2695,60
401328144,2021,2453,2545
401328022,2021,2617,2627
401329008,2021,2822,2336
401329394,2021,196,2214
401329707,2021,2615,2292
401328634,2021,2029,2323
401328323,2021,2010,2569
401329023,2021,2001,2703
401328345,2021,2264,2191
401328944,2021,2673,2542
401328977,2021,129,2658
401328327,2021,2287,2086
401282179,2021,356,2636
401282613,2021,258,2729
401282175,2021,249,2466
401282610,2021,59,2459
401281945,2021,57,2226
401281946,2021,228,61
401287891,2021,2628,2184
401309839,2021,264,149
401282054,2021,238,2193
401282177,2021,6,2572
401282053,2021,245,2309
401328678,2021,2640,2504
401281948,2021,26,99
401282178,2021,2638,2065
401327977,2021,3101,16
401309837,2021,25,2440
401310699,2021,21,166
401309841,2021,12,252
401309840,2021,265,328
401310698,2021,62,2502
401328657,2021,50,2296
401328426,2021,2755,2634
401329118,2021,2657,2232
401282614,2021,52,87
401282055,2021,145,97
401329384,2021,2249,2148
401329652,2021,2369,2355
401329341,2021,2687,2118
401329412,2021,112335,587
401341940,2021,2128,2986
401329086,2021,490,2206
401329405,2021,137,2231
401347693,2021,2487,2022
401287896,2021,324,2305
401282616,2021,150,2448
401282191,2021,68,2638
401310701,2021,328,155
401282624,2021,258,356
401282193,2021,349,98
401309545,2021,2309,2678
401282809,2021,194,2483
401282625,2021,154,2450
401282618,2021,59,338
401282783,2021,127,2754
401282804,2021,77,282
401329358,2021,367,2974
401329366,2021,2205,2559
401329419,2021,2385,223
401282066,2021,2633,221
401282058,2021,2,2011
401282790,2021,135,193
401282065,2021,151,2579
401287899,2021,197,202
401328413,2021,2168,2197
401328226,2021,2142,2619
401327915,2021,2075,129
401282059,2021,58,57
401329191,2021,2134,210
401328707,2021,131,2654
401301000,2021,2655,2415
401327954,2021,2339,2119
401348193,2021,2477,330
401344438,2021,2038,2060
401341491,2021,101784,122666
401334788,2021,2858,209
401334757,2021,2310,2316
401332383,2021,2839,2804
401332023,2021,2017,2699
401329474,2021,112334,437
401329152,2021,3066,389
401329038,2021,2817,2851
401328974,2021,2838,2886
401328968,2021,128,271
401328955,2021,2392,2900
401309547,2021,2459,2751
401327925,2021,2207,124180
401309753,2021,195,2184
401329319,2021,2146,2424
401328521,2021,2413,3179
401329462,2021,2703,2714
401332007,2021,2825,2295
401341944,2021,2707,341
401329001,2021,2657,2695
401329201,2021,2291,2315
401328532,2021,200,2888
401328075,2021,233,2464
401282622,2021,183,164
401328485,2021,107,2771
401328221,2021,257,2329
401328119,2021,2643,2127
401282186,2021,259,2393
401328287,2021,2169,46
401282705,2021,87,2649
401328459,2021,2635,231
401359754,2021,2402,124386
401329126,2021,559,2043
401329457,2021,2403,196
401333045,2021,132,2844
401359755,2021,2123,2025
401309548,2021,2117,2523
401332310,2021,2681,2115
401282820,2021,41,2509
401282623,2021,113,103
401282067,2021,38,245
401282183,2021,2226,290
401282060,2021,61,5
401301004,2021,2426,2005
401300999,2021,2006,218
401287900,2021,2628,25
401282797,2021,158,2084
401282816,2021,213,2050
401328367,2021,2449,2674
401301002,2021,2132,93
401328193,2021,256,311
401328099,2021,301,302
401356953,2021,2506,124110
401329113,2021,2805,2323
401329713,2021,203,2829
401328038,2021,331,2120
401309546,2021,189,6
401282056,2021,333,2382
401282754,2021,66,2294
401287902,2021,277,112358
401309544,2021,2711,2287
401282615,2021,228,2569
401328016,2021,2676,2673
401332050,2021,2230,2405
401328658,2021,50,2232
401282192,2021,2636,2320
401328085,2021,351,2220
401328102,2021,2304,2019
401328945,2021,2542,2940
401329009,2021,2444,2822
401309845,2021,265,2502
401329057,2021,2698,60
401329180,2021,611,2071
401329372,2021,215,2188
401328108,2021,2097,2210
401328176,2021,48,2598
401328205,2021,160,119
401328234,2021,222,2083
401328236,2021,2729,322
401328497,2021,2086,83
401347701,2021,284,2583
401366015,2021,2224,2882
401282181,2021,2429,2241
401357799,2021,56,3178
401282185,2021,276,2428
401301001,2021,2116,2065
401282189,2021,242,248
401328258,2021,2107,2736
401282064,2021,344,152
401282057,2021,8,251
401310700,2021,167,166
401332300,2021,2803,2529
401328703,2021,2000,2347
401328690,2021,2582,2396
401328606,2021,2571,2815
401328599,2021,2016,2466
401286295,2021,2653,2335
401301003,2021,2032,235
401329351,2021,613,561
401329069,2021,425,2587
401328991,2021,2013,2560
401328936,2021,125,2570
401328714,2021,308,2222
401328696,2021,110242,2586
401328648,2021,2170,2816
401328535,2021,2568,2927
401328398,2021,2271,2823
401328389,2021,199,2264
401328310,2021,319,2028
401328463,2021,2630,2535
401328427,2021,2296,2634
401328216,2021,2166,2551
401328160,2021,399,227
401328145,2021,2453,236
401328080,2021,2277,2458
401329451,2021,110243,2704
401329492,2021,134,2364
401329708,2021,2273,2292
401330018,2021,2837,2395
401328277,2021,2191,2033
401282182,2021,2229,326
401282825,2021,275,2199
401282620,2021,2390,2026
401282184,2021,2348,2545
401282187,2021,2567,249
401282188,2021,295,2261
401328023,2021,2627,2237
401287895,2021,239,2640
401287901,2021,2641,2617
401287898,2021,201,2717
401328012,2021,2534,2546
401282619,2021,97,2198
401282190,2021,2572,2755
401309603,2021,309,2447
401287897,2021,2306,79
401282724,2021,84,70
401286207,2021,120,47
401282063,2021,145,2046
401282621,2021,153,2247
401282061,2021,96,142
401328694,2021,2193,2842
401328064,2021,147,2181
401327967,2021,2623,2110
401330250,2021,2658,2848
401282773,2021,130,264
401329024,2021,2201,2001
401329395,2021,2214,2122
401328679,2021,2916,2504
401329487,2021,90,2438
401328070,2021,149,2710
401282617,2021,52,55
401282062,2021,99,2377
401328095,2021,16,2460
401310702,2021,278,13
401327978,2021,3101,2692
401309846,2021,12,21
401282068,2021,36,238
401309848,2021,252,254
401309847,2021,9,2439
401309843,2021,30,24
401310703,2021,2440,304
401309844,2021,204,62
401341945,2021,341,2128
401328641,2021,2065,2010
401309606,2021,309,195
401347702,2021,2583,2830
401282626,2021,97,2116
401282715,2021,356,120
401329420,2021,223,2205
401282077,2021,142,2546
401282078,2021,2633,2635
401282079,2021,245,167
401282634,2021,218,103
401282073,2021,96,236
401332306,2021,2598,2681
401282633,2021,183,399
401309552,2021,2084,324
401282629,2021,2390,127
401282774,2021,130,2459
401282798,2021,201,158
401286189,2021,349,41
401328992,2021,2805,2560
401328603,2021,2115,2545
401282725,2021,84,2132
401282632,2021,221,2711
401339818,2021,2329,163
401282636,2021,277,259
401328132,2021,47,2261
401328199,2021,311,2771
401328486,2021,43,107
401329211,2021,2315,611
401328206,2021,322,160
401328211,2021,225,227
401328479,2021,46,108
401282791,2021,38,135
401329634,2021,2369,2842
401328237,2021,2142,2729
401328238,2021,171,2368
401328297,2021,2529,2415
401327916,2021,2441,2075
401328217,2021,2551,2119
401328708,2021,2654,2273
401328724,2021,128,110254
401329192,2021,2134,2559
401329426,2021,2858,210
401333034,2021,2804,101784
401347698,2021,2038,2487
401341941,2021,2986,2707
401332024,2021,112335,2017
401332010,2021,2911,2477
401331759,2021,2107,122666
401329643,2021,2105,351
401329661,2021,2188,2385
401329488,2021,2438,2687
401330246,2021,2201,2658
401332008,2021,2825,2682
401334760,2021,2148,455
401329433,2021,2699,587
401329173,2021,2894,3066
401329181,2021,2071,367
401329059,2021,2851,134
401329039,2021,2043,2817
401328960,2021,60,2396
401328697,2021,2586,2224
401328682,2021,2402,131
401328649,2021,2816,437
401329202,2021,2291,2974
401359793,2021,2657,2206
401344439,2021,2060,284
401329313,2021,2424,11
401329320,2021,2237,2146
401329119,2021,2232,2323
401329342,2021,2118,138
401328248,2021,172,2678
401287905,2021,2306,2440
401328262,2021,2674,159
401282706,2021,87,2509
401328561,2021,2717,2535
401328405,2021,2046,2413
401328428,2021,2634,2310
401328065,2021,147,301
401331754,2021,2839,2336
401329297,2021,2570,2069
401328937,2021,125,2740
401359751,2021,2401,124110
401282823,2021,164,48
401309550,2021,2006,2803
401309851,2021,204,70
401309604,2021,2026,2210
401308843,2021,193,112358
401282071,2021,57,333
401309852,2021,265,30
401286300,2021,113,2199
401287904,2021,2305,239
401282199,2021,2348,2567
401282627,2021,228,59
401282635,2021,154,52
401282755,2021,2294,2309
401282810,2021,194,202
401328222,2021,222,257
401282076,2021,235,344
401328005,2021,2458,2320
401309553,2021,2649,36
401328039,2021,2710,331
401282069,2021,8,290
401309549,2021,2751,2050
401282628,2021,150,77
401309849,2021,25,16
401309605,2021,264,2032
401328372,2021,2460,2900
401329493,2021,2364,132
401309551,2021,189,93
401328091,2021,2502,2848
401328360,2021,155,2181
401282200,2021,276,151
401282194,2021,2636,2393
401379550,2021,2019,2940
401282201,2021,2335,295
401329385,2021,2882,2249
401328017,2021,2676,2355
401328946,2021,2542,490
401329016,2021,2698,2170
401329413,2021,215,209
401329481,2021,2292,2838
401329692,2021,2444,2331
401334780,2021,112334,2022
401348513,2021,2304,124180
401328269,2021,2083,219
401328546,2021,2643,2822
401282198,2021,2226,2230
401328259,2021,2428,2736
401328231,2021,119,2449
401328139,2021,2747,338
401328120,2021,2127,2405
401328109,2021,2097,2506
401327955,2021,2241,2339
401327926,2021,2450,2207
401282197,2021,2641,2229
401329499,2021,196,90
401348213,2021,2844,568
401328384,2021,79,2168
401309609,2021,326,2916
401328328,2021,2197,2287
401328704,2021,2000,110243
401329034,2021,2837,110242
401329070,2021,389,425
401329093,2021,2025,2395
401329127,2021,2587,559
401329396,2021,137,2214
401328673,2021,2617,2400
401328024,2021,2627,253
401327997,2021,55,2453
401327989,2021,2198,282
401327968,2021,2110,2029
401328981,2021,2673,2013
401328464,2021,2466,2630
401328498,2021,620,2086
401328576,2021,2504,2277
401328586,2021,2582,2377
401328769,2021,2222,129
401328493,2021,199,2927
401328453,2021,319,2823
401328390,2021,2568,2264
401328346,2021,2191,200
401328311,2021,2028,2271
401301005,2021,248,2755
401328278,2021,2888,2033
401301006,2021,58,50
401282072,2021,61,2579
401282203,2021,2572,2653
401309856,2021,21,254
401282196,2021,2247,2429
401282195,2021,249,5
401282074,2021,99,2117
401310704,2021,2005,328
401282070,2021,213,2
401309850,2021,2483,2619
401328288,2021,2193,2169
401282631,2021,153,258
401282630,2021,152,231
401329406,2021,2231,2876
401319455,2021,166,2569
401282075,2021,145,2655
401329452,2021,2704,2703
401329376,2021,2122,2403
401328607,2021,2815,2316
401328101,2021,2692,256
401328029,2021,13,233
401309607,2021,2433,2296
401309608,2021,6,2016
401282202,2021,251,242
401282080,2021,238,24
401329306,2021,2123,613
401329025,2021,2001,2714
401287903,2021,68,197
