team,stat_name,stat_value,season
Tulsa,fourthDowns,19,2021
Army,kickReturnYards,161,2021
Kent State,thirdDowns,202,2021
Troy,puntReturnTDs,0,2021
Indiana,passCompletions,199,2021
UCF,interceptionYards,114,2021
San Diego State,sacks,41,2021
Wisconsin,kickReturns,23,2021
Tulane,fourthDownConversions,19,2021
Western Kentucky,totalYards,7507,2021
Central Michigan,interceptions,10,2021
UNLV,puntReturnTDs,0,2021
Florida Atlantic,turnovers,19,2021
Miami (OH),netPassingYards,3621,2021
Michigan State,puntReturnTDs,2,2021
New Mexico,interceptionTDs,0,2021
Clemson,fourthDownConversions,9,2021
Pittsburgh,penaltyYards,895,2021
Louisville,kickReturnTDs,1,2021
Western Kentucky,passAttempts,697,2021
Arizona State,passesIntercepted,16,2021
Arkansas State,kickReturnYards,1400,2021
Texas A&M,passCompletions,208,2021
Florida International,possessionTime,19364,2021
Louisiana Monroe,possessionTime,20751,2021
Tulsa,sacks,25,2021
UCLA,firstDowns,281,2021
West Virginia,thirdDowns,186,2021
Nebraska,fourthDownConversions,14,2021
Wisconsin,puntReturnYards,92,2021
Arkansas,kickReturnYards,310,2021
USC,interceptions,13,2021
Washington,sacks,19,2021
San Diego State,interceptionTDs,2,2021
Pittsburgh,turnovers,15,2021
Coastal Carolina,netPassingYards,3457,2021
Central Michigan,kickReturnTDs,1,2021
Tennessee,rushingAttempts,577,2021
Appalachian State,fourthDownConversions,25,2021
Connecticut,firstDowns,173,2021
Missouri,fumblesLost,2,2021
BYU,netPassingYards,3433,2021
Maryland,puntReturns,24,2021
Appalachian State,netPassingYards,3487,2021
Illinois,fourthDownConversions,5,2021
West Virginia,kickReturns,29,2021
UCLA,netPassingYards,2714,2021
Liberty,interceptionTDs,1,2021
Pittsburgh,puntReturnTDs,0,2021
Louisville,interceptionYards,161,2021
Clemson,fourthDowns,16,2021
Arizona,puntReturnTDs,1,2021
Memphis,puntReturnYards,131,2021
Virginia Tech,totalYards,4705,2021
Utah,totalYards,6035,2021
LSU,fumblesRecovered,6,2021
Oklahoma State,possessionTime,25941,2021
Kent State,penalties,109,2021
Iowa,passesIntercepted,25,2021
Houston,kickReturns,43,2021
Georgia State,rushingYards,2931,2021
San Diego State,fourthDownConversions,12,2021
Syracuse,penaltyYards,692,2021
Utah,fourthDownConversions,11,2021
Old Dominion,passingTDs,15,2021
Texas,sacks,20,2021
Oregon,turnovers,14,2021
Boston College,puntReturnYards,79,2021
North Carolina,kickReturns,25,2021
Louisiana Tech,passAttempts,411,2021
Northwestern,fourthDowns,32,2021
Penn State,penaltyYards,599,2021
Stanford,passAttempts,372,2021
Texas A&M,firstDowns,251,2021
Maryland,fumblesLost,6,2021
Connecticut,passesIntercepted,10,2021
Kent State,passingTDs,21,2021
TCU,interceptionYards,83,2021
Duke,netPassingYards,2855,2021
Auburn,totalYards,5217,2021
Indiana,thirdDownConversions,69,2021
Navy,turnovers,8,2021
South Florida,possessionTime,21948,2021
Akron,rushingAttempts,432,2021
Fresno State,kickReturns,31,2021
Akron,netPassingYards,2610,2021
Bowling Green,passAttempts,407,2021
Purdue,kickReturns,22,2021
Arizona State,fourthDowns,14,2021
Florida,interceptionTDs,0,2021
Maryland,rushingTDs,20,2021
Washington State,rushingAttempts,403,2021
UT San Antonio,possessionTime,24841,2021
Iowa State,fumblesLost,5,2021
Syracuse,rushingYards,2562,2021
Hawai'i,totalYards,5265,2021
California,passingTDs,16,2021
Florida,fumblesLost,3,2021
Texas State,fumblesLost,8,2021
Colorado,totalYards,3089,2021
Arkansas,puntReturnTDs,1,2021
Washington,thirdDownConversions,75,2021
Kansas State,passAttempts,311,2021
Georgia Southern,kickReturnTDs,0,2021
Temple,totalYards,3442,2021
Colorado,puntReturnYards,273,2021
California,passesIntercepted,13,2021
Oklahoma State,kickReturnTDs,2,2021
Kentucky,rushingYards,2594,2021
Wisconsin,penalties,70,2021
Nebraska,interceptionYards,67,2021
Tennessee,sacks,34,2021
Clemson,interceptionYards,69,2021
Akron,puntReturnTDs,0,2021
Cincinnati,interceptions,9,2021
South Carolina,fourthDowns,28,2021
Houston,sacks,45,2021
Boise State,passCompletions,254,2021
Wake Forest,puntReturnYards,286,2021
Virginia Tech,puntReturns,27,2021
Florida State,passCompletions,209,2021
Texas State,fourthDownConversions,16,2021
Louisville,passesIntercepted,10,2021
Mississippi State,possessionTime,26243,2021
Florida,passesIntercepted,9,2021
San José State,tacklesForLoss,80,2021
Georgia,puntReturnYards,317,2021
West Virginia,totalYards,4824,2021
Georgia Southern,kickReturns,34,2021
Southern Mississippi,passAttempts,287,2021
New Mexico,fourthDowns,21,2021
Utah State,turnovers,23,2021
Oklahoma,fumblesRecovered,14,2021
Appalachian State,interceptionTDs,4,2021
USC,puntReturnYards,76,2021
UT San Antonio,rushingTDs,26,2021
South Florida,rushingTDs,25,2021
Tulane,tacklesForLoss,88,2021
Florida,fourthDownConversions,14,2021
Virginia,interceptionTDs,0,2021
Northern Illinois,tacklesForLoss,62,2021
Oregon State,rushingTDs,33,2021
Minnesota,kickReturns,20,2021
Florida State,possessionTime,20403,2021
Buffalo,interceptionYards,19,2021
Notre Dame,passingTDs,30,2021
West Virginia,rushingTDs,19,2021
Ohio State,passingTDs,46,2021
Fresno State,passesIntercepted,12,2021
UT San Antonio,penalties,71,2021
Illinois,netPassingYards,1874,2021
Kent State,interceptionYards,116,2021
Kansas State,fourthDowns,20,2021
Pittsburgh,puntReturns,30,2021
Iowa,kickReturnYards,759,2021
Bowling Green,passCompletions,238,2021
USC,fumblesRecovered,5,2021
Utah State,fourthDowns,30,2021
UMass,kickReturns,38,2021
Syracuse,rushingTDs,28,2021
Old Dominion,sacks,25,2021
Memphis,turnovers,19,2021
Toledo,interceptionYards,185,2021
New Mexico,passCompletions,143,2021
Stanford,games,12,2021
Akron,kickReturns,53,2021
South Alabama,netPassingYards,3072,2021
Houston,rushingTDs,27,2021
Ohio State,rushingTDs,24,2021
Kansas,rushingAttempts,435,2021
Hawai'i,interceptionTDs,3,2021
New Mexico,possessionTime,21502,2021
Air Force,fumblesRecovered,9,2021
Boston College,puntReturnTDs,0,2021
Miami,passesIntercepted,8,2021
UCLA,passingTDs,23,2021
Vanderbilt,thirdDowns,188,2021
Notre Dame,sacks,41,2021
Bowling Green,thirdDownConversions,61,2021
Washington,fumblesRecovered,6,2021
Texas State,firstDowns,241,2021
Baylor,games,14,2021
Central Michigan,passCompletions,273,2021
Kent State,possessionTime,22241,2021
Memphis,firstDowns,270,2021
North Texas,puntReturnYards,93,2021
Virginia,interceptionYards,126,2021
New Mexico State,passesIntercepted,10,2021
North Texas,passAttempts,394,2021
Rice,kickReturns,31,2021
Clemson,sacks,41,2021
Colorado State,fumblesLost,8,2021
Southern Mississippi,penalties,98,2021
Kent State,fumblesLost,6,2021
Missouri,puntReturnTDs,0,2021
Kansas State,penaltyYards,595,2021
TCU,kickReturns,30,2021
Vanderbilt,games,12,2021
Cincinnati,thirdDowns,158,2021
Appalachian State,turnovers,26,2021
New Mexico,interceptionYards,24,2021
South Carolina,kickReturnYards,479,2021
Old Dominion,tacklesForLoss,70,2021
Arizona State,puntReturnYards,255,2021
Wake Forest,thirdDownConversions,115,2021
Georgia Southern,puntReturnYards,58,2021
Purdue,thirdDownConversions,82,2021
Boise State,netPassingYards,3127,2021
Boise State,fourthDowns,16,2021
BYU,kickReturnYards,298,2021
Marshall,puntReturnTDs,0,2021
Appalachian State,rushingTDs,26,2021
Washington State,puntReturnYards,148,2021
UNLV,kickReturnTDs,0,2021
Connecticut,interceptions,17,2021
Texas Tech,firstDowns,254,2021
Colorado State,penaltyYards,822,2021
Kent State,games,14,2021
Texas Tech,thirdDowns,157,2021
UT San Antonio,interceptionTDs,3,2021
Memphis,games,12,2021
Minnesota,totalYards,4681,2021
Connecticut,fourthDownConversions,11,2021
Georgia,sacks,49,2021
Missouri,kickReturnYards,621,2021
Michigan State,games,13,2021
Bowling Green,interceptionYards,158,2021
Ole Miss,passAttempts,429,2021
UCF,puntReturns,24,2021
Indiana,tacklesForLoss,57,2021
Florida International,kickReturnTDs,0,2021
Arkansas,sacks,24,2021
Rutgers,puntReturns,24,2021
South Alabama,penalties,58,2021
Alabama,kickReturns,20,2021
Appalachian State,fourthDowns,38,2021
Ole Miss,turnovers,12,2021
Tulsa,puntReturns,23,2021
Coastal Carolina,rushingAttempts,509,2021
Auburn,games,13,2021
Auburn,thirdDownConversions,74,2021
LSU,netPassingYards,3308,2021
Louisville,thirdDowns,176,2021
Louisiana,thirdDownConversions,69,2021
San Diego State,puntReturns,31,2021
Memphis,sacks,27,2021
Louisiana,netPassingYards,3060,2021
Ole Miss,games,13,2021
TCU,interceptionTDs,1,2021
Old Dominion,rushingAttempts,494,2021
Stanford,passCompletions,239,2021
Texas,passAttempts,346,2021
Wisconsin,kickReturnYards,377,2021
California,interceptions,8,2021
Kansas State,interceptions,7,2021
Middle Tennessee,puntReturns,23,2021
Rutgers,thirdDowns,193,2021
Oklahoma State,fourthDowns,13,2021
Boise State,rushingTDs,15,2021
BYU,tacklesForLoss,64,2021
Miami (OH),passesIntercepted,9,2021
Charlotte,firstDowns,265,2021
Georgia Southern,kickReturnYards,461,2021
Oklahoma State,puntReturns,18,2021
SMU,possessionTime,21041,2021
Utah,rushingYards,3035,2021
Miami,possessionTime,19738,2021
Florida Atlantic,possessionTime,20515,2021
Maryland,thirdDownConversions,65,2021
Georgia Southern,thirdDowns,173,2021
Pittsburgh,interceptionTDs,4,2021
Arizona State,thirdDowns,150,2021
North Texas,turnovers,19,2021
Middle Tennessee,interceptionYards,314,2021
UCLA,fourthDownConversions,20,2021
Houston,interceptions,12,2021
Charlotte,interceptions,10,2021
Kansas State,fourthDownConversions,15,2021
Arizona,rushingTDs,6,2021
Texas A&M,rushingTDs,17,2021
Kansas State,puntReturns,12,2021
Utah State,rushingAttempts,564,2021
Fresno State,puntReturns,16,2021
Central Michigan,fumblesRecovered,11,2021
Maryland,firstDowns,303,2021
Houston,puntReturnTDs,2,2021
Duke,rushingTDs,22,2021
UTEP,penaltyYards,972,2021
San Diego State,thirdDownConversions,62,2021
Coastal Carolina,passesIntercepted,6,2021
Nevada,firstDowns,289,2021
Appalachian State,interceptions,12,2021
Pittsburgh,firstDowns,362,2021
Wake Forest,penalties,81,2021
Southern Mississippi,passesIntercepted,11,2021
Wisconsin,turnovers,23,2021
Oregon,fumblesLost,6,2021
Kansas State,passingTDs,14,2021
Louisiana Monroe,totalYards,3941,2021
South Florida,passesIntercepted,10,2021
Duke,possessionTime,21103,2021
Wisconsin,fumblesRecovered,11,2021
San Diego State,interceptionYards,177,2021
Northern Illinois,netPassingYards,2623,2021
Mississippi State,passAttempts,704,2021
Georgia Southern,totalYards,4085,2021
Syracuse,netPassingYards,1836,2021
Florida International,interceptions,12,2021
Iowa,sacks,31,2021
Boise State,firstDowns,264,2021
Tulane,turnovers,25,2021
Navy,tacklesForLoss,61,2021
Vanderbilt,passCompletions,226,2021
UT San Antonio,fumblesRecovered,19,2021
UNLV,fumblesRecovered,8,2021
UT San Antonio,interceptions,6,2021
Virginia,thirdDowns,159,2021
Miami (OH),fumblesLost,4,2021
Kansas,thirdDownConversions,59,2021
UMass,rushingYards,1764,2021
Wisconsin,rushingTDs,26,2021
Duke,passCompletions,265,2021
New Mexico State,possessionTime,21976,2021
Marshall,kickReturnYards,731,2021
West Virginia,interceptions,12,2021
San José State,passCompletions,207,2021
Michigan,interceptionYards,101,2021
Nevada,thirdDownConversions,78,2021
Colorado State,passesIntercepted,6,2021
Wyoming,penalties,66,2021
Louisiana Tech,rushingYards,1466,2021
NC State,passesIntercepted,15,2021
Washington,kickReturns,26,2021
Mississippi State,passingTDs,37,2021
Old Dominion,kickReturns,34,2021
Duke,fourthDownConversions,11,2021
Akron,totalYards,4073,2021
Syracuse,puntReturnYards,241,2021
Louisville,totalYards,5802,2021
Bowling Green,rushingTDs,15,2021
Arkansas,penaltyYards,820,2021
South Florida,interceptionYards,249,2021
Florida,puntReturnTDs,0,2021
South Florida,kickReturnTDs,3,2021
Wisconsin,rushingAttempts,567,2021
California,games,12,2021
Western Kentucky,fourthDowns,22,2021
Nevada,games,13,2021
TCU,rushingAttempts,473,2021
Indiana,rushingYards,1384,2021
Eastern Michigan,puntReturnTDs,1,2021
UTEP,kickReturnTDs,0,2021
Colorado,rushingTDs,12,2021
Louisiana,interceptionTDs,1,2021
Arizona,kickReturnTDs,0,2021
Utah State,games,14,2021
Louisiana,totalYards,5775,2021
Arizona,thirdDownConversions,61,2021
Louisville,tacklesForLoss,80,2021
Western Michigan,passAttempts,368,2021
Virginia,interceptions,12,2021
Louisiana Tech,thirdDowns,168,2021
Texas A&M,penaltyYards,656,2021
Arkansas,rushingAttempts,588,2021
Indiana,passAttempts,390,2021
Middle Tennessee,interceptions,13,2021
Rice,games,12,2021
Duke,games,12,2021
Washington State,interceptionTDs,1,2021
Oklahoma,rushingAttempts,448,2021
Temple,rushingAttempts,361,2021
Wyoming,interceptionTDs,3,2021
Pittsburgh,interceptionYards,265,2021
LSU,tacklesForLoss,98,2021
Missouri,penalties,83,2021
Bowling Green,interceptionTDs,1,2021
North Texas,puntReturnTDs,0,2021
Northern Illinois,rushingTDs,36,2021
Georgia State,totalYards,5032,2021
Buffalo,rushingYards,2346,2021
Illinois,thirdDowns,178,2021
UMass,fumblesRecovered,8,2021
West Virginia,fourthDowns,28,2021
Mississippi State,fumblesLost,8,2021
Toledo,netPassingYards,3108,2021
Clemson,puntReturnYards,92,2021
Old Dominion,interceptionTDs,1,2021
Eastern Michigan,passesIntercepted,8,2021
Tulane,kickReturns,34,2021
South Alabama,puntReturnTDs,0,2021
Akron,fumblesLost,12,2021
Florida International,passingTDs,20,2021
Minnesota,sacks,25,2021
Colorado State,fourthDowns,25,2021
Wyoming,passesIntercepted,10,2021
Wyoming,passAttempts,297,2021
Mississippi State,games,13,2021
Utah State,rushingTDs,13,2021
Virginia,fourthDowns,20,2021
Wisconsin,sacks,39,2021
Washington State,fourthDowns,24,2021
Marshall,fourthDowns,16,2021
Iowa State,sacks,33,2021
Tulane,interceptions,13,2021
Tennessee,kickReturnTDs,1,2021
Indiana,sacks,17,2021
Akron,passingTDs,21,2021
Texas State,interceptionTDs,0,2021
Notre Dame,rushingAttempts,451,2021
USC,totalYards,5327,2021
North Texas,netPassingYards,2562,2021
Kentucky,penalties,63,2021
Miami (OH),penaltyYards,790,2021
Toledo,rushingYards,2553,2021
Georgia Tech,kickReturnYards,732,2021
LSU,puntReturnYards,117,2021
Wyoming,rushingTDs,24,2021
South Alabama,fourthDownConversions,28,2021
Wyoming,puntReturnTDs,0,2021
UMass,games,12,2021
Mississippi State,interceptionTDs,0,2021
Memphis,fourthDowns,38,2021
UNLV,interceptionTDs,0,2021
Western Michigan,interceptionYards,22,2021
Colorado,fourthDowns,18,2021
Rice,fumblesLost,7,2021
Fresno State,interceptionTDs,0,2021
UCLA,interceptionYards,144,2021
Tulane,games,12,2021
Army,rushingYards,3648,2021
Oregon State,passesIntercepted,15,2021
Ohio State,puntReturns,22,2021
Oklahoma,thirdDownConversions,63,2021
Kent State,rushingYards,3482,2021
Minnesota,rushingAttempts,602,2021
San José State,fumblesRecovered,7,2021
Akron,passAttempts,352,2021
Old Dominion,kickReturnYards,796,2021
Vanderbilt,puntReturnTDs,0,2021
Utah State,tacklesForLoss,106,2021
NC State,turnovers,11,2021
Ball State,kickReturnTDs,1,2021
Western Kentucky,thirdDownConversions,81,2021
Tulsa,firstDowns,294,2021
East Carolina,fourthDownConversions,26,2021
Louisiana Monroe,netPassingYards,2328,2021
Duke,penaltyYards,740,2021
Arizona State,games,13,2021
Illinois,turnovers,12,2021
Houston,fourthDowns,25,2021
Texas,thirdDownConversions,70,2021
Duke,totalYards,5018,2021
Wisconsin,possessionTime,26357,2021
Florida State,thirdDownConversions,52,2021
Georgia,netPassingYards,3778,2021
Michigan State,fumblesLost,8,2021
Texas A&M,fumblesRecovered,5,2021
Fresno State,possessionTime,24530,2021
UCLA,thirdDowns,162,2021
Texas,netPassingYards,2705,2021
Minnesota,kickReturnYards,289,2021
Wyoming,passCompletions,162,2021
Bowling Green,kickReturnTDs,0,2021
Middle Tennessee,thirdDowns,185,2021
Oregon State,kickReturns,18,2021
Utah,rushingTDs,37,2021
Nebraska,passingTDs,14,2021
Colorado,interceptionTDs,1,2021
Hawai'i,puntReturnYards,69,2021
Louisiana,passCompletions,246,2021
Notre Dame,thirdDownConversions,77,2021
Miami,passingTDs,30,2021
South Florida,tacklesForLoss,49,2021
Georgia,interceptions,12,2021
Wisconsin,fourthDownConversions,11,2021
Ohio State,penaltyYards,770,2021
Wyoming,interceptions,12,2021
San José State,rushingAttempts,352,2021
Georgia State,passingTDs,19,2021
East Carolina,kickReturnYards,403,2021
Baylor,fourthDowns,35,2021
California,turnovers,10,2021
Ohio,fumblesRecovered,3,2021
Texas Tech,fourthDowns,29,2021
Wyoming,tacklesForLoss,57,2021
Ole Miss,passCompletions,286,2021
Auburn,penalties,73,2021
Eastern Michigan,kickReturns,32,2021
Baylor,passingTDs,24,2021
South Carolina,penaltyYards,597,2021
Purdue,penalties,58,2021
Vanderbilt,possessionTime,22239,2021
Connecticut,puntReturnTDs,0,2021
Ole Miss,puntReturnYards,93,2021
Central Michigan,totalYards,5779,2021
Troy,rushingTDs,18,2021
Texas A&M,penalties,76,2021
Iowa,passCompletions,222,2021
Washington State,possessionTime,23826,2021
SMU,passingTDs,39,2021
UNLV,passingTDs,11,2021
Clemson,firstDowns,258,2021
Connecticut,interceptionTDs,1,2021
Texas State,puntReturnYards,86,2021
Alabama,puntReturns,33,2021
Alabama,puntReturnYards,260,2021
Duke,kickReturnYards,995,2021
Kansas,passesIntercepted,7,2021
Iowa State,penaltyYards,502,2021
Memphis,penaltyYards,475,2021
Florida Atlantic,tacklesForLoss,65,2021
TCU,kickReturnTDs,1,2021
Kansas,interceptions,10,2021
South Carolina,rushingTDs,9,2021
Old Dominion,penaltyYards,782,2021
Hawai'i,fumblesRecovered,14,2021
Colorado State,interceptions,11,2021
Louisville,rushingYards,2728,2021
Georgia Southern,passCompletions,141,2021
USC,fumblesLost,7,2021
North Texas,interceptionYards,114,2021
UCF,possessionTime,22303,2021
Army,interceptionTDs,0,2021
Rutgers,passesIntercepted,7,2021
Army,penalties,50,2021
Nevada,possessionTime,22524,2021
Old Dominion,rushingYards,2087,2021
Colorado,kickReturnTDs,1,2021
Texas,firstDowns,244,2021
Cincinnati,penalties,101,2021
Boston College,fumblesLost,7,2021
Ohio,fourthDowns,17,2021
Florida International,interceptionYards,0,2021
Kent State,kickReturns,57,2021
Louisiana Monroe,penaltyYards,391,2021
Mississippi State,puntReturnTDs,0,2021
Kansas State,tacklesForLoss,90,2021
Wyoming,netPassingYards,2115,2021
Bowling Green,kickReturnYards,703,2021
Michigan,passesIntercepted,8,2021
Kent State,fumblesRecovered,9,2021
Air Force,fourthDowns,41,2021
Pittsburgh,interceptions,8,2021
UTEP,fumblesLost,10,2021
Duke,passAttempts,410,2021
UAB,penalties,115,2021
Southern Mississippi,puntReturnTDs,0,2021
Temple,kickReturnTDs,0,2021
Oregon State,fourthDownConversions,11,2021
Utah State,kickReturnTDs,2,2021
Central Michigan,interceptionYards,31,2021
Georgia State,firstDowns,279,2021
Middle Tennessee,passAttempts,463,2021
Duke,kickReturns,43,2021
UMass,puntReturnYards,66,2021
Colorado State,firstDowns,254,2021
Auburn,kickReturns,27,2021
Navy,totalYards,3393,2021
Utah,fumblesLost,7,2021
Eastern Michigan,rushingYards,1541,2021
North Texas,fourthDownConversions,16,2021
Iowa State,possessionTime,24110,2021
Vanderbilt,passAttempts,408,2021
Virginia Tech,thirdDownConversions,74,2021
Oregon State,passingTDs,19,2021
Texas A&M,kickReturns,13,2021
Ole Miss,rushingTDs,33,2021
Texas A&M,interceptionTDs,1,2021
Ball State,tacklesForLoss,69,2021
Oklahoma,passCompletions,279,2021
NC State,rushingTDs,11,2021
Pittsburgh,thirdDownConversions,90,2021
Oklahoma,possessionTime,22892,2021
Georgia State,sacks,37,2021
Washington,thirdDowns,169,2021
Minnesota,fourthDownConversions,9,2021
San Diego State,penalties,103,2021
Michigan State,kickReturns,29,2021
Marshall,rushingTDs,38,2021
Florida International,passesIntercepted,3,2021
Florida Atlantic,kickReturnTDs,0,2021
Baylor,interceptionTDs,2,2021
Northwestern,puntReturnYards,265,2021
Iowa State,rushingYards,2089,2021
Navy,passCompletions,48,2021
Akron,penaltyYards,553,2021
Louisiana Monroe,passAttempts,354,2021
North Carolina,interceptionYards,71,2021
Northwestern,thirdDowns,178,2021
Liberty,interceptions,15,2021
Mississippi State,penaltyYards,760,2021
Central Michigan,tacklesForLoss,98,2021
Alabama,sacks,57,2021
Utah,passCompletions,254,2021
South Florida,thirdDownConversions,58,2021
Marshall,passesIntercepted,10,2021
Rice,interceptionTDs,0,2021
Central Michigan,rushingYards,2329,2021
Georgia Tech,games,12,2021
Washington,possessionTime,20614,2021
Oregon State,possessionTime,23787,2021
Kansas State,penalties,71,2021
Purdue,fumblesRecovered,4,2021
UAB,passAttempts,286,2021
Purdue,sacks,25,2021
Texas State,passesIntercepted,3,2021
Washington State,tacklesForLoss,69,2021
Texas,turnovers,17,2021
Rutgers,fourthDownConversions,14,2021
Miami (OH),fourthDownConversions,9,2021
Kansas,fourthDowns,30,2021
BYU,kickReturnTDs,0,2021
Western Michigan,thirdDowns,181,2021
Florida International,rushingAttempts,371,2021
Michigan State,turnovers,18,2021
Florida,rushingTDs,26,2021
Boise State,tacklesForLoss,66,2021
Tulane,penaltyYards,614,2021
Kent State,fourthDowns,27,2021
Washington State,interceptionYards,183,2021
LSU,kickReturnYards,216,2021
Toledo,fumblesRecovered,11,2021
Texas Tech,kickReturns,20,2021
Texas Tech,turnovers,20,2021
Iowa,fourthDownConversions,5,2021
Oregon State,turnovers,18,2021
Vanderbilt,fumblesLost,5,2021
Memphis,puntReturnTDs,1,2021
Oregon,penalties,103,2021
Tulsa,kickReturnTDs,1,2021
Boise State,puntReturns,17,2021
Texas A&M,passesIntercepted,10,2021
Tulane,rushingTDs,19,2021
Louisiana Tech,passCompletions,248,2021
Ohio State,rushingAttempts,423,2021
West Virginia,games,13,2021
Temple,fourthDowns,26,2021
UCF,rushingTDs,27,2021
Oklahoma State,turnovers,20,2021
Michigan,puntReturns,36,2021
San José State,interceptions,10,2021
Toledo,fumblesLost,4,2021
Oregon State,rushingYards,2761,2021
Clemson,totalYards,4669,2021
Louisiana,passesIntercepted,10,2021
North Carolina,passesIntercepted,11,2021
New Mexico State,penalties,83,2021
Louisiana Tech,interceptionTDs,2,2021
Arizona,turnovers,23,2021
Boston College,interceptionTDs,1,2021
Old Dominion,games,13,2021
Florida,passingTDs,27,2021
Troy,interceptions,10,2021
San Diego State,interceptions,5,2021
UTEP,rushingTDs,18,2021
Kansas,kickReturnTDs,0,2021
UT San Antonio,puntReturns,27,2021
Arizona,thirdDowns,190,2021
Liberty,penalties,92,2021
North Carolina,puntReturnTDs,0,2021
South Florida,puntReturnTDs,0,2021
BYU,sacks,20,2021
South Alabama,rushingTDs,15,2021
NC State,possessionTime,22511,2021
Virginia Tech,rushingYards,2412,2021
Maryland,fumblesRecovered,5,2021
Florida Atlantic,firstDowns,240,2021
Central Michigan,fumblesLost,4,2021
UMass,interceptions,11,2021
TCU,rushingYards,2330,2021
Texas Tech,passingTDs,18,2021
Florida,rushingAttempts,495,2021
UNLV,puntReturnYards,49,2021
Kansas,interceptionTDs,2,2021
Northern Illinois,turnovers,18,2021
San José State,thirdDowns,163,2021
TCU,passCompletions,200,2021
Utah,puntReturnYards,454,2021
Florida International,puntReturns,16,2021
Alabama,interceptions,7,2021
Florida Atlantic,thirdDownConversions,75,2021
Nevada,tacklesForLoss,79,2021
Buffalo,rushingTDs,30,2021
Georgia Tech,penaltyYards,609,2021
Georgia Tech,fourthDownConversions,10,2021
East Carolina,rushingYards,1949,2021
Louisiana Monroe,tacklesForLoss,58,2021
Texas Tech,kickReturnTDs,0,2021
Houston,puntReturns,29,2021
Iowa State,totalYards,5519,2021
Rice,passAttempts,344,2021
Arizona,fumblesRecovered,3,2021
Kansas,turnovers,13,2021
Marshall,rushingAttempts,449,2021
Liberty,fumblesLost,7,2021
Ball State,puntReturnYards,169,2021
Texas,fumblesRecovered,8,2021
Northern Illinois,interceptions,8,2021
Northwestern,kickReturns,23,2021
Ohio State,games,13,2021
Toledo,penaltyYards,1172,2021
Michigan,puntReturnTDs,0,2021
Central Michigan,passingTDs,31,2021
Missouri,interceptionTDs,1,2021
Tennessee,passCompletions,243,2021
Coastal Carolina,turnovers,10,2021
Colorado State,rushingTDs,14,2021
Virginia,games,12,2021
Tennessee,fumblesLost,10,2021
Penn State,puntReturnTDs,0,2021
Rice,netPassingYards,2540,2021
Texas State,passingTDs,15,2021
Duke,puntReturnYards,135,2021
UMass,firstDowns,196,2021
Louisiana Monroe,fumblesRecovered,8,2021
Southern Mississippi,passingTDs,14,2021
Kent State,netPassingYards,3425,2021
New Mexico,passesIntercepted,9,2021
Washington State,fumblesLost,5,2021
Virginia Tech,thirdDowns,181,2021
Oklahoma,kickReturnYards,244,2021
Georgia Tech,passAttempts,342,2021
Miami,netPassingYards,3854,2021
Louisiana,rushingYards,2715,2021
Pittsburgh,passAttempts,544,2021
Miami,interceptionTDs,1,2021
Ole Miss,rushingYards,2829,2021
Tennessee,puntReturnTDs,0,2021
Minnesota,games,13,2021
Virginia Tech,sacks,25,2021
Toledo,passAttempts,390,2021
Minnesota,puntReturns,16,2021
NC State,interceptionYards,73,2021
Kent State,thirdDownConversions,88,2021
Appalachian State,thirdDowns,188,2021
Kansas,interceptionYards,146,2021
Wisconsin,kickReturnTDs,1,2021
USC,turnovers,20,2021
Buffalo,games,12,2021
Troy,netPassingYards,2864,2021
Minnesota,netPassingYards,2106,2021
South Florida,fumblesRecovered,8,2021
Utah,puntReturnTDs,2,2021
Maryland,puntReturnTDs,1,2021
San Diego State,turnovers,14,2021
Bowling Green,penaltyYards,853,2021
Michigan State,netPassingYards,3298,2021
Georgia,interceptionYards,265,2021
Stanford,penaltyYards,534,2021
Temple,sacks,15,2021
Boise State,interceptionYards,268,2021
Michigan,sacks,34,2021
Florida State,thirdDowns,153,2021
TCU,passesIntercepted,10,2021
Arizona,sacks,22,2021
LSU,puntReturnTDs,0,2021
Ball State,netPassingYards,2699,2021
Fresno State,fourthDownConversions,8,2021
BYU,rushingTDs,30,2021
Boise State,penaltyYards,595,2021
Tulane,totalYards,4640,2021
UTEP,passesIntercepted,8,2021
Ole Miss,penaltyYards,978,2021
San José State,firstDowns,202,2021
Illinois,possessionTime,21021,2021
Temple,games,12,2021
Arizona,fourthDowns,28,2021
Oklahoma State,rushingTDs,27,2021
UT San Antonio,tacklesForLoss,88,2021
Alabama,penalties,107,2021
Air Force,penaltyYards,505,2021
Illinois,games,12,2021
South Carolina,sacks,26,2021
Oregon,interceptions,8,2021
Northwestern,rushingAttempts,452,2021
Vanderbilt,interceptionTDs,0,2021
UAB,interceptionYards,218,2021
Georgia,puntReturns,33,2021
Tulane,passCompletions,213,2021
Clemson,kickReturnYards,522,2021
Buffalo,totalYards,4925,2021
North Texas,thirdDownConversions,87,2021
Kentucky,fourthDownConversions,6,2021
Arkansas State,turnovers,22,2021
Texas State,possessionTime,20382,2021
Louisville,puntReturns,15,2021
Toledo,possessionTime,22102,2021
Washington,passAttempts,409,2021
Florida State,firstDowns,247,2021
Maryland,penaltyYards,739,2021
Temple,penalties,70,2021
Appalachian State,kickReturnYards,1141,2021
Utah,kickReturnTDs,1,2021
Vanderbilt,turnovers,19,2021
Northern Illinois,rushingAttempts,649,2021
