team,stat_name,stat_value,season
Rutgers,thirdDowns,144,2020
Arizona,penalties,34,2020
Northwestern,sacks,14,2020
Texas Tech,sacks,17,2020
Florida International,fourthDowns,12,2020
Virginia,passingTDs,22,2020
Akron,possessionTime,10800,2020
BYU,netPassingYards,3984,2020
Washington State,rushingAttempts,110,2020
USC,firstDowns,134,2020
Georgia Tech,penalties,89,2020
Syracuse,puntReturnYards,185,2020
Stanford,puntReturns,4,2020
UT San Antonio,puntReturns,21,2020
Charlotte,passingTDs,10,2020
Wisconsin,passAttempts,202,2020
Iowa,thirdDowns,107,2020
Louisville,kickReturns,33,2020
Oregon State,tacklesForLoss,27,2020
Tulane,fumblesRecovered,10,2020
Miami,netPassingYards,3050,2020
Akron,thirdDownConversions,26,2020
Louisiana Tech,penaltyYards,456,2020
Washington,tacklesForLoss,18,2020
Texas State,passCompletions,247,2020
Washington,fourthDowns,6,2020
Bowling Green,netPassingYards,712,2020
Wisconsin,fourthDowns,12,2020
South Alabama,fourthDowns,34,2020
North Carolina,sacks,36,2020
Miami (OH),puntReturns,5,2020
Tulsa,fourthDowns,17,2020
Navy,puntReturnTDs,0,2020
BYU,rushingTDs,35,2020
USC,fourthDownConversions,10,2020
Northern Illinois,passingTDs,11,2020
Marshall,passCompletions,171,2020
Georgia State,interceptions,10,2020
Minnesota,netPassingYards,1394,2020
South Florida,turnovers,17,2020
Vanderbilt,penalties,42,2020
California,turnovers,5,2020
Syracuse,totalYards,2913,2020
Texas,kickReturnYards,666,2020
Army,turnovers,14,2020
Louisiana Tech,fourthDownConversions,16,2020
Miami,passCompletions,239,2020
Georgia Tech,passesIntercepted,6,2020
West Virginia,interceptions,4,2020
Middle Tennessee,fourthDowns,12,2020
Notre Dame,totalYards,5386,2020
Wake Forest,netPassingYards,2533,2020
Washington State,passCompletions,94,2020
TCU,penaltyYards,628,2020
Washington State,fourthDowns,7,2020
Marshall,interceptions,10,2020
Boise State,penaltyYards,336,2020
Army,possessionTime,24575,2020
Ole Miss,penaltyYards,516,2020
UT San Antonio,kickReturnTDs,0,2020
Utah,penalties,26,2020
Kansas,penalties,51,2020
Georgia,possessionTime,18022,2020
Army,passesIntercepted,12,2020
UCF,puntReturns,9,2020
Auburn,fourthDowns,11,2020
Liberty,passesIntercepted,11,2020
UAB,kickReturnYards,269,2020
California,passCompletions,85,2020
USC,fumblesLost,4,2020
Ball State,fourthDowns,13,2020
USC,kickReturns,13,2020
Northern Illinois,puntReturnTDs,0,2020
Arkansas,interceptions,6,2020
Kansas,kickReturnTDs,2,2020
UT San Antonio,interceptionTDs,1,2020
Tulsa,puntReturnYards,54,2020
Louisville,firstDowns,229,2020
Texas State,passesIntercepted,7,2020
UTEP,firstDowns,149,2020
Colorado State,thirdDownConversions,12,2020
Arkansas,puntReturnTDs,0,2020
Utah,fourthDowns,11,2020
Bowling Green,interceptions,7,2020
LSU,fourthDownConversions,12,2020
Colorado,fourthDownConversions,3,2020
Buffalo,rushingTDs,32,2020
Memphis,tacklesForLoss,67,2020
Northwestern,netPassingYards,1790,2020
Oregon,puntReturnTDs,0,2020
Rutgers,games,9,2020
Baylor,puntReturnTDs,0,2020
Michigan State,kickReturns,19,2020
Charlotte,passesIntercepted,5,2020
Troy,fumblesLost,5,2020
Utah State,tacklesForLoss,38,2020
Florida State,penalties,80,2020
San José State,totalYards,3447,2020
East Carolina,rushingAttempts,361,2020
Southern Mississippi,kickReturns,31,2020
Notre Dame,firstDowns,290,2020
Utah,tacklesForLoss,27,2020
Oklahoma State,interceptions,10,2020
Cincinnati,interceptionYards,130,2020
UTEP,kickReturnYards,668,2020
Tulane,fumblesLost,4,2020
Miami,fumblesLost,6,2020
Utah,thirdDowns,69,2020
Boise State,thirdDownConversions,42,2020
Wyoming,fumblesLost,4,2020
Wake Forest,puntReturns,10,2020
Coastal Carolina,interceptionYards,227,2020
Houston,rushingTDs,12,2020
Syracuse,interceptionYards,265,2020
South Alabama,interceptionYards,134,2020
Colorado,sacks,15,2020
Ball State,games,8,2020
Boston College,fumblesRecovered,12,2020
Charlotte,rushingYards,930,2020
West Virginia,possessionTime,19093,2020
Utah State,possessionTime,9065,2020
Northern Illinois,sacks,11,2020
Miami (OH),totalYards,1096,2020
Florida State,puntReturnYards,65,2020
Indiana,puntReturns,10,2020
UNLV,kickReturnYards,409,2020
UT San Antonio,tacklesForLoss,85,2020
Nebraska,fourthDownConversions,8,2020
Colorado,thirdDownConversions,41,2020
California,puntReturnYards,42,2020
Texas State,fourthDowns,26,2020
South Carolina,kickReturnYards,256,2020
Florida,puntReturnTDs,1,2020
UMass,kickReturns,12,2020
Arkansas State,puntReturns,6,2020
Florida Atlantic,interceptionYards,30,2020
Washington State,passingTDs,6,2020
SMU,passingTDs,23,2020
TCU,possessionTime,18050,2020
Houston,firstDowns,181,2020
Maryland,interceptions,9,2020
Virginia Tech,passAttempts,253,2020
Mississippi State,fumblesLost,7,2020
Minnesota,interceptionYards,30,2020
Clemson,interceptionTDs,0,2020
Colorado State,interceptionYards,30,2020
Arizona State,possessionTime,7034,2020
Utah State,firstDowns,82,2020
Buffalo,fumblesLost,2,2020
Kentucky,fourthDownConversions,8,2020
TCU,rushingYards,2151,2020
UAB,rushingTDs,17,2020
Arizona,fourthDownConversions,3,2020
Georgia,fumblesRecovered,4,2020
North Carolina,possessionTime,22169,2020
Navy,fourthDowns,30,2020
Georgia State,puntReturnYards,28,2020
Arkansas,rushingAttempts,394,2020
Boise State,puntReturns,16,2020
Louisiana Monroe,puntReturns,6,2020
Boise State,rushingAttempts,230,2020
Kent State,turnovers,4,2020
Fresno State,interceptionTDs,0,2020
SMU,netPassingYards,3180,2020
Appalachian State,fourthDownConversions,11,2020
Florida,netPassingYards,4543,2020
Vanderbilt,possessionTime,16028,2020
Arkansas,thirdDownConversions,46,2020
Southern Mississippi,firstDowns,187,2020
Arizona State,interceptionYards,12,2020
Virginia Tech,rushingYards,2648,2020
Minnesota,kickReturnYards,248,2020
Marshall,passAttempts,281,2020
Utah State,kickReturnTDs,1,2020
Texas State,puntReturnYards,209,2020
Miami (OH),thirdDownConversions,17,2020
Georgia,interceptionTDs,2,2020
UT San Antonio,passesIntercepted,11,2020
Western Michigan,penaltyYards,391,2020
UNLV,kickReturnTDs,0,2020
Arizona State,rushingTDs,16,2020
Wisconsin,passingTDs,10,2020
Miami (OH),fumblesRecovered,1,2020
Colorado State,fourthDowns,8,2020
Buffalo,passesIntercepted,6,2020
Florida International,rushingYards,782,2020
Purdue,fourthDownConversions,6,2020
UNLV,thirdDownConversions,34,2020
SMU,passesIntercepted,7,2020
Air Force,netPassingYards,502,2020
Louisville,sacks,21,2020
Toledo,passAttempts,219,2020
Texas State,tacklesForLoss,54,2020
Nevada,passCompletions,249,2020
Washington,interceptions,3,2020
UCLA,puntReturnYards,49,2020
Florida,penalties,66,2020
Louisiana Tech,passAttempts,359,2020
Rice,interceptionYards,77,2020
Kentucky,rushingTDs,19,2020
Texas,interceptionYards,184,2020
USC,sacks,13,2020
West Virginia,totalYards,4125,2020
Colorado State,fumblesLost,1,2020
LSU,penaltyYards,462,2020
Memphis,turnovers,18,2020
East Carolina,passingTDs,19,2020
Illinois,sacks,18,2020
Iowa State,turnovers,14,2020
USC,interceptionTDs,0,2020
Temple,passingTDs,11,2020
Central Michigan,puntReturns,9,2020
South Carolina,thirdDownConversions,50,2020
Ball State,puntReturnTDs,0,2020
Wisconsin,passCompletions,124,2020
Duke,puntReturnTDs,1,2020
UCLA,totalYards,3185,2020
Pittsburgh,rushingYards,1343,2020
Marshall,rushingAttempts,387,2020
UT San Antonio,possessionTime,21272,2020
Nebraska,passAttempts,228,2020
North Texas,penalties,68,2020
Arkansas State,passCompletions,276,2020
Indiana,rushingYards,875,2020
Boston College,interceptions,8,2020
Arkansas State,games,11,2020
Colorado State,games,4,2020
Tennessee,netPassingYards,2047,2020
Kentucky,possessionTime,20460,2020
Wyoming,fumblesRecovered,6,2020
Middle Tennessee,rushingTDs,11,2020
San José State,kickReturnYards,591,2020
USC,passCompletions,178,2020
San José State,possessionTime,14141,2020
Florida State,rushingYards,1789,2020
Georgia Southern,turnovers,17,2020
Texas State,sacks,12,2020
Kentucky,fumblesRecovered,6,2020
USC,interceptions,7,2020
UMass,firstDowns,42,2020
Florida International,puntReturnTDs,0,2020
Florida International,penalties,30,2020
Buffalo,totalYards,3349,2020
Army,sacks,18,2020
UCF,thirdDownConversions,78,2020
Tulane,firstDowns,258,2020
Iowa,tacklesForLoss,51,2020
Minnesota,fourthDownConversions,7,2020
Texas State,thirdDownConversions,50,2020
Louisville,kickReturnYards,661,2020
NC State,interceptionYards,67,2020
Middle Tennessee,kickReturnTDs,0,2020
Louisiana Monroe,turnovers,18,2020
Army,puntReturnYards,157,2020
North Texas,netPassingYards,2830,2020
Colorado State,sacks,16,2020
Texas,rushingYards,1954,2020
UMass,tacklesForLoss,31,2020
Arkansas,possessionTime,15171,2020
San Diego State,passesIntercepted,7,2020
Florida,passesIntercepted,9,2020
California,netPassingYards,771,2020
Wyoming,fourthDowns,12,2020
Tulsa,rushingAttempts,355,2020
Tulane,tacklesForLoss,101,2020
Army,rushingTDs,36,2020
Charlotte,tacklesForLoss,20,2020
Kent State,kickReturnTDs,0,2020
Cincinnati,turnovers,16,2020
Kansas,fourthDowns,24,2020
Kansas,passingTDs,7,2020
Clemson,totalYards,6030,2020
Central Michigan,games,6,2020
Louisville,interceptionTDs,0,2020
Miami (OH),rushingYards,381,2020
Notre Dame,passAttempts,362,2020
Tulsa,interceptionTDs,2,2020
Oregon State,puntReturns,9,2020
Utah,totalYards,2050,2020
Kent State,fumblesRecovered,2,2020
UAB,thirdDownConversions,47,2020
Colorado,rushingYards,1274,2020
Nebraska,tacklesForLoss,53,2020
Louisiana Tech,passCompletions,221,2020
UCLA,interceptionYards,55,2020
Oregon,puntReturns,6,2020
Florida State,rushingTDs,19,2020
BYU,tacklesForLoss,59,2020
Army,fourthDownConversions,23,2020
Michigan,totalYards,2289,2020
Boston College,firstDowns,239,2020
Florida Atlantic,interceptions,6,2020
Kansas State,fumblesLost,5,2020
North Texas,possessionTime,15007,2020
Temple,games,7,2020
Western Kentucky,games,12,2020
Mississippi State,thirdDownConversions,51,2020
Tennessee,passesIntercepted,5,2020
Purdue,turnovers,7,2020
Georgia Tech,interceptions,13,2020
North Carolina,interceptionTDs,0,2020
Western Kentucky,tacklesForLoss,74,2020
Colorado State,passAttempts,118,2020
Oklahoma,thirdDowns,135,2020
Syracuse,turnovers,21,2020
Iowa,rushingTDs,18,2020
Vanderbilt,rushingTDs,4,2020
Louisiana Tech,rushingAttempts,342,2020
Ball State,interceptionYards,144,2020
TCU,rushingTDs,23,2020
Wisconsin,thirdDowns,100,2020
Miami (OH),kickReturnYards,50,2020
South Florida,games,9,2020
Oregon,interceptionYards,91,2020
East Carolina,passCompletions,176,2020
Tulsa,fumblesRecovered,10,2020
Buffalo,fumblesRecovered,4,2020
San Diego State,totalYards,2790,2020
Houston,interceptions,10,2020
Northern Illinois,totalYards,2181,2020
Illinois,netPassingYards,1223,2020
Washington,passCompletions,68,2020
Buffalo,fourthDownConversions,7,2020
Boston College,netPassingYards,3126,2020
Buffalo,thirdDownConversions,39,2020
Iowa State,thirdDownConversions,73,2020
Iowa,puntReturns,23,2020
Maryland,penaltyYards,395,2020
Southern Mississippi,kickReturnYards,678,2020
Duke,fumblesRecovered,11,2020
LSU,fumblesRecovered,9,2020
Appalachian State,passAttempts,300,2020
Utah State,kickReturnYards,564,2020
Oklahoma,fourthDownConversions,8,2020
Washington State,rushingYards,517,2020
Auburn,totalYards,4210,2020
Southern Mississippi,turnovers,16,2020
North Texas,passAttempts,336,2020
Cincinnati,fourthDowns,15,2020
UMass,puntReturnYards,55,2020
Eastern Michigan,passesIntercepted,3,2020
Tulane,puntReturnYards,253,2020
Tulsa,firstDowns,199,2020
Alabama,thirdDowns,145,2020
Nevada,rushingYards,1091,2020
Louisville,turnovers,24,2020
Florida,passAttempts,473,2020
Oklahoma,puntReturnYards,198,2020
Arizona State,puntReturnTDs,0,2020
Ohio,totalYards,1096,2020
Nevada,penaltyYards,625,2020
North Texas,interceptions,9,2020
Louisiana,fourthDownConversions,11,2020
Louisiana Tech,fumblesLost,2,2020
Syracuse,interceptionTDs,2,2020
Troy,passAttempts,456,2020
Indiana,rushingAttempts,274,2020
Central Michigan,puntReturnYards,30,2020
Miami,firstDowns,250,2020
Appalachian State,thirdDownConversions,83,2020
Nevada,puntReturnTDs,0,2020
Charlotte,sacks,5,2020
Memphis,thirdDowns,172,2020
Arkansas State,thirdDownConversions,69,2020
South Alabama,fumblesRecovered,6,2020
Colorado State,fourthDownConversions,3,2020
Kansas,penaltyYards,418,2020
Louisiana Tech,netPassingYards,2166,2020
Louisiana,games,11,2020
Oregon,possessionTime,10938,2020
Maryland,interceptionTDs,0,2020
Wake Forest,games,9,2020
Clemson,netPassingYards,4182,2020
Texas A&M,passCompletions,189,2020
Hawai'i,interceptionTDs,0,2020
Air Force,interceptions,3,2020
SMU,fumblesRecovered,9,2020
BYU,totalYards,6268,2020
Minnesota,passAttempts,184,2020
NC State,penaltyYards,891,2020
Pittsburgh,penalties,86,2020
Louisiana Tech,puntReturns,9,2020
Oregon State,penaltyYards,387,2020
Fresno State,sacks,24,2020
Eastern Michigan,passAttempts,199,2020
Coastal Carolina,fourthDownConversions,13,2020
UTEP,netPassingYards,1674,2020
Eastern Michigan,passCompletions,126,2020
Kentucky,puntReturns,6,2020
Middle Tennessee,firstDowns,180,2020
Michigan,netPassingYards,1502,2020
California,penalties,17,2020
Temple,passesIntercepted,3,2020
Charlotte,kickReturns,20,2020
Penn State,totalYards,3867,2020
West Virginia,fourthDowns,22,2020
Northern Illinois,interceptionYards,8,2020
Oregon,kickReturns,22,2020
Nevada,sacks,23,2020
Indiana,kickReturns,6,2020
Iowa,puntReturnTDs,1,2020
SMU,fourthDowns,17,2020
UCF,interceptionYards,56,2020
Arizona State,interceptions,1,2020
Ohio State,firstDowns,200,2020
Louisiana Monroe,thirdDowns,133,2020
Pittsburgh,sacks,45,2020
Colorado,rushingTDs,15,2020
Illinois,fumblesLost,5,2020
Marshall,turnovers,12,2020
UCF,passingTDs,32,2020
Texas State,passAttempts,404,2020
Ball State,rushingYards,1424,2020
Syracuse,interceptions,12,2020
Purdue,fourthDowns,11,2020
Georgia State,fumblesLost,10,2020
Auburn,kickReturnYards,497,2020
Temple,rushingAttempts,283,2020
Arkansas,kickReturnYards,157,2020
Cincinnati,passCompletions,197,2020
Appalachian State,interceptionTDs,2,2020
Minnesota,kickReturns,14,2020
Akron,fourthDownConversions,4,2020
Arizona State,kickReturnYards,301,2020
USC,puntReturns,10,2020
BYU,thirdDowns,132,2020
Penn State,interceptionTDs,0,2020
Purdue,interceptionYards,21,2020
Utah State,penalties,32,2020
Kentucky,passesIntercepted,16,2020
Liberty,fumblesLost,9,2020
Kentucky,rushingAttempts,438,2020
Texas,firstDowns,224,2020
Fresno State,fourthDownConversions,8,2020
West Virginia,kickReturnYards,460,2020
Vanderbilt,rushingAttempts,330,2020
Boise State,puntReturnYards,296,2020
San José State,interceptionTDs,0,2020
Michigan,possessionTime,9185,2020
Wyoming,passesIntercepted,4,2020
Purdue,passesIntercepted,3,2020
North Carolina,rushingYards,2830,2020
North Carolina,fumblesLost,5,2020
Miami,interceptionYards,11,2020
Notre Dame,possessionTime,24357,2020
Tennessee,kickReturnTDs,0,2020
Memphis,possessionTime,19116,2020
Bowling Green,thirdDownConversions,17,2020
USC,possessionTime,10887,2020
South Alabama,fumblesLost,9,2020
Illinois,rushingYards,1559,2020
Maryland,passAttempts,157,2020
East Carolina,totalYards,3633,2020
New Mexico,fourthDownConversions,2,2020
Oklahoma State,firstDowns,261,2020
Illinois,fourthDowns,15,2020
Michigan,puntReturns,7,2020
UCLA,passCompletions,130,2020
Miami (OH),penaltyYards,182,2020
Ball State,passAttempts,251,2020
Texas Tech,kickReturns,23,2020
Tulane,turnovers,14,2020
Clemson,games,12,2020
North Carolina,rushingAttempts,492,2020
Rice,passingTDs,11,2020
Georgia,thirdDownConversions,62,2020
Florida,rushingTDs,12,2020
Notre Dame,passCompletions,231,2020
Georgia Southern,passCompletions,96,2020
Kansas State,rushingYards,1522,2020
Memphis,rushingAttempts,395,2020
Temple,firstDowns,146,2020
San José State,puntReturnYards,127,2020
Florida State,possessionTime,16466,2020
South Carolina,interceptionYards,90,2020
Hawai'i,interceptions,6,2020
Air Force,kickReturnYards,32,2020
TCU,interceptionYards,84,2020
San Diego State,fourthDownConversions,8,2020
Marshall,rushingTDs,18,2020
UNLV,puntReturnTDs,0,2020
Houston,interceptionTDs,0,2020
Baylor,fumblesRecovered,5,2020
Texas A&M,fourthDownConversions,3,2020
Wyoming,passingTDs,1,2020
Mississippi State,puntReturnTDs,0,2020
Pittsburgh,puntReturnTDs,1,2020
Hawai'i,rushingTDs,15,2020
Colorado,passingTDs,6,2020
LSU,fumblesLost,4,2020
Nebraska,kickReturns,15,2020
Marshall,fumblesLost,2,2020
Iowa State,interceptionYards,14,2020
Georgia Tech,puntReturnYards,65,2020
Utah,fumblesLost,6,2020
Kansas State,passingTDs,12,2020
Arizona,kickReturnYards,235,2020
Wisconsin,games,7,2020
TCU,thirdDownConversions,52,2020
Duke,fourthDownConversions,11,2020
Southern Mississippi,fourthDowns,17,2020
Marshall,thirdDownConversions,58,2020
UMass,games,4,2020
Nebraska,passesIntercepted,5,2020
Navy,rushingTDs,15,2020
South Florida,tacklesForLoss,43,2020
Virginia,puntReturnYards,71,2020
Ole Miss,puntReturnTDs,0,2020
Central Michigan,passAttempts,173,2020
Tulane,passCompletions,165,2020
Navy,games,10,2020
Bowling Green,puntReturnYards,32,2020
Miami (OH),passCompletions,47,2020
Eastern Michigan,kickReturnYards,304,2020
Oregon,rushingTDs,13,2020
Indiana,interceptionYards,268,2020
Texas,rushingTDs,20,2020
Buffalo,interceptionTDs,1,2020
Kent State,totalYards,2426,2020
California,games,4,2020
Iowa,fumblesLost,4,2020
Florida State,fourthDownConversions,15,2020
Virginia Tech,kickReturns,23,2020
Charlotte,kickReturnTDs,1,2020
Louisiana Monroe,tacklesForLoss,53,2020
Toledo,fourthDowns,13,2020
Oklahoma,sacks,37,2020
Southern Mississippi,puntReturnTDs,0,2020
Rice,sacks,7,2020
Syracuse,games,11,2020
Hawai'i,fumblesRecovered,5,2020
New Mexico,puntReturns,5,2020
TCU,kickReturnYards,395,2020
Boston College,passCompletions,242,2020
UT San Antonio,fourthDowns,19,2020
Missouri,games,10,2020
Louisiana Tech,kickReturnTDs,0,2020
SMU,passAttempts,376,2020
Boise State,fourthDownConversions,4,2020
Coastal Carolina,penalties,44,2020
Louisiana,puntReturnTDs,1,2020
Middle Tennessee,thirdDowns,128,2020
Mississippi State,netPassingYards,3259,2020
Colorado State,passesIntercepted,1,2020
Illinois,firstDowns,144,2020
Western Michigan,passCompletions,98,2020
Ohio State,games,8,2020
Miami (OH),interceptionYards,80,2020
Oregon,netPassingYards,1704,2020
Stanford,passCompletions,143,2020
Ohio,puntReturnTDs,0,2020
Texas State,interceptionYards,156,2020
Ohio,penaltyYards,148,2020
Stanford,puntReturnYards,20,2020
Ole Miss,passingTDs,30,2020
Western Michigan,puntReturns,9,2020
Rutgers,passesIntercepted,8,2020
Boise State,interceptionYards,21,2020
Stanford,totalYards,2516,2020
SMU,interceptions,6,2020
Mississippi State,fourthDowns,21,2020
Georgia Southern,puntReturnTDs,3,2020
BYU,puntReturnTDs,0,2020
San José State,passAttempts,288,2020
Troy,penalties,55,2020
Michigan,passAttempts,213,2020
Cincinnati,penalties,87,2020
Alabama,possessionTime,24032,2020
Coastal Carolina,passAttempts,286,2020
Boise State,passesIntercepted,2,2020
Western Michigan,rushingYards,1175,2020
Penn State,puntReturnTDs,1,2020
Florida Atlantic,rushingYards,1608,2020
Oregon,turnovers,15,2020
West Virginia,puntReturns,21,2020
Oklahoma,thirdDownConversions,55,2020
Tulane,penaltyYards,607,2020
Troy,fourthDownConversions,10,2020
UCLA,fourthDowns,17,2020
Rutgers,fumblesRecovered,12,2020
Maryland,thirdDowns,66,2020
South Florida,kickReturns,34,2020
Alabama,netPassingYards,4656,2020
Ball State,turnovers,9,2020
Alabama,fumblesLost,8,2020
Troy,puntReturns,10,2020
TCU,puntReturnTDs,2,2020
Ohio,puntReturns,5,2020
SMU,penalties,69,2020
Akron,totalYards,1680,2020
Kentucky,penaltyYards,616,2020
TCU,puntReturnYards,326,2020
Mississippi State,turnovers,25,2020
Coastal Carolina,thirdDownConversions,79,2020
Maryland,kickReturns,16,2020
Washington,games,4,2020
Tulane,kickReturns,25,2020
Central Michigan,fourthDownConversions,11,2020
Rice,fumblesLost,6,2020
Ohio State,fumblesLost,3,2020
Arkansas,passCompletions,182,2020
Auburn,puntReturnTDs,0,2020
Wisconsin,rushingYards,1152,2020
Alabama,thirdDownConversions,87,2020
Arizona,firstDowns,107,2020
Auburn,puntReturnYards,78,2020
Rutgers,fourthDowns,22,2020
Syracuse,penalties,77,2020
Washington State,rushingTDs,8,2020
Penn State,thirdDownConversions,56,2020
Kent State,netPassingYards,1294,2020
Charlotte,interceptionYards,78,2020
Florida,fumblesRecovered,6,2020
Army,rushingYards,3273,2020
Mississippi State,interceptionTDs,2,2020
Fresno State,games,6,2020
South Carolina,penaltyYards,432,2020
Georgia,turnovers,15,2020
UCLA,tacklesForLoss,46,2020
Boise State,rushingYards,741,2020
Michigan State,fourthDowns,12,2020
Iowa State,passesIntercepted,9,2020
East Carolina,penaltyYards,524,2020
Iowa State,interceptionTDs,0,2020
Mississippi State,puntReturnYards,69,2020
Texas A&M,fourthDowns,8,2020
Kansas,passCompletions,155,2020
Iowa State,rushingAttempts,454,2020
Northern Illinois,possessionTime,12112,2020
Utah State,passingTDs,6,2020
Miami (OH),passesIntercepted,2,2020
Texas Tech,fumblesRecovered,5,2020
North Texas,thirdDownConversions,70,2020
Kent State,fourthDownConversions,7,2020
Western Kentucky,fumblesLost,11,2020
Vanderbilt,fourthDowns,20,2020
Rutgers,puntReturnYards,99,2020
San José State,turnovers,9,2020
Boise State,turnovers,7,2020
Memphis,games,11,2020
South Florida,fourthDowns,24,2020
Appalachian State,passCompletions,190,2020
Oklahoma State,possessionTime,19744,2020
Clemson,thirdDowns,179,2020
Iowa State,firstDowns,273,2020
Penn State,fourthDowns,22,2020
Maryland,fumblesLost,2,2020
Tulane,passesIntercepted,9,2020
Kent State,thirdDowns,57,2020
Indiana,fumblesRecovered,3,2020
Nevada,puntReturns,14,2020
Georgia Tech,rushingAttempts,407,2020
Toledo,turnovers,12,2020
Miami,puntReturns,15,2020
Pittsburgh,interceptionYards,150,2020
Fresno State,passCompletions,157,2020
NC State,rushingYards,1480,2020
Arizona,rushingTDs,4,2020
Oklahoma State,thirdDownConversions,73,2020
Air Force,possessionTime,11700,2020
Army,fumblesLost,8,2020
Ohio State,kickReturnYards,93,2020
East Carolina,puntReturnYards,190,2020
Oklahoma State,fumblesRecovered,10,2020
Michigan State,totalYards,2317,2020
New Mexico,fumblesLost,3,2020
Western Michigan,interceptionTDs,1,2020
Kansas,passesIntercepted,4,2020
UCF,rushingYards,2107,2020
Purdue,games,6,2020
Miami,rushingYards,1800,2020
Ohio,rushingAttempts,117,2020
Cincinnati,puntReturns,15,2020
Louisiana,passAttempts,308,2020
Middle Tennessee,thirdDownConversions,54,2020
Liberty,penaltyYards,609,2020
Coastal Carolina,rushingTDs,30,2020
Texas State,puntReturnTDs,1,2020
Virginia Tech,passingTDs,13,2020
Nebraska,interceptions,9,2020
Wisconsin,puntReturnTDs,0,2020
Miami,totalYards,4850,2020
Syracuse,rushingAttempts,318,2020
LSU,kickReturns,13,2020
Michigan State,puntReturnTDs,0,2020
Arizona State,firstDowns,81,2020
Boise State,penalties,34,2020
Arizona,rushingAttempts,184,2020
Auburn,thirdDownConversions,71,2020
Boston College,kickReturnTDs,0,2020
West Virginia,passCompletions,253,2020
Wisconsin,penalties,36,2020
Clemson,turnovers,15,2020
Central Michigan,totalYards,2525,2020
Arkansas State,fourthDownConversions,15,2020
North Carolina,passAttempts,357,2020
South Alabama,fourthDownConversions,16,2020
Arizona,fumblesRecovered,1,2020
Toledo,passesIntercepted,4,2020
Georgia State,penaltyYards,583,2020
Western Michigan,penalties,46,2020
Iowa State,penalties,62,2020
NC State,passingTDs,24,2020
Louisiana,turnovers,13,2020
South Florida,sacks,7,2020
Kent State,penaltyYards,325,2020
California,totalYards,1278,2020
UT San Antonio,passCompletions,222,2020
Missouri,interceptions,6,2020
Louisiana,passesIntercepted,16,2020
Kansas State,passCompletions,137,2020
Oklahoma,puntReturnTDs,0,2020
North Texas,fumblesLost,6,2020
Georgia Southern,interceptions,11,2020
Bowling Green,games,5,2020
Oklahoma State,kickReturns,27,2020
UCF,passesIntercepted,9,2020
Georgia,games,10,2020
Texas State,turnovers,18,2020
South Florida,firstDowns,189,2020
Georgia State,games,10,2020
Army,firstDowns,232,2020
New Mexico,passAttempts,215,2020
Iowa,fourthDowns,9,2020
Ohio,sacks,4,2020
Alabama,puntReturnTDs,1,2020
Penn State,rushingAttempts,402,2020
Iowa State,passAttempts,372,2020
Louisiana,puntReturnYards,171,2020
Baylor,interceptionTDs,2,2020
Georgia Southern,fumblesLost,6,2020
Toledo,games,6,2020
Mississippi State,passesIntercepted,10,2020
Indiana,passAttempts,291,2020
Michigan State,possessionTime,11440,2020
UAB,puntReturnYards,75,2020
San Diego State,firstDowns,152,2020
Missouri,totalYards,4030,2020
Houston,penaltyYards,531,2020
Wake Forest,puntReturnTDs,0,2020
NC State,sacks,33,2020
Auburn,tacklesForLoss,62,2020
Virginia Tech,interceptions,6,2020
Wisconsin,interceptions,7,2020
Georgia Tech,passingTDs,14,2020
Nevada,interceptionYards,87,2020
Nebraska,interceptionYards,102,2020
Michigan,kickReturnTDs,1,2020
Kentucky,rushingYards,2160,2020
Kansas State,fourthDownConversions,6,2020
Wyoming,fourthDownConversions,6,2020
North Carolina,tacklesForLoss,69,2020
Miami (OH),kickReturnTDs,0,2020
Toledo,possessionTime,12081,2020
Virginia,passesIntercepted,11,2020
Southern Mississippi,rushingTDs,18,2020
Northern Illinois,puntReturnYards,16,2020
North Texas,penaltyYards,536,2020
Baylor,interceptions,8,2020
Central Michigan,netPassingYards,1214,2020
Colorado,rushingAttempts,276,2020
Arkansas State,rushingAttempts,384,2020
Texas,sacks,15,2020
Michigan State,interceptions,12,2020
Notre Dame,games,12,2020
Miami (OH),kickReturns,3,2020
Mississippi State,rushingTDs,8,2020
Air Force,penaltyYards,245,2020
UNLV,turnovers,9,2020
Syracuse,kickReturnYards,725,2020
LSU,rushingYards,1219,2020
Stanford,penaltyYards,341,2020
Ohio State,passCompletions,158,2020
Utah State,fumblesLost,5,2020
Georgia Southern,interceptionTDs,1,2020
Oklahoma State,sacks,29,2020
Washington,firstDowns,87,2020
Rutgers,interceptionTDs,0,2020
Mississippi State,thirdDowns,157,2020
North Carolina,games,12,2020
Penn State,fumblesRecovered,5,2020
Illinois,kickReturns,24,2020
Washington,kickReturnYards,124,2020
SMU,puntReturns,21,2020
Florida,games,12,2020
Army,fourthDowns,34,2020
Wake Forest,thirdDowns,139,2020
North Texas,fourthDownConversions,11,2020
Charlotte,possessionTime,12345,2020
Alabama,games,13,2020
Michigan,interceptionYards,18,2020
Texas State,interceptionTDs,1,2020
Mississippi State,games,11,2020
Central Michigan,fumblesLost,5,2020
Charlotte,interceptionTDs,0,2020
Tennessee,passAttempts,285,2020
Georgia Tech,rushingTDs,18,2020
Navy,rushingYards,1776,2020
BYU,passingTDs,33,2020
UMass,puntReturns,4,2020
