id,first_name,last_name,position,team_id
1412,Manu,Ginobili,,27
1413,Jannero,Pargo,,14
1414,Kareem,Rush,,14
1415,Frank,Williams,,20
1416,Tayshaun,Prince,,9
1417,Mehmet,Okur,,9
1418,Jared,Jeffries,,30
1419,Juan,Dixon,,30
1420,Nate,Huffman,,28
1421,Chris,Jefferies,,28
1422,Chris,Wilcox,,13
1423,Marko,Jaric,,13
1424,Qyntel,Woods,,25
1425,Jay,Williams,G,5
1426,Lonny,Baxter,,5
1427,J.R.,Bremer,,2
1428,Jiri,Welsch,,10
1429,Mike,Dunleavy,,10
1430,Nikoloz,Tskitishvili,,8
1431,Junior,Harrington,,8
1432,Igor,Rakocevic,,18
1433,Amar'e,Stoudemire,,24
1434,Casey,Jacobsen,,24
1435,Reggie,Evans,F,21
1436,Dan,Gadzuric,C,17
1437,Marcus,Haislip,,17
1438,Flip,Murray,,17
1439,Caron,Butler,F,16
1440,Rasual,Butler,,16
1441,Drew,Gooden,F,15
1442,Gordan,Giricek,,15
1443,Mike,Batiste,,15
1444,Juaquin,Hawkins,,11
1445,Yao,Ming,,11
1446,Bostjan,Nachbar,,11
1447,Fred,Jones,,12
1448,Dan,Dickau,,1
1449,Tamar,Slay,,3
1450,Guy,Rucker,,10
1451,Devin,Brown,,27
1452,Robert,Archibald,,15
1453,Adam,Harrington,,7
1454,Ken,Johnson,,16
1455,Cezary,Trybanski,,15
1456,Dajuan,Wagner,,6
1457,Predrag,Savovic,,8
1458,Tito,Maddox,,11
1459,Melvin,Ely,,13
1460,Sean,Lampley,,16
1461,Vincent,Yarbrough,,8
1462,Mike,Wilks,G,1
1463,Paul,Shirley,,1
1464,Antoine,Rigaudeau,,7
1465,Jamal,Sampson,,17
1466,Roger,Mason Jr.,,5
1467,Chris,Owens,,15
1468,T.J.,Ford,,17
1469,Zoran,Planinic,,3
1470,Josh,Howard,,7
1471,Marquis,Daniels,,7
1472,Luke,Walton,,14
1473,Jerome,Beasley,,16
1474,Willie,Green,,23
1475,Zarko,Cabarkapa,,24
1476,Leandro,Barbosa,,24
1477,Keith,McLeod,,18
1478,Ndudi,Ebi,,18
1479,Boris,Diaw,,1
1480,Travis,Hansen,,1
1481,David,West,,19
1482,Chris,Bosh,,28
1483,Ben,Handlogten,,29
1484,Sasha,Pavlovic,,29
1485,Raul,Lopez,,29
1486,Mo,Williams,,29
1487,Jason,Kapono,,6
1488,Darius,Songaila,,26
1489,Mickael,Pietrus,,10
1490,Britton,Johnsen,F,22
1491,Reece,Gaines,,22
1492,Michael,Sweetney,,20
1493,Marcus,Banks,,2
1494,Francisco,Elson,,8
1495,Darko,Milicic,,9
1496,Jarvis,Hayes,F,30
1497,Steve,Blake,,30
1498,Torraye,Braggs,,11
1499,Chris,Kaman,,13
1500,Luke,Ridnour,,21
1501,Richie,Frahm,,21
1502,Troy,Bell,,15
1503,Kirk,Penney,,16
1504,Matt,Carroll,,25
1505,Kirk,Hinrich,,5
1506,Linton,Johnson,,5
1507,Keith,Bogans,,22
1508,Alex,Garcia,,27
1509,Maciej,Lampe,,24
1510,Theron,Smith,,15
1511,Curtis,Borchardt,,29
1512,Travis,Outlaw,,25
1513,Kendrick,Perkins,,2
1514,Dahntay,Jones,,15
1515,Kaniel,Dickens,,25
1516,Brian,Cook,,14
1517,James,Jones,,12
1518,Brandon,Hunter,,2
1519,Slavko,Vranes,,25
1520,Ronald,Dupree,,5
1521,Ime,Udoka,,14
1522,Matt,Barnes,,13
1523,Maurice,Carter,,14
1524,Desmond,Penigar,,22
1525,Hiram,Fuller,,1
1526,Josh,Davis,,1
1527,Desmond,Ferguson,,25
1528,Sasha,Vujacic,,14
1529,Carlos,Delfino,,9
1530,Kevin,Martin,,26
1531,Erik,Daniels,,26
1532,DJ,Mbenga,,7
1533,Jameer,Nelson,,22
1534,Kirk,Snyder,,29
1535,Kris,Humphries,,29
1536,Nick,Collison,,21
1537,Robert,Swift,,21
1538,Damien,Wilkins,,21
1539,Lionel,Chalmers,,13
1540,Quinton,Ross,,13
1541,Josh,Smith,,1
1542,Josh,Childress,,1
1543,Royal,Ivey,,1
1544,Jackson,Vroman,,24
1545,Yuta,Tabuse,,24
1546,Peter,John Ramos,,30
1547,Sebastian,Telfair,,25
1548,Andris,Biedrins,,10
1549,Rafael,Araujo,,28
1550,Matt,Bonner,,28
1551,Beno,Udrih,,27
1552,Tony,Allen,,2
1553,Al,Jefferson,,2
1554,David,Harrison,,12
1555,John,Edwards,,12
1556,Luke,Jackson,,6
1558,Nenad,Krstic,,3
1559,Emeka,Okafor,F,4
1560,Bernard,Robinson,,4
1561,Andres,Nocioni,F,5
1562,Ben,Gordon,G,5
1563,Jared,Reiner,,5
1564,Chris,Duhon,,5
1565,Mario,Kasun,,22
1566,Pape,Sow,,28
1567,Geno,Carlisle,,25
1568,Awvee,Storey,,3
1569,Tim,Pickett,,19
1570,Matt,Freije,,19
1571,Andre,Barrett,,11
1572,Justin,Reed,,2
1573,Donta,Smith,,1
1574,Delonte,West,,2
1575,Horace,Jenkins,,9
1576,Corsley,Edwards,,19
1577,Antonio,Burks,,15
1578,Tony,Bobbitt,,14
1579,Luis,Flores,,10
1580,Ibrahim,Kutluay,,21
1581,Ha,Ha,,25
1582,James,Thomas,,25
1583,Andre,Emmett,,15
1584,Brandin,Knight,,11
1585,Billy,Thomas,,3
1586,Viktor,Khryapa,,25
1587,Dorell,Wright,,16
1588,Maurice,Baker,,13
1589,Pavel,Podkolzin,,7
1590,Jackie,Butler,,20
1591,Mark,Jones,,22
1592,Fabricio,Oberto,,27
1594,Deng,Gai,,23
1595,Josh,Powell,,7
1596,Dijon,Thompson,,24
1597,Francisco,Garcia,,26
1598,Ronnie,Price,,26
1599,Brandon,Bass,,19
1600,Arvydas,Macijauskas,,19
1601,Deron,Williams,,29
1602,Robert,Whaley,,29
1603,Earl,Barron,,16
1604,Wayne,Simien,,16
1605,Matt,Walsh,,16
1606,Lawrence,Roberts,,15
1607,Hakim,Warrick,,15
1608,Andrew,Bynum,,14
1609,Linas,Kleiza,,8
1610,Daniel,Ewing,,13
1611,James,Singleton,,13
1612,Yaroslav,Korolev,,13
1613,Boniface,Ndong,,13
1614,Johan,Petro,C,21
1615,Sean,May,,4
1616,Sarunas,Jasikevicius,,12
1617,Danny,Granger,,12
1618,Travis,Diener,,22
1619,Jarrett,Jack,,25
1620,Martell,Webster,,25
1621,Rashad,McCants,,18
1622,Nate,Robinson,,20
1623,Ryan,Gomes,,2
1624,Orien,Greene,,2
1625,Donell,Taylor,,30
1626,Joey,Graham,F,28
1627,Charlie,Villanueva,,28
1628,Jason,Maxiell,,9
1629,Luther,Head,,11
1630,Salim,Stoudamire,,1
1631,Esteban,Batista,,1
1632,Chris,Taft,,10
1633,Aaron,Miles,,10
1634,Devin,Green,,14
1635,Monta,Ellis,,10
1636,Kevin,Burleson,,4
1637,Sergei,Monia,G,25
1638,Andre,Owens,,29
1639,Eddie,Basden,,5
1640,Martynas,Andriuskevicius,,6
1641,David,Lee,,20
1642,Von,Wafer,,14
1643,Andray,Blatche,,30
1644,Melvin,Sanders,,27
1645,Shavlik,Randolph,,23
1646,Sharrod,Ford,,24
1647,Alan,Anderson,,4
1648,Julius,Hodge,,8
1649,Rawle,Marshall,,7
1650,Alex,Scales,,27
1651,Gerald,Fitch,,16
1652,Ike,Diogu,,10
1653,Antoine,Wright,,3
1654,Anthony,Roberson,,15
1655,Stephen,Graham,,11
1656,John,Lucas III,,11
1657,Randy,Holcomb,,5
1658,Sean,Banks,,19
1659,Alex,Acker,,9
1660,Bracey,Wright,,18
1661,Chuck,Hayes,,11
1662,Ronny,Turiaf,,14
1663,Dwayne,Jones,,2
1664,James,Lang,,1
1665,Noel,Felix,,21
1666,Luke,Schenscher,,5
1667,Will,Bynum,,10
1668,Anthony,Grundy,,1
1669,Derrick,Zimmerman,,3
1670,Jordan,Farmar,,14
1671,Tyrus,Thomas,,5
1672,Chris,Quinn,,16
1673,Robert,Hite,,16
1674,Cedric,Simmons,,19
1675,Hilton,Armstrong,,19
1676,Leon,Powe,,2
1677,Randy,Foye,,18
1678,Craig,Smith,,18
1679,Patrick,O'Bryant,,10
1680,Damir,Markota,,17
1681,David,Noel,,17
1682,Paul,Davis,,13
1683,Renaldo,Balkman,,20
1684,Mardy,Collins,,20
1685,Alexander,Johnson,,15
1686,Steve,Novak,,11
1687,Vassilis,Spanoulis,,11
1688,Ronnie,Brewer,,29
1689,Brandon,Roy,G,25
1690,Mouhamed,Sene,C,21
1691,Mickael,Gelabale,,21
1692,Adam,Morrison,,4
1693,Walter,Herrmann,,4
1694,Shelden,Williams,F,1
1695,Solomon,Jones,,1
1696,Cedric,Bozeman,,1
1697,Rodney,Carney,,23
1698,Ivan,McFarlin,,23
1699,Jorge,Garbajosa,,28
1700,Andrea,Bargnani,,28
1701,Marcus,Williams,,3
1702,Hassan,Adams,,3
1703,Mile,Ilic,,3
1704,Yakhouba,Diawara,,8
1705,Maurice,Ager,,7
1706,Pops,Mensah-Bonsu,,7
1707,Sergio,Rodriguez,,25
1708,Shannon,Brown,,6
1709,Dee,Brown,,29
1710,Andreas,Glyniadakis,,21
1711,Bobby,Jones,,23
1712,Roger,Powell,,29
1713,Tarence,Kinsey,,15
1714,Allan,Ray,,2
1715,Quincy,Douby,,26
1716,Daniel,Gibson,,6
1717,Marcus,Vinicius,,19
1718,Chris,McCray,,17
1719,Desmon,Farmer,,21
1720,Steven,Smith,,23
1721,Lynn,Greer,,17
1722,Uros,Slokar,,28
1723,Josh,Boone,,3
1724,Will,Blalock,,9
1725,James,White,,27
1726,Andre,Brown,,21
1727,Renaldo,Major,,10
1728,Shawne,Williams,,12
1729,James,Augustine,,22
1730,Kelenna,Azubuike,,10
1731,Justin,Williams,,26
1732,Ryan,Hollins,,4
1733,Will,Conroy,,15
1734,Jeremy,Richardson,,1
1735,Lou,Amundson,,29
1736,Randolph,Morris,,20
1737,Mike,Hall,,30
1738,Kevinn,Pinkney,,2
1739,Luis,Scola,,11
1740,Coby,Karl,,14
1741,Taurean,Green,,25
1742,Darius,Washington,,27
1743,Aaron,Gray,,5
1744,Sean,Williams,,3
1745,Yi,Jianlian,F,17
1746,Nick,Young,,30
1747,Dominic,McGuire,,30
1748,Oleksiy,Pecherov,,30
1749,Courtney,Sims,,12
1750,Juan,Carlos Navarro,,15
1751,Nick,Fazekas,,7
1752,Darryl,Watkins,,26
1753,Mustafa,Shakur,,26
1754,Julian,Wright,,19
1755,DJ,Strawberry,,24
1756,Alando,Tucker,,24
1757,Arron,Afflalo,G,9
1758,Daequan,Cook,,16
1759,Jermareo,Davidson,,4
1760,Acie,Law,,1
1761,Mario,West,,1
1762,Javaris,Crittenton,,14
1763,Glen,Davis,,2
1765,Chris,Richard,,18
1766,Stephane,Lasme,,10
1767,Al,Thornton,,13
1768,Brandan,Wright,,10
1769,Jamario,Moon,,28
1770,Demetris,Nichols,,6
1772,Morris,Almond,,29
1773,Gabe,Pruitt,,2
1774,Joel,Anthony,,16
1775,Spencer,Hawes,,26
1776,Brandon,Wallace,,2
1777,Aaron,Brooks,,11
1778,Cheikh,Samb,,9
1779,Kosta,Perovic,,10
1780,Thomas,Gardner,,5
1781,Carl,Landry,,11
1782,Josh,McRoberts,,25
1783,Kyrylo,Fesenko,,29
1784,Rodney,Stuckey,,9
1785,Marcus,Williams,,27
1786,Keith,Langford,,27
1787,Guillermo,Diaz,,13
1788,C.J.,Watson,,10
1789,Adam,Haluska,,19
1790,JamesOn,Curry,,5
1791,Ramon,Sessions,,17
1792,Mike,Harris,,11
1793,Lance,Allred,,6
1794,Blake,Ahearn,,16
1795,Kasib,Powell,,16
1796,JJ,Hickson,,6
1797,Joe,Alexander,,17
1798,Greg,Oden,C,25
1799,Rudy,Fernandez,,25
1800,Chris,Douglas-Roberts,,3
1802,Kyle,Weaver,,21
1803,Brandon,Rush,,12
1804,Roy,Hibbert,,12
1805,DeMarcus,Nelson,G,10
1806,Anthony,Randolph,,10
1807,Sean,Singletary,,24
1808,Jason,Thompson,,26
1809,Bobby,Brown,,26
1810,Mike,Taylor,,13
1811,O.J.,Mayo,G,15
1812,Darrell,Arthur,,15
1813,Hamed,Haddadi,,15
1814,Joey,Dorsey,,11
1815,Roko,Ukic,,28
1816,Alexis,Ajinca,,4
1817,Sonny,Weems,,8
1818,Marreese,Speights,,23
1819,Donte,Greene,,26
1820,Walter,Sharpe,,9
1821,Rob,Kurz,,10
1822,Henry,Walker,,2
1823,Anthony,Morrow,,10
1824,Othello,Hunter,,1
1825,Steven,Hill,,21
1826,Darnell,Jackson,,6
1827,Sun,Sun,,14
1828,Jawad,Williams,,6
1829,Nathan,Jawai,,28
1830,Cartier,Martin,,4
1831,Malik,Hairston,,27
1832,J.R.,Giddens,,2
1833,Trey,Johnson,,6
1834,Joe,Crawford,,20
1835,Dontell,Jefferson,,4
1836,DJ,White,,21
1837,Chris,Hunter,,20
1838,Rodrigue,Beaubois,,7
1839,David,Andersen,,11
1840,Chase,Budinger,,11
1841,Jermaine,Taylor,,11
1842,Lester,Hudson,,2
1843,DeJuan,Blair,,27
1844,AJ,Price,,12
1845,Gerald,Henderson,,4
1846,Derrick,Brown,,4
1847,Jon,Brockman,,26
1848,Eric,Maynor,,29
1849,Ty,Lawson,,8
1850,Toney,Douglas,,20
1851,Jordan,Hill,,20
1852,Marcus,Landry,,20
1853,Austin,Daye,,9
1854,Hasheem,Thabeet,,15
1855,Sam,Young,,15
1856,Trey,Gilder,,15
1857,Earl,Clark,,24
1858,Terrence,Williams,,3
1859,Jonny,Flynn,G,18
1860,Brandon,Jennings,G,17
1861,DaJuan,Summers,,9
1862,Taylor,Griffin,,24
1863,Tyler,Hansbrough,,12
1864,Marcus,Thornton,,19
1865,Jeff,Ayres,,25
1866,Byron,Mullens,,21
1867,Sundiata,Gaines,,29
1868,Cedric,Jackson,,6
1869,Antonio,Anderson,,21
1870,Reggie,Williams,,10
1871,Othyus,Jeffers,,29
1872,Alonzo,Gee,,30
1873,Oliver,Lafayette,,2
1874,Kenny,Hasbrouck,,16
1875,Derrick,Caracter,,14
1876,Devin,Ebanks,,14
1877,Garret,Siler,,24
1878,Armon,Johnson,,25
1879,Luke,Babbitt,,25
1880,Semih,Erden,,2
1881,Pooh,Jeter,,26
1882,Nikola,Pekovic,,18
1883,Lazar,Hayward,,18
1884,Damion,James,,3
1885,Landry,Fields,G,20
1886,Andy,Rautins,,20
1887,Sherron,Collins,,4
1888,Dominique,Jones,,7
1889,Jeff,Adrien,,10
1890,Jeremy,Evans,,29
1891,Gary,Forbes,,8
1892,Jordan,Crawford,,1
1893,Xavier,Henry,,15
1894,Larry,Sanders,,17
1895,Omer,Asik,,5
1896,Cole,Aldrich,,21
1897,James,Anderson,,27
1898,Gary,Neal,,27
1899,Manny,Harris,,6
1900,Trevor,Booker,,30
1901,Hamady,Ndiaye,,30
1902,Samardo,Samuels,,6
1903,Luke,Harangody,,2
1904,Kevin,Seraphin,,30
1905,Greivis,Vasquez,,15
1906,Tiago,Splitter,,27
1907,Willie,Warren,,13
1908,Elliot,Williams,,25
1909,Solomon,Alabi,,28
1910,Craig,Brackins,,23
1911,Ben,Uzoh,,3
1912,Gani,Lawal,,24
1913,Christian,Eyenga,,6
1914,Zabian,Dowdell,,24
1915,Larry,Owens,,27
1916,Chris,Johnson,,25
1917,Pape,Sy,,1
1918,Marcus,Cousin,,29
1919,Jerel,McNeal,,19
1920,Patrick,Ewing,,19
1921,Dexter,Pittman,,16
1922,Marqus,Blakely,,11
1923,Justin,Harper,,22
1924,JaJuan,Johnson,,2
1925,Greg,Stiemsma,,2
1926,Josh,Harrellson,,20
1927,Jerome,Jordan,,20
1928,Travis,Leslie,,13
1929,Trey,Thompkins,,13
1930,Charles,Jenkins,,10
1931,Jeremy,Tyler,,10
1932,Andrew,Goudelock,,14
1933,Norris,Cole,,16
1934,Terrel,Harris,,16
1935,Mickell,Gladness,,16
1937,Josh,Selby,,15
1939,Tyler,Honeycutt,,26
1940,Vernon,Macklin,,9
1941,Derrick,Williams,,18
1942,Malcolm,Lee,,18
1943,Nolan,Smith,,25
1944,Darington,Hobson,,17
1945,Cory,Higgins,,4
1946,Dennis,Horner,,3
1947,Chris,Singleton,,30
1948,Carldell,Johnson,,19
1949,Ivan,Johnson,,1
1950,Chris,Wright,,10
1951,Daniel,Orton,,22
1952,Gustavo,Ayon,,19
1953,Jordan,Hamilton,,8
1954,Jan,Vesely,,30
1955,Julyan,Stone,,8
1956,Jordan,Williams,,3
1957,Darius,Morris,,14
1958,Mychel,Thompson,,6
1959,Lavoy,Allen,,23
1960,Donald,Sloan,,1
1961,Malcolm,Thomas,,27
1962,Courtney,Fortson,,13
1963,Ryan,Reid,,21
1964,Greg,Smith,,11
1965,Eric,Dawson,,27
1966,DeAndre,Liggins,,22
1967,Walker,Russell,,9
1968,Jeff,Foote,,19
1969,Jerry,Smith,,3
1970,Edwin,Ubiles,,30
1971,Justin,Dentmon,,27
1972,Keith,Benson,,10
1973,Jerome,Dyson,,19
1974,D.J.,Kennedy,,6
1975,Derrick,Byars,,27
1976,Xavier,Silas,,23
1977,Diamon,Simpson,,11
1978,Jared,Sullinger,,2
1979,Kris,Joseph,,2
1981,Bernard,James,,7
1982,Robert,Sacre,,14
1984,Kevin,Murphy,,29
1985,Victor,Claver,,25
1986,Joel,Freeland,,25
1987,Terrence,Jones,,11
1989,Royce,White,,11
1990,Kim,English,,9
1991,Kyle,Singler,,9
1992,Nando,De Colo,,27
1993,Brian,Roberts,,19
1994,Ben,Hansbrough,,12
1995,Orlando,Johnson,,12
1996,Thomas,Robinson,,26
1997,Marquis,Teague,,5
1998,Festus,Ezeli,,10
1999,Kendall,Marshall,,24
2000,Luke,Zeller,,24
2001,Quincy,Miller,,8
2002,Maalik,Wayns,,23
2003,Arnett,Moultrie,,23
2004,Tony,Wroten,,15
2005,Perry,Jones III,,21
2006,Alexey,Shved,,18
2008,Pablo,Prigioni,,20
2009,Chris,Copeland,,20
2010,Doron,Lamb,,17
2011,Jeffery,Taylor,,4
2012,Andrew,Nicholson,,22
2013,Tornike,Shengelia,,3
2014,Tyshawn,Taylor,,3
2015,Mirza,Teletovic,,3
2016,Scott,Machado,,11
2017,DeQuan,Jones,F,22
2018,Viacheslav,Kravtsov,,9
2019,Diante,Garrett,,24
2020,Quincy,Acy,,28
2021,Darius,Johnson-Odom,,14
2022,Kevin,Jones,,6
2023,Jarvis,Varnado,,2
2024,Chris,Johnson,,15
2025,Fab,Melo,,2
2026,Tim,Ohlbrecht,,11
2027,Henry,Sims,,19
2028,Chris,Wright,,7
2029,Josh,Akognon,,7
2030,Ryan,Kelly,,14
2031,Erik,Murphy,,5
2032,Vitor,Faverani,C,2
2033,Phil,Pressey,,2
2034,Dwight,Buycks,,28
2035,Elias,Harris,,14
2036,Ognjen,Kuzmic,,10
2037,Nemanja,Nedovic,,10
2038,Glen,Rice,,30
2039,Peyton,Siva,,9
2040,Tony,Mitchell,,9
2041,Gigi,Datome,,9
2042,Arinze,Onuaku,,19
2043,Jeff,Withey,,19
2044,Nate,Wolters,,17
2045,Miroslav,Raduljica,,17
2046,Nick,Calathes,,15
2047,Jamaal,Franklin,,15
2049,Pero,Antic,,1
2050,Gal,Mekel,,7
2051,Ricky,Ledo,,7
2052,Robbie,Hummel,,18
2053,Shabazz,Muhammad,,18
2054,Brandon,Davies,,23
2055,Hollis,Thompson,,23
2056,Archie,Goodwin,,24
2057,Dionte,Christmas,,24
2058,Toure',Murry,,20
2059,James,Southerland,,4
2060,Sergey,Karasev,,6
2061,Ray,McCallum,,26
2062,Carrick,Felix,,6
2063,Chris,Smith,,20
2064,Shane,Larkin,,7
2065,Vander,Blue,,2
2066,Adonis,Thomas,,22
2067,Chris,Babb,,2
2068,Tony,Mitchell,,17
2069,Justin,Hamilton,,4
2070,Jorge,Gutierrez,,3
2071,Shane,Edwards,,6
2072,Casper,Ware,,23
2074,Willie,Reed,,26
2077,Kostas,Papanikolaou,,11
2078,PJ,Hairston,,4
2079,KJ,McDaniels,,23
2081,Damjan,Rudez,,12
2082,Shayne,Whittington,,12
2083,Cory,Jefferson,,3
2084,James,Young,,2
2085,Lucas,Nogueira,,28
2086,Jordan,Adams,,15
2087,Jarnell,Stokes,,15
2088,Tyler,Ennis,,24
2089,Cameron,Bairstow,,5
2090,Cleanthony,Early,,20
2091,Travis,Wear,,20
2073,Scotty,Hopson,,21
2092,Alex,Kirk,,6
2093,Zoran,Dragic,,24
2094,Nick,Johnson,,11
2095,Andre,Dawkins,,16
2096,Russ,Smith,,19
2097,Patric,Young,,19
2098,Will,Cherry,,6
2101,Erick,Green,,8
2102,Adreian,Payne,,1
2103,Drew,Gordon,,23
2104,Markel,Brown,,3
2108,Ronald,Roberts Jr.,,23
2109,Damien,Inglis,,17
2111,Mitch,McGary,,21
2112,Furkan,Aldemir,,23
2113,Patrick,Christopher,,29
2114,Elijah,Millsap,,29
2115,Larry,Drew II,,23
2116,James,Michael McAdoo,,10
2118,Joffrey,Lauvergne,,8
2119,Jack,Cooley,,29
2120,Bryce,Cotton,,29
2121,Jerrelle,Benimon,,29
2122,Jarell,Eddie,,1
2123,Jabari,Brown,,14
2124,Sean,Kilpatrick,,18
2125,David,Wear,,26
2126,Sim,Bhullar,,26
2127,Darrun,Hilliard,,9
2128,Lamar,Patterson,,1
2129,Sasha,Kaun,,6
2130,Tibor,Pleiss,,29
2131,Rashad,Vaughn,,17
2132,Aaron,Harrison,,4
2134,Luis,Montero,,25
2135,Marcelo,Huertas,,14
2136,Anthony,Brown,,14
2137,Jordan,Mickey,,2
2138,Edy,Tavares,,1
2140,Duje,Dukan,,26
2141,Cliff,Alexander,,25
2142,Josh,Huestis,,21
2143,Branden,Dawson,,13
2144,Rakeem,Christmas,,12
2145,JJ,O'Brien,,29
2146,Keith,Appling,,22
2147,Bryce,Dejean-Jones,,19
2149,Chris,McCullough,,3
2150,Alex,Stepheson,,13
2107,Grant,Jerrett,,9
2152,Briante,Weber,G,15
2153,Coty,Clarke,,2
2154,Xavier,Munford,,15
2155,John,Holland,,2
2156,Mindaugas,Kuzminskas,,20
2157,Nicolas,Laprovittola,,27
2159,Joel,Bolomboy,,29
2161,Kyle,Wiltjer,,11
2163,Michael,Gbinije,,9
2110,Johnny,O'Bryant III,,17
2165,Nicolas,Brussino,,7
2166,Paul,Zipser,,5
2167,Diamond,Stone,,13
2168,Daniel,Ochefu,,30
2170,Malcolm,Delaney,,1
2171,AJ,Hammons,,7
2172,Kay,Felder,,6
2173,Stephen,Zimmerman,,22
2174,Maurice,Ndour,,20
2176,Georgios,Papagiannis,,26
2177,Tim,Quarterman,,25
2179,Marshall,Plumlee,,20
2180,Chinanu,Onuaku,,11
2181,Pierre,Jackson,,7
2182,Okaro,White,,16
2183,Mike,Tobey,,4
2184,Marcus,Georges-Hunt,,16
2185,Brice,Johnson,,13
2186,Ben,Bentil,,7
2187,Shawn,Long,,23
2191,Patricio,Garino,,22
2192,Charles,Cooke,,19
2193,Jalen,Jones,,19
2195,Alec,Peters,,24
2197,Matt,Williams Jr.,,16
2169,Sheldon,Mac,,6
2198,Brandon,Paul,,27
2199,Dakari,Johnson,,21
2200,Mike,Young,,30
2201,Gian,Clavell,,7
2196,Mike,James,,3
24102396,Trevon,Scott,F,6
2203,Mangok,Mathiang,,4
2204,Marcus,Paige,,4
2206,Matt,Costello,,27
2207,Jacob,Wiley,,3
2209,Vincent,Hunter,,15
2210,Jamil,Wilson,,13
2212,Jacob,Pullen,,23
2214,Yakuba,Ouattara,,3
2217,Jamel,Artis,,22
2218,Kyle,Collinsworth,,7
2220,Reggie,Hearn,,9
2221,Nigel,Hayes,,14
2224,James,Webb III,,3
2227,Andrew,White III,,1
2228,Trey,McKinney-Jones,,12
2230,Xavier,Rathan-Mayes,,15
2231,Rodney,Purvis,,22
2232,Jameel,Warney,,7
2233,Omari,Johnson,,15
2234,Andre,Ingram,,14
2235,Aaron,Jackson,,11
2236,Brian,Taylor,,13
2237,Freeman,Williams,,13
2238,Jerome,Whitehead,,13
2239,Joe,Bryant,,13
2240,Nick,Weatherspoon,,13
2241,Sidney,Wicks,,13
2242,Swen,Nater,,13
2243,World,Free,,13
2244,Don,Ford,,14
2245,Jamaal,Wilkes,,14
2246,Jim,Chones,,14
2247,Kareem,Abdul-Jabbar,,14
2248,Michael,Cooper,,14
2249,Norm,Nixon,,14
2250,Ron,Boone,,14
2251,Spencer,Haywood,,14
2252,Cedric,Maxwell,,2
2253,Chris,Ford,,2
2254,Dave,Cowens,,2
2255,Don,Chaney,,2
2256,Eric,Fernsten,,2
2257,Jeff,Judkins,,2
2258,M.L.,Carr,,2
2259,Nate,Archibald,,2
2260,Rick,Robey,,2
2261,Calvin,Murphy,,11
2262,Dwight,Jones,,11
2263,Major,Jones,,11
2264,Mike,Dunleavy,,11
2265,Rick,Barry,,11
2266,Rudy,Tomjanovich,,11
2267,Rudy,White,,11
2268,Tom,Henderson,,11
2269,Bob,Dandridge,,30
2270,Elvin,Hayes,,30
2271,Greg,Ballard,,30
2272,Kevin,Grevey,,30
2273,Kevin,Porter,,30
2274,Larry,Wright,,30
2275,Roger,Phegley,,30
2276,Wes,Unseld,,30
2277,Bobby,Jones,,23
2278,Caldwell,Jones,,23
2279,Darryl,Dawkins,,23
2280,Doug,Collins,,23
2281,Eric,Money,,23
2282,Henry,Bibby,,23
2283,Julius,Erving,,23
2284,Steve,Mix,,23
2285,Armond,Hill,,1
2286,Charlie,Criss,,1
2287,Dan,Roundfield,,1
2288,Eddie,Johnson,,1
2289,Jack,Givens,,1
2290,John,Drew,,1
2291,Ron,Lee,,1
2292,Steve,Hawes,,1
2293,Terry,Furlow,,1
2294,Tom,McMillen,,1
2295,Geoff,Huston,,20
2296,Hollis,Copeland,,20
2297,Jim,Cleamons,,20
2298,Joe,Meriweather,,20
2299,Larry,Demic,,20
2300,Micheal,Ray Richardson,,20
2301,Mike,Glenn,,20
2302,Ray,Williams,,20
2303,Sly,Williams,,20
2304,Toby,Knight,,20
2305,Abdul,Jeelani,,25
2306,Jim,Brewer,,25
2307,Jim,Paxson,,25
2308,Kermit,Washington,,25
2309,Kevin,Kunnert,,25
2310,Larry,Steele,,25
2311,Lionel,Hollins,,25
2312,Ron,Brewer,,25
2313,Tom,Owens,,25
2314,Allan,Bristow,,29
2315,Ben,Poquette,,29
2316,Don,Williams,,29
2317,Greg,Deane,,29
2318,James,Hardy,,29
2319,John,Gianelli,,29
2320,Paul,Dawkins,,29
2321,Pete,Maravich,,29
2322,Robert,Smith,,29
2323,Bob,Lanier,,9
2324,Bob,McAdoo,,9
2325,Greg,Kelser,,9
2326,Jim,McElroy,,9
2327,John,Shumate,,9
2328,Leon,Douglas,,9
2329,Phil,Hubbard,,9
2330,Roylee,Hamilton,,9
2331,Terry,Duerod,,9
2332,Terry,Tyler,,9
2333,Billy,Knight,,12
2334,Clemon,Johnson,,12
2335,Dudley,Bradley,,12
2336,Johnny,Davis,,12
2337,Mickey,Johnson,,12
2338,Mike,Bantom,,12
2339,Tony,Zeno,,12
2340,Calvin,Natt,,3
2341,Eddie,Jordan,,3
2342,George,Johnson,,3
2343,Jan,Van Breda Kolff,,3
2344,John,Williamson,,3
2345,Ralph,Simpson,,3
2346,Rich,Kelley,,3
2347,Bill,Willoughby,,6
2348,Bingo,Smith,,6
2349,Campy,Russell,,6
2350,Dave,Robisch,,6
2351,Earl,Tatum,,6
2352,John,Lambert,,6
2353,Kenny,Carr,,6
2354,Mike,Mitchell,,6
2355,Randy,Smith,,6
2356,Willie,Smith,,6
2357,Alvan,Adams,,24
2358,Alvin,Scott,,24
2359,Don,Buse,,24
