first_name,last_name,year,wins,losses,ties,school
Nick,Saban,2020,13,0,0,Alabama
Nick,Saban,2021,13,2,0,Alabama
Nick,Saban,2022,0,0,0,Alabama
Tony,Samuel,2000,3,8,0,New Mexico State
Tony,Samuel,2001,5,7,0,New Mexico State
Tony,Samuel,2002,7,5,0,New Mexico State
Tony,Samuel,2003,3,9,0,New Mexico State
Tony,Samuel,2004,5,6,0,New Mexico State
Tony,Sanchez,2015,3,9,0,UNLV
Tony,Sanchez,2016,4,8,0,UNLV
Tony,Sanchez,2017,5,7,0,UNLV
Tony,Sanchez,2018,4,8,0,UNLV
Tony,Sanchez,2019,4,8,0,UNLV
Mike,Sanford,2005,2,9,0,UNLV
Mike,Sanford,2006,2,10,0,UNLV
Mike,Sanford,2007,2,10,0,UNLV
Mike,Sanford,2008,5,7,0,UNLV
Mike,Sanford,2009,5,7,0,UNLV
Mike,Sanford,2017,6,7,0,Western Kentucky
Mike,Sanford,2018,3,9,0,Western Kentucky
Steve,Sarkisian,2009,5,7,0,Washington
Steve,Sarkisian,2010,7,6,0,Washington
Steve,Sarkisian,2011,7,6,0,Washington
Steve,Sarkisian,2012,7,6,0,Washington
Steve,Sarkisian,2013,8,4,0,Washington
Steve,Sarkisian,2014,9,4,0,USC
Steve,Sarkisian,2021,5,7,0,Texas
Steve,Sarkisian,2022,0,0,0,Texas
Scott,Satterfield,2014,7,5,0,Appalachian State
Scott,Satterfield,2015,11,2,0,Appalachian State
Scott,Satterfield,2016,10,3,0,Appalachian State
Scott,Satterfield,2017,9,4,0,Appalachian State
Scott,Satterfield,2018,10,2,0,Appalachian State
Scott,Satterfield,2019,8,5,0,Louisville
Scott,Satterfield,2020,4,7,0,Louisville
Scott,Satterfield,2021,6,7,0,Louisville
Scott,Satterfield,2022,0,0,0,Louisville
Chris,Scelfo,2000,6,5,0,Tulane
Chris,Scelfo,2001,3,9,0,Tulane
Chris,Scelfo,2002,8,5,0,Tulane
Chris,Scelfo,2003,5,7,0,Tulane
Chris,Scelfo,2004,5,6,0,Tulane
Chris,Scelfo,2005,2,9,0,Tulane
Chris,Scelfo,2006,4,8,0,Tulane
Rip,Scherer,2000,4,7,0,Memphis
Greg,Schiano,2001,2,9,0,Rutgers
Greg,Schiano,2002,1,11,0,Rutgers
Greg,Schiano,2003,5,7,0,Rutgers
Greg,Schiano,2004,4,7,0,Rutgers
Greg,Schiano,2005,7,5,0,Rutgers
Greg,Schiano,2006,11,2,0,Rutgers
Greg,Schiano,2007,8,5,0,Rutgers
Greg,Schiano,2008,8,5,0,Rutgers
Greg,Schiano,2009,9,4,0,Rutgers
Greg,Schiano,2010,4,8,0,Rutgers
Greg,Schiano,2011,9,4,0,Rutgers
Greg,Schiano,2020,3,6,0,Rutgers
Greg,Schiano,2021,5,8,0,Rutgers
Greg,Schiano,2022,0,0,0,Rutgers
Howard,Schnellenberger,2004,9,3,0,Florida Atlantic
Howard,Schnellenberger,2005,2,9,0,Florida Atlantic
Howard,Schnellenberger,2006,5,7,0,Florida Atlantic
Howard,Schnellenberger,2007,8,5,0,Florida Atlantic
Howard,Schnellenberger,2008,7,6,0,Florida Atlantic
Howard,Schnellenberger,2009,5,7,0,Florida Atlantic
Howard,Schnellenberger,2010,4,8,0,Florida Atlantic
Howard,Schnellenberger,2011,1,11,0,Florida Atlantic
Jeff,Scott,2020,1,8,0,South Florida
Jeff,Scott,2021,2,10,0,SOUTH FLORIDA
Jeff,Scott,2021,2,10,0,South Florida
Jeff,Scott,2022,0,0,0,SOUTH FLORIDA
Jeff,Scott,2022,0,0,0,South Florida
Scott,Shafer,2013,6,6,0,Syracuse
Scott,Shafer,2014,3,9,0,Syracuse
Scott,Shafer,2015,4,8,0,Syracuse
Randy,Shannon,2007,5,7,0,Miami
Randy,Shannon,2008,7,6,0,Miami
Randy,Shannon,2009,9,4,0,Miami
Randy,Shannon,2010,7,5,0,Miami
Randy,Shannon,2017,1,3,0,Florida
David,Shaw,2011,11,2,0,Stanford
David,Shaw,2012,12,2,0,Stanford
David,Shaw,2013,11,3,0,Stanford
David,Shaw,2014,8,5,0,Stanford
David,Shaw,2015,12,2,0,Stanford
David,Shaw,2016,10,3,0,Stanford
David,Shaw,2017,9,5,0,Stanford
David,Shaw,2018,9,4,0,Stanford
David,Shaw,2019,4,8,0,Stanford
David,Shaw,2020,4,2,0,Stanford
David,Shaw,2021,3,9,0,Stanford
David,Shaw,2022,0,0,0,Stanford
Terry,Shea,2000,3,8,0,Rutgers
Mike,Sherman,2008,4,8,0,Texas A&M
Mike,Sherman,2009,6,7,0,Texas A&M
Mike,Sherman,2010,9,4,0,Texas A&M
Mike,Sherman,2011,6,6,0,Texas A&M
Jackie,Sherrill,2000,8,4,0,Mississippi State
Jackie,Sherrill,2001,3,8,0,Mississippi State
Jackie,Sherrill,2002,3,9,0,Mississippi State
Jackie,Sherrill,2003,2,10,0,Mississippi State
Mike,Shula,2003,4,9,0,Alabama
Mike,Shula,2004,6,6,0,Alabama
Mike,Shula,2005,10,2,0,Alabama
Mike,Shula,2006,6,7,0,Alabama
Ryan,Silverfield,2020,8,3,0,Memphis
Ryan,Silverfield,2021,6,6,0,Memphis
Ryan,Silverfield,2022,0,0,0,Memphis
Bob,Simmons,2000,3,8,0,Oklahoma State
Jess,Simpson,2021,0,0,0,Miami
Kalani,Sitake,2016,9,4,0,BYU
Kalani,Sitake,2017,4,9,0,BYU
Kalani,Sitake,2018,7,6,0,BYU
Kalani,Sitake,2019,7,6,0,BYU
Kalani,Sitake,2020,11,1,0,BYU
Kalani,Sitake,2021,10,3,0,BYU
Kalani,Sitake,2022,0,0,0,BYU
R.C.,Slocum,2000,7,5,0,Texas A&M
R.C.,Slocum,2001,8,4,0,Texas A&M
R.C.,Slocum,2002,6,6,0,Texas A&M
Kirby,Smart,2016,8,5,0,Georgia
Kirby,Smart,2017,13,2,0,Georgia
Kirby,Smart,2018,11,3,0,Georgia
Kirby,Smart,2019,12,2,0,Georgia
Kirby,Smart,2020,8,2,0,Georgia
Kirby,Smart,2021,14,1,0,Georgia
Kirby,Smart,2022,0,0,0,Georgia
John,Smith,2000,9,3,0,Louisville
John,Smith,2001,11,2,0,Louisville
John,Smith,2002,7,6,0,Louisville
John,Smith,2003,8,5,0,Michigan State
John,Smith,2004,5,7,0,Michigan State
John,Smith,2005,5,6,0,Michigan State
John,Smith,2006,4,8,0,Michigan State
John,Smith,2012,4,8,0,Arkansas
Jonathan,Smith,2018,2,10,0,Oregon State
Jonathan,Smith,2019,5,7,0,Oregon State
Jonathan,Smith,2020,2,5,0,Oregon State
Jonathan,Smith,2021,7,6,0,Oregon State
Jonathan,Smith,2022,0,0,0,Oregon State
Larry,Smith,2000,3,8,0,Missouri
Lovie,Smith,2016,3,9,0,Illinois
Lovie,Smith,2017,2,10,0,Illinois
Lovie,Smith,2018,4,8,0,Illinois
Lovie,Smith,2019,6,7,0,Illinois
Lovie,Smith,2020,2,5,0,Illinois
Rod,Smith,2020,0,1,0,Illinois
Bill,Snyder,2000,11,3,0,Kansas State
Bill,Snyder,2001,6,6,0,Kansas State
Bill,Snyder,2002,11,2,0,Kansas State
Bill,Snyder,2003,11,4,0,Kansas State
Bill,Snyder,2004,4,7,0,Kansas State
Bill,Snyder,2005,5,6,0,Kansas State
Bill,Snyder,2009,6,6,0,Kansas State
Bill,Snyder,2010,7,6,0,Kansas State
Bill,Snyder,2011,10,3,0,Kansas State
Bill,Snyder,2012,11,2,0,Kansas State
Bill,Snyder,2013,8,5,0,Kansas State
Bill,Snyder,2014,9,4,0,Kansas State
Bill,Snyder,2015,6,7,0,Kansas State
Bill,Snyder,2016,9,4,0,Kansas State
Bill,Snyder,2017,8,5,0,Kansas State
Bill,Snyder,2018,5,7,0,Kansas State
Bruce,Snyder,2000,6,6,0,Arizona State
Mark,Snyder,2005,4,7,0,Marshall
Mark,Snyder,2006,5,7,0,Marshall
Mark,Snyder,2007,3,9,0,Marshall
Mark,Snyder,2008,4,8,0,Marshall
Mark,Snyder,2009,7,6,0,Marshall
Frank,Solich,2000,10,2,0,Nebraska
Frank,Solich,2001,11,2,0,Nebraska
Frank,Solich,2002,7,7,0,Nebraska
Frank,Solich,2003,9,3,0,Nebraska
Frank,Solich,2005,4,7,0,Ohio
Frank,Solich,2006,9,5,0,Ohio
Frank,Solich,2007,6,6,0,Ohio
Frank,Solich,2008,4,8,0,Ohio
Frank,Solich,2009,9,5,0,Ohio
Frank,Solich,2010,8,5,0,Ohio
Frank,Solich,2011,10,4,0,Ohio
Frank,Solich,2012,9,4,0,Ohio
Frank,Solich,2013,7,6,0,Ohio
Frank,Solich,2014,6,6,0,Ohio
Frank,Solich,2015,8,5,0,Ohio
Frank,Solich,2016,8,6,0,Ohio
Frank,Solich,2017,9,4,0,Ohio
Frank,Solich,2018,9,4,0,Ohio
Frank,Solich,2019,7,6,0,Ohio
Frank,Solich,2020,2,1,0,Ohio
Lou,Spanos,2021,1,9,0,Connecticut
Jake,Spavital,2019,3,9,0,Texas State
Jake,Spavital,2020,2,10,0,Texas State
Jake,Spavital,2021,4,8,0,Texas State
Jake,Spavital,2022,0,0,0,Texas State
Frank,Spaziani,2009,8,5,0,Boston College
Frank,Spaziani,2010,7,6,0,Boston College
Frank,Spaziani,2011,4,8,0,Boston College
Frank,Spaziani,2012,2,10,0,Boston College
Steve,Spurrier,2000,10,3,0,Florida
Steve,Spurrier,2001,10,2,0,Florida
Steve,Spurrier,2005,7,5,0,South Carolina
Steve,Spurrier,2006,8,5,0,South Carolina
Steve,Spurrier,2007,6,6,0,South Carolina
Steve,Spurrier,2008,7,6,0,South Carolina
Steve,Spurrier,2009,7,6,0,South Carolina
Steve,Spurrier,2010,9,5,0,South Carolina
Steve,Spurrier,2011,11,2,0,South Carolina
Steve,Spurrier,2012,11,2,0,South Carolina
Steve,Spurrier,2013,11,2,0,South Carolina
Steve,Spurrier,2014,7,6,0,South Carolina
Steve,Spurrier,2015,2,4,0,South Carolina
Kevin,Steele,2000,2,9,0,Baylor
Kevin,Steele,2001,3,8,0,Baylor
Kevin,Steele,2002,3,9,0,Baylor
Kevin,Steele,2020,0,1,0,Auburn
Bill,Stewart,2008,9,4,0,West Virginia
Bill,Stewart,2009,9,4,0,West Virginia
Bill,Stewart,2010,9,4,0,West Virginia
Rick,Stockstill,2006,7,6,0,Middle Tennessee
Rick,Stockstill,2007,5,7,0,Middle Tennessee
Rick,Stockstill,2008,5,7,0,Middle Tennessee
Rick,Stockstill,2009,10,3,0,Middle Tennessee
Rick,Stockstill,2010,6,7,0,Middle Tennessee
Rick,Stockstill,2011,2,10,0,Middle Tennessee
Rick,Stockstill,2012,8,4,0,Middle Tennessee
Rick,Stockstill,2013,8,5,0,Middle Tennessee
Rick,Stockstill,2014,6,6,0,Middle Tennessee
Rick,Stockstill,2015,7,6,0,Middle Tennessee
Rick,Stockstill,2016,8,5,0,Middle Tennessee
Rick,Stockstill,2017,7,6,0,Middle Tennessee
Rick,Stockstill,2018,8,6,0,Middle Tennessee
Rick,Stockstill,2019,4,8,0,Middle Tennessee
Rick,Stockstill,2020,3,6,0,Middle Tennessee
Rick,Stockstill,2021,7,6,0,Middle Tennessee
Rick,Stockstill,2022,0,0,0,Middle Tennessee
Bob,Stoops,2000,13,0,0,Oklahoma
Bob,Stoops,2001,11,2,0,Oklahoma
Bob,Stoops,2002,12,2,0,Oklahoma
Bob,Stoops,2003,12,2,0,Oklahoma
Bob,Stoops,2004,12,1,0,Oklahoma
Bob,Stoops,2005,8,4,0,Oklahoma
Bob,Stoops,2006,11,3,0,Oklahoma
Bob,Stoops,2007,11,3,0,Oklahoma
Bob,Stoops,2008,12,2,0,Oklahoma
Bob,Stoops,2009,8,5,0,Oklahoma
Bob,Stoops,2010,12,2,0,Oklahoma
Bob,Stoops,2011,10,3,0,Oklahoma
Bob,Stoops,2012,10,3,0,Oklahoma
Bob,Stoops,2013,11,2,0,Oklahoma
Bob,Stoops,2014,8,5,0,Oklahoma
Bob,Stoops,2015,11,2,0,Oklahoma
Bob,Stoops,2016,11,2,0,Oklahoma
Bob,Stoops,2021,1,0,0,Oklahoma
Mark,Stoops,2013,2,10,0,Kentucky
Mark,Stoops,2014,5,7,0,Kentucky
Mark,Stoops,2015,5,7,0,Kentucky
Mark,Stoops,2016,7,6,0,Kentucky
Mark,Stoops,2017,7,6,0,Kentucky
Mark,Stoops,2018,10,3,0,Kentucky
Mark,Stoops,2019,8,5,0,Kentucky
Mark,Stoops,2020,5,6,0,Kentucky
Mark,Stoops,2021,10,3,0,Kentucky
Mark,Stoops,2022,0,0,0,Kentucky
Mike,Stoops,2004,3,8,0,Arizona
Mike,Stoops,2005,3,8,0,Arizona
Mike,Stoops,2006,6,6,0,Arizona
Mike,Stoops,2007,5,7,0,Arizona
Mike,Stoops,2008,8,5,0,Arizona
Mike,Stoops,2009,8,5,0,Arizona
Mike,Stoops,2010,7,6,0,Arizona
Mike,Stoops,2011,1,5,0,Arizona
Don,Strock,2004,3,7,0,Florida International
Don,Strock,2005,5,6,0,Florida International
Don,Strock,2006,0,12,0,Florida International
Charlie,Strong,2004,0,1,0,Florida
Charlie,Strong,2010,7,6,0,Louisville
Charlie,Strong,2011,7,6,0,Louisville
Charlie,Strong,2012,11,2,0,Louisville
Charlie,Strong,2013,12,1,0,Louisville
Charlie,Strong,2014,6,7,0,Texas
Charlie,Strong,2015,5,7,0,Texas
Charlie,Strong,2016,5,7,0,Texas
Charlie,Strong,2017,10,2,0,South Florida
Charlie,Strong,2018,7,6,0,South Florida
Charlie,Strong,2019,4,8,0,South Florida
Kevin,Sumlin,2008,8,5,0,Houston
Kevin,Sumlin,2009,10,4,0,Houston
Kevin,Sumlin,2010,5,7,0,Houston
Kevin,Sumlin,2011,12,1,0,Houston
Kevin,Sumlin,2012,11,2,0,Texas A&M
Kevin,Sumlin,2013,9,4,0,Texas A&M
Kevin,Sumlin,2014,8,5,0,Texas A&M
Kevin,Sumlin,2015,8,5,0,Texas A&M
Kevin,Sumlin,2016,8,5,0,Texas A&M
Kevin,Sumlin,2017,7,5,0,Texas A&M
Kevin,Sumlin,2018,5,7,0,Arizona
Kevin,Sumlin,2019,4,8,0,Arizona
Kevin,Sumlin,2020,0,5,0,Arizona
Tyson,Summers,2016,5,7,0,Georgia Southern
Tyson,Summers,2017,0,6,0,Georgia Southern
Jon,Sumrall,2022,0,0,0,Troy
Dabo,Swinney,2008,4,3,0,Clemson
Dabo,Swinney,2009,9,5,0,Clemson
Dabo,Swinney,2010,6,7,0,Clemson
Dabo,Swinney,2011,10,4,0,Clemson
Dabo,Swinney,2012,11,2,0,Clemson
Dabo,Swinney,2013,11,2,0,Clemson
Dabo,Swinney,2014,10,3,0,Clemson
Dabo,Swinney,2015,14,1,0,Clemson
Dabo,Swinney,2016,14,1,0,Clemson
Dabo,Swinney,2017,12,2,0,Clemson
Dabo,Swinney,2018,15,0,0,Clemson
Dabo,Swinney,2019,14,1,0,Clemson
Dabo,Swinney,2020,10,2,0,Clemson
Dabo,Swinney,2021,10,3,0,Clemson
Dabo,Swinney,2022,0,0,0,Clemson
Willie,Taggart,2010,2,10,0,Western Kentucky
Willie,Taggart,2011,7,5,0,Western Kentucky
Willie,Taggart,2012,7,5,0,Western Kentucky
Willie,Taggart,2013,2,10,0,South Florida
Willie,Taggart,2014,4,8,0,South Florida
Willie,Taggart,2015,8,5,0,South Florida
Willie,Taggart,2016,10,2,0,South Florida
Willie,Taggart,2017,7,6,0,Oregon
Willie,Taggart,2018,5,7,0,Florida State
Willie,Taggart,2019,4,5,0,Florida State
Willie,Taggart,2020,5,4,0,Florida Atlantic
Willie,Taggart,2021,5,7,0,Florida Atlantic
Willie,Taggart,2022,0,0,0,Florida Atlantic
Vai,Taua,2021,0,1,0,Nevada
Jeff,Tedford,2002,7,5,0,California
Jeff,Tedford,2003,8,6,0,California
Jeff,Tedford,2004,10,2,0,California
Jeff,Tedford,2005,8,4,0,California
Jeff,Tedford,2006,10,3,0,California
Jeff,Tedford,2007,7,6,0,California
Jeff,Tedford,2008,9,4,0,California
Jeff,Tedford,2009,8,5,0,California
Jeff,Tedford,2010,5,7,0,California
Jeff,Tedford,2011,7,6,0,California
Jeff,Tedford,2012,3,9,0,California
Jeff,Tedford,2017,10,4,0,Fresno State
Jeff,Tedford,2018,12,2,0,Fresno State
Jeff,Tedford,2019,4,8,0,Fresno State
Jeff,Tedford,2022,0,0,0,Fresno State
Buddy,Teevens,2002,2,9,0,Stanford
Buddy,Teevens,2003,4,7,0,Stanford
Buddy,Teevens,2004,4,7,0,Stanford
Jon,Tenuta,2007,0,1,0,Georgia Tech
John,Thompson,2003,1,11,0,East Carolina
John,Thompson,2004,2,9,0,East Carolina
Joe,Tiller,2000,8,4,0,Purdue
Joe,Tiller,2001,6,6,0,Purdue
Joe,Tiller,2002,7,6,0,Purdue
Joe,Tiller,2003,9,4,0,Purdue
Joe,Tiller,2004,7,5,0,Purdue
Joe,Tiller,2005,5,6,0,Purdue
Joe,Tiller,2006,8,6,0,Purdue
Joe,Tiller,2007,8,5,0,Purdue
Joe,Tiller,2008,4,8,0,Purdue
Bob,Toledo,2000,6,6,0,UCLA
Bob,Toledo,2001,7,4,0,UCLA
Bob,Toledo,2002,7,5,0,UCLA
Bob,Toledo,2007,4,8,0,Tulane
Bob,Toledo,2008,2,10,0,Tulane
Bob,Toledo,2009,3,9,0,Tulane
Bob,Toledo,2010,4,8,0,Tulane
Bob,Toledo,2011,2,5,0,Tulane
Ted,Tollner,2000,3,8,0,San Diego State
Ted,Tollner,2001,3,8,0,San Diego State
Dick,Tomey,2000,5,6,0,Arizona
Dick,Tomey,2005,3,8,0,San José State
Dick,Tomey,2006,9,4,0,San José State
Dick,Tomey,2007,5,7,0,San José State
Dick,Tomey,2008,6,6,0,San José State
Dick,Tomey,2009,2,10,0,San José State
Carl,Torbush,2000,6,5,0,North Carolina
Chris,Tormey,2000,2,10,0,Nevada
Chris,Tormey,2001,3,8,0,Nevada
Chris,Tormey,2002,5,7,0,Nevada
Chris,Tormey,2003,6,6,0,Nevada
Jeff,Traylor,2020,7,5,0,UT San Antonio
Jeff,Traylor,2021,12,2,0,UT San Antonio
Jeff,Traylor,2022,0,0,0,UT San Antonio
Don,Treadwell,2011,4,8,0,Miami (OH)
Don,Treadwell,2012,4,8,0,Miami (OH)
Don,Treadwell,2013,0,5,0,Miami (OH)
Jim,Tressel,2001,7,5,0,Ohio State
Jim,Tressel,2002,14,0,0,Ohio State
Jim,Tressel,2003,11,2,0,Ohio State
Jim,Tressel,2004,8,4,0,Ohio State
Jim,Tressel,2005,10,2,0,Ohio State
Jim,Tressel,2006,12,1,0,Ohio State
Jim,Tressel,2007,11,2,0,Ohio State
Jim,Tressel,2008,10,3,0,Ohio State
Jim,Tressel,2009,11,2,0,Ohio State
Jim,Tressel,2010,12,1,0,Ohio State
Tommy,Tuberville,2000,9,4,0,Auburn
Tommy,Tuberville,2001,7,5,0,Auburn
Tommy,Tuberville,2002,9,4,0,Auburn
Tommy,Tuberville,2003,8,5,0,Auburn
Tommy,Tuberville,2004,13,0,0,Auburn
Tommy,Tuberville,2005,9,3,0,Auburn
Tommy,Tuberville,2006,11,2,0,Auburn
Tommy,Tuberville,2007,9,4,0,Auburn
Tommy,Tuberville,2008,5,7,0,Auburn
Tommy,Tuberville,2010,8,5,0,Texas Tech
Tommy,Tuberville,2011,5,7,0,Texas Tech
Tommy,Tuberville,2012,7,5,0,Texas Tech
Tommy,Tuberville,2013,9,4,0,Cincinnati
Tommy,Tuberville,2014,9,4,0,Cincinnati
Tommy,Tuberville,2015,7,6,0,Cincinnati
Tommy,Tuberville,2016,4,8,0,Cincinnati
Mel,Tucker,2019,5,7,0,Colorado
Mel,Tucker,2020,2,5,0,Michigan State
Mel,Tucker,2021,11,2,0,Michigan State
Mel,Tucker,2022,0,0,0,Michigan State
Marques,Tuiasosopo,2013,1,0,0,Washington
Ron,Turner,2000,5,6,0,Illinois
Ron,Turner,2001,10,2,0,Illinois
Ron,Turner,2002,5,7,0,Illinois
Ron,Turner,2003,1,11,0,Illinois
Ron,Turner,2004,3,8,0,Illinois
Ron,Turner,2013,1,11,0,Florida International
Ron,Turner,2014,4,8,0,Florida International
Ron,Turner,2015,5,7,0,Florida International
Ron,Turner,2016,0,4,0,Florida International
Ron,Vanderlinden,2000,5,6,0,Maryland
Brent,Venables,2022,0,0,0,Oklahoma
Matt,Viator,2016,4,8,0,Louisiana Monroe
Matt,Viator,2017,4,8,0,Louisiana Monroe
Matt,Viator,2018,6,6,0,Louisiana Monroe
Matt,Viator,2019,5,7,0,Louisiana Monroe
Matt,Viator,2020,0,10,0,Louisiana Monroe
Bryant,Vincent,2022,0,0,0,UAB
Scotty,Walden,2020,1,3,0,Southern Mississippi
DeWayne,Walker,2007,0,1,0,UCLA
DeWayne,Walker,2009,3,10,0,New Mexico State
DeWayne,Walker,2010,2,10,0,New Mexico State
DeWayne,Walker,2011,4,9,0,New Mexico State
DeWayne,Walker,2012,1,11,0,New Mexico State
Randy,Walker,2000,8,4,0,Northwestern
Randy,Walker,2001,4,7,0,Northwestern
Randy,Walker,2002,3,9,0,Northwestern
Randy,Walker,2003,6,7,0,Northwestern
Randy,Walker,2004,6,6,0,Northwestern
Randy,Walker,2005,7,5,0,Northwestern
Bobby,Wallace,2000,4,7,0,Temple
Bobby,Wallace,2001,4,7,0,Temple
Bobby,Wallace,2002,4,8,0,Temple
Bobby,Wallace,2003,1,11,0,Temple
Bobby,Wallace,2004,2,9,0,Temple
Bobby,Wallace,2005,0,11,0,Temple
Dave,Wannstedt,2005,5,6,0,Pittsburgh
Dave,Wannstedt,2006,6,6,0,Pittsburgh
Dave,Wannstedt,2007,5,7,0,Pittsburgh
Dave,Wannstedt,2008,9,4,0,Pittsburgh
Dave,Wannstedt,2009,10,3,0,Pittsburgh
Dave,Wannstedt,2010,7,5,0,Pittsburgh
Lorenzo,Ward,2018,0,2,0,Louisville
Morris,Watts,2002,1,2,0,Michigan State
Charlie,Weatherbie,2000,1,10,0,Navy
Charlie,Weatherbie,2001,0,7,0,Navy
Charlie,Weatherbie,2003,1,11,0,Louisiana Monroe
Charlie,Weatherbie,2004,5,6,0,Louisiana Monroe
Charlie,Weatherbie,2005,5,6,0,Louisiana Monroe
Charlie,Weatherbie,2006,4,8,0,Louisiana Monroe
Charlie,Weatherbie,2007,6,6,0,Louisiana Monroe
Charlie,Weatherbie,2008,4,8,0,Louisiana Monroe
Charlie,Weatherbie,2009,6,6,0,Louisiana Monroe
Charlie,Weis,2005,9,3,0,Notre Dame
Charlie,Weis,2006,10,3,0,Notre Dame
Charlie,Weis,2007,3,9,0,Notre Dame
Charlie,Weis,2008,7,6,0,Notre Dame
Charlie,Weis,2009,6,6,0,Notre Dame
Charlie,Weis,2012,1,11,0,Kansas
Charlie,Weis,2013,3,9,0,Kansas
Charlie,Weis,2014,2,2,0,Kansas
Matt,Wells,2013,9,5,0,Utah State
Matt,Wells,2014,10,4,0,Utah State
Matt,Wells,2015,6,7,0,Utah State
Matt,Wells,2016,3,9,0,Utah State
Matt,Wells,2017,6,7,0,Utah State
Matt,Wells,2018,10,2,0,Utah State
Matt,Wells,2019,4,8,0,Texas Tech
Matt,Wells,2020,4,6,0,Texas Tech
Matt,Wells,2021,5,3,0,Texas Tech
George,Welsh,2000,6,6,0,Virginia
Tommy,West,2001,5,6,0,Memphis
Tommy,West,2002,3,9,0,Memphis
Tommy,West,2003,9,4,0,Memphis
Tommy,West,2004,8,4,0,Memphis
Tommy,West,2005,7,5,0,Memphis
Tommy,West,2006,2,10,0,Memphis
Tommy,West,2007,7,6,0,Memphis
Tommy,West,2008,6,7,0,Memphis
Tommy,West,2009,2,10,0,Memphis
Mark,Whipple,2014,3,9,0,UMass
Mark,Whipple,2015,3,9,0,UMass
Mark,Whipple,2016,2,10,0,UMass
Mark,Whipple,2017,4,8,0,UMass
Mark,Whipple,2018,4,8,0,UMass
Kevin,Whitley,2021,2,6,0,Georgia Southern
Kyle,Whittingham,2004,1,0,0,Utah
Kyle,Whittingham,2005,7,5,0,Utah
Kyle,Whittingham,2006,8,5,0,Utah
Kyle,Whittingham,2007,9,4,0,Utah
Kyle,Whittingham,2008,13,0,0,Utah
Kyle,Whittingham,2009,10,3,0,Utah
Kyle,Whittingham,2010,10,3,0,Utah
Kyle,Whittingham,2011,8,5,0,Utah
Kyle,Whittingham,2012,5,7,0,Utah
Kyle,Whittingham,2013,5,7,0,Utah
Kyle,Whittingham,2014,9,4,0,Utah
Kyle,Whittingham,2015,10,3,0,Utah
Kyle,Whittingham,2016,9,4,0,Utah
Kyle,Whittingham,2017,7,6,0,Utah
Kyle,Whittingham,2018,9,5,0,Utah
Kyle,Whittingham,2019,11,3,0,Utah
Kyle,Whittingham,2020,3,2,0,Utah
Kyle,Whittingham,2021,10,4,0,Utah
Kyle,Whittingham,2022,0,0,0,Utah
Woody,Widenhofer,2000,3,8,0,Vanderbilt
Woody,Widenhofer,2001,2,9,0,Vanderbilt
Justin,Wilcox,2017,5,7,0,California
Justin,Wilcox,2018,7,6,0,California
Justin,Wilcox,2019,8,5,0,California
Justin,Wilcox,2020,1,3,0,California
Justin,Wilcox,2021,5,7,0,California
Justin,Wilcox,2022,0,0,0,California
Bobby,Wilder,2014,6,6,0,Old Dominion
Bobby,Wilder,2015,5,7,0,Old Dominion
Bobby,Wilder,2016,10,3,0,Old Dominion
Bobby,Wilder,2017,5,7,0,Old Dominion
Bobby,Wilder,2018,4,8,0,Old Dominion
Bobby,Wilder,2019,1,11,0,Old Dominion
Bobby,Williams,2000,5,6,0,Michigan State
Bobby,Williams,2001,7,5,0,Michigan State
Bobby,Williams,2002,3,6,0,Michigan State
Donte,Williams,2021,3,7,0,USC
Tyrone,Willingham,2000,5,6,0,Stanford
Tyrone,Willingham,2001,9,3,0,Stanford
Tyrone,Willingham,2002,10,3,0,Notre Dame
Tyrone,Willingham,2003,5,7,0,Notre Dame
Tyrone,Willingham,2004,6,5,0,Notre Dame
Tyrone,Willingham,2005,2,9,0,Washington
Tyrone,Willingham,2006,5,7,0,Washington
Tyrone,Willingham,2007,4,9,0,Washington
Tyrone,Willingham,2008,0,12,0,Washington
Frank,Wilson,2016,6,7,0,UT San Antonio
Frank,Wilson,2017,6,5,0,UT San Antonio
Frank,Wilson,2018,3,9,0,UT San Antonio
Frank,Wilson,2019,4,8,0,UT San Antonio
Ken,Wilson,2022,0,0,0,Nevada
Kevin,Wilson,2012,4,8,0,Indiana
Kevin,Wilson,2013,5,7,0,Indiana
Kevin,Wilson,2014,4,8,0,Indiana
Kevin,Wilson,2015,6,7,0,Indiana
Kevin,Wilson,2016,6,6,0,Indiana
Everett,Withers,2011,7,6,0,North Carolina
Everett,Withers,2016,2,10,0,Texas State
Everett,Withers,2017,2,10,0,Texas State
Everett,Withers,2018,3,8,0,Texas State
Kane,Wommack,2021,5,7,0,South Alabama
Kane,Wommack,2022,0,0,0,South Alabama
Alex,Wood,2014,2,2,0,Buffalo
Jeff,Woodruff,2000,3,8,0,Eastern Michigan
Jeff,Woodruff,2001,2,9,0,Eastern Michigan
Jeff,Woodruff,2002,3,9,0,Eastern Michigan
Jeff,Woodruff,2003,3,9,0,Eastern Michigan
Chris,Woods,2018,0,1,0,Texas State
Brian,Wright,2013,4,0,0,Florida Atlantic
Paul,Wulff,2008,2,11,0,Washington State
Paul,Wulff,2009,1,11,0,Washington State
Paul,Wulff,2010,2,10,0,Washington State
Paul,Wulff,2011,4,8,0,Washington State
Ron,Zook,2002,8,5,0,Florida
Ron,Zook,2003,8,5,0,Florida
Ron,Zook,2004,7,4,0,Florida
Ron,Zook,2005,2,9,0,Illinois
