team,stat_name,stat_value,season
Northern Illinois,kickReturns,53,2009
Middle Tennessee,fumblesLost,6,2009
Northern Illinois,games,13,2009
TCU,rushingTDs,35,2009
Stanford,fourthDowns,17,2009
Arkansas,thirdDownConversions,54,2009
Kentucky,interceptionYards,258,2009
Ole Miss,interceptions,21,2009
Western Michigan,interceptions,14,2009
Ball State,passCompletions,160,2009
Louisiana,interceptionYards,180,2009
Iowa,totalYards,4372,2009
Wake Forest,rushingTDs,13,2009
LSU,penaltyYards,633,2009
Colorado,fourthDowns,26,2009
South Carolina,passingTDs,18,2009
Eastern Michigan,totalYards,3340,2009
Indiana,interceptionYards,255,2009
Miami (OH),rushingTDs,9,2009
Illinois,passCompletions,184,2009
Minnesota,penaltyYards,678,2009
Northwestern,rushingYards,1532,2009
Virginia Tech,fumblesLost,10,2009
Southern Mississippi,fumblesRecovered,15,2009
Penn State,netPassingYards,3186,2009
San Diego State,kickReturns,62,2009
Southern Mississippi,penalties,101,2009
Kansas,penaltyYards,571,2009
Arkansas State,penaltyYards,721,2009
Middle Tennessee,penaltyYards,745,2009
California,rushingAttempts,471,2009
Buffalo,passCompletions,228,2009
Nevada,interceptionTDs,0,2009
Maryland,kickReturnTDs,2,2009
Purdue,netPassingYards,3189,2009
Washington,fourthDowns,15,2009
New Mexico,fumblesLost,11,2009
Louisville,interceptions,11,2009
Indiana,penalties,70,2009
Vanderbilt,fourthDownConversions,6,2009
Tulane,firstDowns,207,2009
Washington,passAttempts,397,2009
Temple,interceptionYards,362,2009
Notre Dame,passingTDs,30,2009
Michigan,firstDowns,235,2009
UCF,rushingTDs,20,2009
Tulane,puntReturns,19,2009
Georgia,possessionTime,13939,2009
Toledo,kickReturns,71,2009
UCLA,passesIntercepted,20,2009
Arizona State,puntReturnTDs,0,2009
Troy,kickReturnTDs,1,2009
Iowa,rushingYards,1485,2009
Mississippi State,interceptionTDs,5,2009
Ole Miss,passingTDs,22,2009
Utah State,passingTDs,19,2009
Louisiana,passCompletions,240,2009
Miami (OH),passesIntercepted,7,2009
Illinois,turnovers,20,2009
East Carolina,penaltyYards,806,2009
UTEP,kickReturnYards,1274,2009
Ole Miss,thirdDownConversions,73,2009
Penn State,puntReturnTDs,0,2009
Georgia,netPassingYards,2717,2009
Tulsa,fourthDownConversions,3,2009
Boise State,totalYards,6303,2009
Stanford,rushingAttempts,536,2009
UCF,rushingAttempts,480,2009
Southern Mississippi,firstDowns,287,2009
West Virginia,netPassingYards,2705,2009
Texas,penaltyYards,802,2009
Syracuse,interceptionYards,77,2009
Illinois,thirdDownConversions,68,2009
Kent State,kickReturns,54,2009
Buffalo,passingTDs,21,2009
Georgia Tech,penaltyYards,644,2009
Iowa State,thirdDownConversions,79,2009
Virginia Tech,penaltyYards,634,2009
California,games,13,2009
Navy,firstDowns,267,2009
Kent State,games,12,2009
Temple,firstDowns,245,2009
Minnesota,fumblesRecovered,16,2009
Ball State,puntReturnTDs,1,2009
Oklahoma,passCompletions,300,2009
New Mexico,thirdDownConversions,56,2009
Rutgers,firstDowns,211,2009
Hawai'i,rushingTDs,12,2009
Ohio State,passingTDs,19,2009
Northwestern,passAttempts,531,2009
Utah,puntReturnTDs,0,2009
Louisiana Tech,kickReturnTDs,1,2009
Arizona,rushingTDs,19,2009
Baylor,penalties,94,2009
New Mexico State,turnovers,28,2009
Kentucky,netPassingYards,1909,2009
Texas A&M,fourthDowns,19,2009
Penn State,fumblesLost,7,2009
Eastern Michigan,rushingAttempts,421,2009
Auburn,turnovers,22,2009
Oklahoma State,penalties,96,2009
Marshall,kickReturnYards,957,2009
Wisconsin,netPassingYards,2924,2009
Bowling Green,netPassingYards,4282,2009
Navy,netPassingYards,1175,2009
Michigan,turnovers,28,2009
Pittsburgh,passAttempts,338,2009
Texas Tech,kickReturnYards,1148,2009
Stanford,passingTDs,14,2009
UTEP,possessionTime,12597,2009
North Carolina,fumblesRecovered,10,2009
Florida International,games,12,2009
Iowa,fourthDowns,12,2009
Army,penaltyYards,517,2009
Navy,kickReturns,46,2009
Cincinnati,passAttempts,472,2009
Oregon State,kickReturnYards,1029,2009
Pittsburgh,penaltyYards,656,2009
Florida State,fumblesLost,13,2009
West Virginia,fourthDowns,12,2009
Eastern Michigan,turnovers,26,2009
UNLV,fumblesLost,5,2009
Ball State,penalties,61,2009
Colorado,rushingYards,1055,2009
Stanford,penaltyYards,685,2009
Georgia Tech,kickReturns,54,2009
Ohio State,firstDowns,250,2009
Colorado,fumblesRecovered,16,2009
Northwestern,passingTDs,20,2009
Colorado State,fumblesLost,4,2009
Florida,kickReturns,40,2009
Florida Atlantic,interceptionTDs,1,2009
California,interceptionTDs,2,2009
Clemson,rushingYards,2385,2009
Ball State,fumblesRecovered,9,2009
Georgia Tech,interceptionTDs,1,2009
Stanford,rushingYards,2837,2009
Texas Tech,rushingTDs,24,2009
Ohio,fourthDownConversions,7,2009
Colorado,games,12,2009
South Carolina,interceptionTDs,1,2009
Tulsa,kickReturnTDs,0,2009
Ball State,kickReturnTDs,0,2009
New Mexico State,rushingYards,1840,2009
Clemson,totalYards,5073,2009
Iowa State,netPassingYards,2507,2009
UCF,puntReturns,40,2009
Akron,kickReturnYards,1211,2009
Washington State,penaltyYards,681,2009
Southern Mississippi,interceptionTDs,0,2009
Florida Atlantic,kickReturns,63,2009
UNLV,netPassingYards,2806,2009
UTEP,puntReturnYards,110,2009
Michigan,rushingAttempts,494,2009
Rutgers,rushingYards,1747,2009
Florida State,passesIntercepted,14,2009
Penn State,penaltyYards,401,2009
San Diego State,interceptions,16,2009
UCF,fumblesLost,8,2009
Utah State,interceptions,4,2009
Nevada,puntReturns,33,2009
Arizona State,puntReturnYards,277,2009
Syracuse,netPassingYards,2642,2009
Navy,passingTDs,6,2009
Colorado,kickReturnYards,1480,2009
Texas Tech,passAttempts,669,2009
West Virginia,rushingAttempts,509,2009
Cincinnati,puntReturnYards,247,2009
Boston College,netPassingYards,2576,2009
Ohio,thirdDownConversions,62,2009
Kentucky,puntReturns,41,2009
Texas A&M,passesIntercepted,12,2009
Louisiana Tech,fumblesRecovered,7,2009
Ole Miss,rushingYards,2387,2009
Texas Tech,fumblesRecovered,14,2009
UCF,fourthDowns,13,2009
East Carolina,interceptionTDs,2,2009
Colorado State,totalYards,4214,2009
Missouri,fourthDownConversions,11,2009
Alabama,puntReturnTDs,1,2009
Texas,netPassingYards,4018,2009
Washington,rushingYards,1668,2009
Alabama,kickReturnYards,791,2009
Tulsa,interceptionYards,121,2009
Mississippi State,passingTDs,9,2009
Texas A&M,puntReturnYards,161,2009
Idaho,possessionTime,14463,2009
Stanford,interceptionTDs,2,2009
Iowa,fourthDownConversions,2,2009
Buffalo,thirdDownConversions,69,2009
Western Kentucky,puntReturnTDs,0,2009
Penn State,interceptions,10,2009
Kansas State,passingTDs,7,2009
Kansas State,netPassingYards,2233,2009
Kansas State,totalYards,4192,2009
NC State,interceptions,13,2009
Indiana,passAttempts,440,2009
Kent State,firstDowns,203,2009
Miami (OH),fumblesLost,15,2009
Florida,kickReturnYards,1055,2009
Florida State,thirdDownConversions,74,2009
TCU,possessionTime,14983,2009
Akron,thirdDownConversions,48,2009
Rice,penaltyYards,523,2009
Air Force,rushingTDs,31,2009
Idaho,firstDowns,287,2009
Rutgers,interceptions,10,2009
North Texas,turnovers,29,2009
Toledo,passAttempts,444,2009
Idaho,rushingAttempts,455,2009
Southern Mississippi,fourthDowns,19,2009
Fresno State,fourthDownConversions,22,2009
Miami (OH),kickReturns,67,2009
Nebraska,passingTDs,16,2009
Memphis,interceptionTDs,0,2009
Tennessee,interceptions,14,2009
Wisconsin,possessionTime,16101,2009
UCLA,interceptionTDs,3,2009
Alabama,passingTDs,17,2009
TCU,firstDowns,310,2009
Temple,fumblesRecovered,11,2009
Boston College,passCompletions,177,2009
Ohio State,penalties,71,2009
Utah,passingTDs,19,2009
BYU,fumblesLost,10,2009
Pittsburgh,kickReturnTDs,0,2009
Wake Forest,kickReturnYards,1086,2009
Arkansas,passingTDs,32,2009
Fresno State,passCompletions,194,2009
Hawai'i,puntReturnYards,150,2009
Iowa State,passingTDs,16,2009
Syracuse,turnovers,27,2009
Cincinnati,possessionTime,12587,2009
Michigan State,kickReturnTDs,1,2009
NC State,fumblesRecovered,6,2009
Oklahoma,interceptions,15,2009
Western Michigan,interceptionYards,98,2009
Notre Dame,rushingYards,1539,2009
Boston College,passAttempts,351,2009
Troy,thirdDownConversions,80,2009
Illinois,passingTDs,15,2009
Boise State,thirdDowns,174,2009
Indiana,kickReturnTDs,2,2009
Clemson,kickReturns,46,2009
Tulane,thirdDowns,167,2009
Texas,kickReturnYards,1119,2009
Stanford,passAttempts,313,2009
Tulsa,kickReturnYards,1424,2009
Syracuse,penaltyYards,599,2009
Indiana,thirdDownConversions,68,2009
Idaho,interceptions,15,2009
Vanderbilt,thirdDowns,192,2009
Miami (OH),totalYards,4122,2009
BYU,interceptionTDs,0,2009
Florida International,kickReturns,70,2009
Florida State,thirdDowns,160,2009
Temple,netPassingYards,2062,2009
Nebraska,passAttempts,364,2009
Vanderbilt,fumblesRecovered,7,2009
Central Michigan,fourthDownConversions,4,2009
Ball State,fourthDowns,19,2009
LSU,passCompletions,198,2009
Duke,passesIntercepted,8,2009
Miami (OH),interceptionTDs,1,2009
Ole Miss,passesIntercepted,13,2009
UNLV,penaltyYards,579,2009
Idaho,kickReturnYards,1270,2009
Syracuse,thirdDownConversions,47,2009
Arkansas,turnovers,15,2009
Oregon State,fumblesRecovered,8,2009
Miami,totalYards,5199,2009
South Carolina,rushingAttempts,435,2009
Bowling Green,interceptionYards,141,2009
SMU,rushingAttempts,378,2009
Army,rushingAttempts,593,2009
Michigan,interceptionTDs,1,2009
North Carolina,passingTDs,14,2009
Wyoming,possessionTime,13657,2009
Western Kentucky,kickReturnTDs,0,2009
Kentucky,rushingAttempts,551,2009
Troy,totalYards,6314,2009
Utah,kickReturnTDs,0,2009
Iowa,turnovers,28,2009
Michigan,netPassingYards,2559,2009
West Virginia,interceptionTDs,1,2009
Florida,puntReturnYards,300,2009
BYU,rushingTDs,26,2009
San Diego State,fumblesLost,9,2009
Mississippi State,penalties,66,2009
Cincinnati,thirdDownConversions,58,2009
Utah,interceptions,9,2009
Miami,passAttempts,443,2010
Purdue,kickReturns,56,2010
Ohio State,interceptions,13,2010
Central Michigan,firstDowns,264,2010
Western Michigan,interceptions,12,2010
Tulane,passAttempts,465,2010
West Virginia,rushingAttempts,526,2010
Miami,passingTDs,21,2010
USC,interceptionTDs,2,2010
Georgia Tech,passCompletions,64,2010
Minnesota,rushingTDs,14,2010
East Carolina,games,13,2010
Michigan State,rushingYards,1978,2010
Buffalo,passCompletions,185,2010
West Virginia,passesIntercepted,12,2010
Boston College,passCompletions,180,2010
New Mexico State,kickReturnYards,1586,2010
Nebraska,puntReturnTDs,1,2010
UAB,totalYards,5074,2010
Louisiana,puntReturnYards,91,2010
Ohio,rushingTDs,25,2010
Notre Dame,fumblesRecovered,7,2010
Northern Illinois,interceptions,8,2010
Louisiana Tech,kickReturns,67,2010
Oregon,kickReturns,46,2010
Troy,puntReturnYards,309,2010
Kansas,puntReturnYards,57,2010
Florida International,interceptionTDs,2,2010
Wyoming,interceptions,9,2010
Miami,passCompletions,240,2010
Nevada,interceptions,9,2010
Western Michigan,games,12,2010
Akron,passCompletions,174,2010
Kent State,puntReturns,51,2010
Troy,interceptionYards,128,2010
Stanford,fumblesLost,9,2010
Louisiana Tech,rushingTDs,22,2010
West Virginia,interceptionTDs,0,2010
Marshall,netPassingYards,2680,2010
Utah,thirdDowns,175,2010
North Texas,passAttempts,316,2010
Middle Tennessee,puntReturnTDs,0,2010
Wake Forest,games,12,2010
Central Michigan,interceptionYards,69,2010
Iowa,penalties,64,2010
Iowa State,interceptionTDs,3,2010
Colorado State,thirdDowns,169,2010
Buffalo,fumblesRecovered,10,2010
Georgia Tech,interceptionTDs,2,2010
Bowling Green,fumblesRecovered,15,2010
Minnesota,interceptionYards,123,2010
Washington State,penaltyYards,714,2010
Kansas State,totalYards,4924,2010
Utah State,kickReturns,62,2010
Eastern Michigan,fumblesLost,10,2010
Boise State,games,13,2010
Connecticut,rushingYards,2271,2010
Wyoming,passingTDs,12,2010
Toledo,turnovers,23,2010
Virginia,rushingAttempts,419,2010
Tulane,passingTDs,19,2010
Stanford,fourthDowns,16,2010
Utah,rushingYards,1988,2010
Rutgers,kickReturnYards,1280,2010
UAB,kickReturnYards,1339,2010
Ole Miss,interceptionTDs,0,2010
Utah,totalYards,5057,2010
Troy,passAttempts,528,2010
Iowa State,fumblesLost,7,2010
Colorado,thirdDowns,182,2010
Fresno State,turnovers,24,2010
Virginia Tech,fourthDownConversions,5,2010
Notre Dame,rushingTDs,11,2010
Arizona,turnovers,22,2010
Temple,penaltyYards,553,2010
Maryland,kickReturnYards,914,2010
Vanderbilt,puntReturns,46,2010
Nevada,penalties,72,2010
Texas A&M,rushingTDs,19,2010
Pittsburgh,passAttempts,360,2010
TCU,puntReturns,63,2010
Idaho,interceptions,17,2010
UCF,passAttempts,296,2010
Northern Illinois,passAttempts,329,2010
Duke,interceptionTDs,0,2010
Middle Tennessee,totalYards,4835,2010
Florida International,puntReturnYards,183,2010
South Florida,passCompletions,185,2010
Stanford,kickReturns,44,2010
Syracuse,kickReturnTDs,0,2010
Cincinnati,thirdDowns,170,2010
Arizona,penaltyYards,682,2010
Eastern Michigan,passAttempts,282,2010
Arizona State,puntReturns,49,2010
Cincinnati,passesIntercepted,8,2010
Alabama,games,13,2010
Texas,rushingAttempts,433,2010
Texas A&M,kickReturnTDs,2,2010
UTEP,passingTDs,23,2010
Maryland,kickReturnTDs,0,2010
North Carolina,kickReturnTDs,0,2010
Colorado State,kickReturnTDs,0,2010
Rutgers,games,12,2010
East Carolina,passAttempts,632,2010
Fresno State,rushingAttempts,494,2010
UCF,puntReturns,47,2010
Texas A&M,penaltyYards,812,2010
Toledo,firstDowns,231,2010
Wyoming,interceptionYards,144,2010
Louisiana Tech,netPassingYards,2745,2010
Arizona,rushingYards,1712,2010
Minnesota,interceptionTDs,0,2010
New Mexico State,passingTDs,9,2010
Florida State,puntReturns,44,2010
Fresno State,passAttempts,364,2010
Louisiana Tech,totalYards,4678,2010
Ohio State,firstDowns,289,2010
Florida International,penalties,106,2010
Notre Dame,kickReturns,49,2010
Wyoming,puntReturnTDs,0,2010
Colorado,rushingAttempts,450,2010
Marshall,penaltyYards,646,2010
Tulsa,kickReturnYards,1097,2010
Cincinnati,interceptions,15,2010
Kansas,kickReturnTDs,1,2010
Tennessee,netPassingYards,3597,2010
Troy,netPassingYards,4025,2010
Nebraska,thirdDownConversions,79,2010
Hawai'i,rushingYards,1489,2010
BYU,possessionTime,15396,2010
Pittsburgh,penaltyYards,712,2010
Colorado State,puntReturnYards,104,2010
Nebraska,penaltyYards,993,2010
SMU,puntReturnTDs,0,2010
Wisconsin,penalties,41,2010
Navy,passingTDs,13,2010
Middle Tennessee,thirdDowns,199,2010
San José State,interceptionYards,141,2010
Utah,passesIntercepted,12,2010
Fresno State,puntReturns,40,2010
Connecticut,puntReturns,36,2010
Ole Miss,thirdDownConversions,60,2010
Rice,kickReturnTDs,0,2010
USC,fourthDowns,32,2010
Oregon State,fumblesRecovered,10,2010
Colorado,rushingYards,1644,2010
Wyoming,possessionTime,12745,2010
Florida State,fumblesLost,10,2010
Alabama,passCompletions,253,2010
Ole Miss,possessionTime,13447,2010
Boston College,fumblesLost,6,2010
Buffalo,firstDowns,206,2010
TCU,totalYards,6199,2010
Minnesota,interceptions,9,2010
Southern Mississippi,interceptionTDs,2,2010
Louisiana,netPassingYards,3238,2010
Boise State,fourthDowns,16,2010
Baylor,thirdDownConversions,72,2010
Kentucky,thirdDowns,179,2010
Indiana,rushingAttempts,348,2010
Georgia,passAttempts,359,2010
Houston,rushingYards,1839,2010
Notre Dame,games,13,2010
Navy,kickReturns,50,2010
Tennessee,rushingAttempts,408,2010
Louisiana Monroe,thirdDownConversions,67,2010
Penn State,kickReturnYards,1224,2010
Air Force,kickReturnYards,892,2010
Oregon State,penaltyYards,669,2010
Texas A&M,penalties,101,2010
Kansas,passesIntercepted,7,2010
Toledo,passesIntercepted,20,2010
Southern Mississippi,fourthDowns,15,2010
Michigan,games,13,2010
San Diego State,fumblesLost,7,2010
Tulane,interceptions,12,2010
South Florida,kickReturns,49,2010
Colorado,fourthDowns,14,2010
Memphis,interceptionYards,120,2010
Cincinnati,puntReturnYards,152,2010
Wyoming,thirdDownConversions,45,2010
Auburn,passesIntercepted,12,2010
Kent State,puntReturnTDs,1,2010
Boise State,penaltyYards,711,2010
New Mexico,fumblesLost,16,2010
Texas,thirdDownConversions,77,2010
Rutgers,penalties,84,2010
Texas,fourthDowns,17,2010
Idaho,rushingAttempts,373,2010
Navy,fumblesLost,10,2010
SMU,rushingAttempts,404,2010
Louisville,passAttempts,363,2010
Miami (OH),rushingYards,1376,2010
West Virginia,interceptionYards,199,2010
Fresno State,games,13,2010
Oregon State,fourthDownConversions,4,2010
Maryland,passAttempts,389,2010
Middle Tennessee,interceptions,24,2010
SMU,thirdDowns,182,2010
Penn State,interceptions,17,2010
Rice,rushingTDs,24,2010
Vanderbilt,puntReturnTDs,1,2010
Bowling Green,interceptionYards,354,2010
Cincinnati,penalties,81,2010
Temple,games,12,2010
Clemson,kickReturnYards,1018,2010
Nebraska,possessionTime,16197,2010
Southern Mississippi,rushingAttempts,559,2010
Boise State,passAttempts,424,2010
Central Michigan,passAttempts,477,2010
Ole Miss,turnovers,24,2010
Purdue,fumblesLost,10,2010
East Carolina,totalYards,5689,2010
San Diego State,kickReturns,44,2010
Iowa,puntReturns,41,2010
Washington State,puntReturnYards,113,2010
Wake Forest,penalties,59,2010
Virginia Tech,interceptionYards,364,2010
Virginia Tech,kickReturnTDs,2,2010
SMU,fumblesRecovered,5,2010
Penn State,thirdDownConversions,79,2010
Army,fourthDownConversions,14,2010
Kentucky,puntReturnYards,239,2010
Nebraska,passesIntercepted,19,2010
Boston College,rushingTDs,10,2010
San Diego State,rushingYards,2097,2010
Tulane,rushingYards,1530,2010
USC,passingTDs,28,2010
Toledo,rushingYards,2176,2010
Temple,fourthDownConversions,2,2010
Hawai'i,passingTDs,42,2010
Louisiana Monroe,puntReturnTDs,0,2010
Ohio State,possessionTime,15346,2010
Michigan State,thirdDownConversions,63,2010
Georgia,rushingTDs,21,2010
Notre Dame,turnovers,24,2010
Arizona State,puntReturnTDs,1,2010
Houston,games,12,2010
Arkansas State,games,12,2010
UAB,kickReturns,65,2010
Ohio State,kickReturnTDs,1,2010
Memphis,rushingYards,1099,2010
Louisville,passesIntercepted,9,2010
Ole Miss,firstDowns,224,2010
South Carolina,thirdDownConversions,89,2010
Western Kentucky,rushingAttempts,500,2010
Missouri,turnovers,18,2010
Marshall,passingTDs,22,2010
Louisiana Monroe,rushingAttempts,473,2010
SMU,passingTDs,31,2010
Central Michigan,netPassingYards,3618,2010
Central Michigan,fumblesRecovered,14,2010
Louisiana Monroe,puntReturns,27,2010
TCU,interceptions,6,2010
Notre Dame,kickReturnTDs,0,2010
Western Kentucky,turnovers,14,2010
UCF,fourthDowns,15,2010
Idaho,rushingYards,1146,2010
Southern Mississippi,kickReturnYards,1324,2010
New Mexico,kickReturns,70,2010
Toledo,puntReturnYards,99,2010
Nevada,games,14,2010
Oklahoma,turnovers,18,2010
Arizona State,rushingAttempts,413,2010
Miami (OH),thirdDownConversions,70,2010
Kansas,interceptionTDs,0,2010
Arkansas,netPassingYards,4495,2010
Texas A&M,passAttempts,515,2010
Washington,rushingTDs,15,2010
Arizona State,fumblesLost,6,2010
Rutgers,passCompletions,176,2010
Louisiana,fourthDownConversions,13,2010
Baylor,interceptionYards,120,2010
Air Force,puntReturnYards,164,2010
Notre Dame,puntReturns,49,2010
Illinois,thirdDownConversions,72,2010
UCF,possessionTime,17456,2010
Memphis,passAttempts,335,2010
Alabama,passingTDs,24,2010
Kansas State,interceptions,8,2010
Kansas State,penaltyYards,469,2010
Idaho,games,13,2010
Washington,firstDowns,240,2010
UNLV,kickReturns,75,2010
Utah State,interceptions,14,2010
LSU,interceptionTDs,1,2010
New Mexico State,interceptionTDs,2,2010
Oregon,totalYards,6895,2010
Minnesota,rushingAttempts,447,2010
Connecticut,turnovers,19,2010
Michigan,kickReturnTDs,0,2010
Houston,kickReturnYards,1331,2010
Alabama,thirdDowns,151,2010
Florida,thirdDownConversions,64,2010
Boise State,firstDowns,326,2010
Mississippi State,passAttempts,288,2010
Buffalo,turnovers,33,2010
Kansas State,thirdDowns,176,2010
Marshall,rushingYards,1166,2010
Georgia,puntReturns,33,2010
Eastern Michigan,possessionTime,14529,2010
Middle Tennessee,passingTDs,9,2010
Tulane,penaltyYards,438,2010
Michigan,penaltyYards,597,2010
East Carolina,thirdDownConversions,78,2010
Western Kentucky,kickReturnYards,1306,2010
Notre Dame,kickReturnYards,1038,2010
Army,interceptionTDs,1,2010
Michigan State,puntReturns,38,2010
Buffalo,thirdDowns,200,2010
Ole Miss,passingTDs,17,2010
Baylor,rushingYards,2530,2010
Iowa State,passAttempts,373,2010
Louisiana Monroe,fourthDowns,33,2010
Colorado State,penalties,54,2010
Navy,passAttempts,157,2010
New Mexico State,rushingYards,1549,2010
Idaho,totalYards,5028,2010
UTEP,puntReturns,30,2010
UTEP,turnovers,21,2010
Louisiana Monroe,rushingTDs,13,2010
SMU,interceptions,14,2010
Connecticut,rushingAttempts,501,2010
North Carolina,fumblesRecovered,5,2010
Virginia Tech,passCompletions,200,2010
Wake Forest,fumblesRecovered,6,2010
Missouri,passAttempts,490,2010
Buffalo,passAttempts,410,2010
Wake Forest,puntReturnYards,133,2010
Western Michigan,turnovers,27,2010
Wisconsin,fourthDownConversions,7,2010
Memphis,thirdDowns,165,2010
Texas,netPassingYards,2917,2010
Florida Atlantic,fumblesRecovered,6,2010
Buffalo,rushingAttempts,440,2010
Idaho,fumblesRecovered,19,2010
Pittsburgh,rushingTDs,24,2010
Boise State,kickReturnYards,777,2010
Florida State,interceptionTDs,1,2010
Vanderbilt,puntReturnYards,181,2010
California,thirdDowns,149,2010
Southern Mississippi,games,13,2010
New Mexico State,fumblesRecovered,8,2010
Louisville,fumblesRecovered,10,2010
Marshall,rushingAttempts,345,2010
Ole Miss,penalties,68,2010
Fresno State,possessionTime,15181,2010
Florida,firstDowns,247,2010
Bowling Green,fourthDownConversions,10,2010
Duke,passesIntercepted,8,2010
Virginia Tech,penalties,67,2010
Cincinnati,interceptionYards,23,2010
Michigan State,games,13,2010
Oregon,games,13,2010
Alabama,rushingAttempts,467,2010
Kentucky,games,13,2010
Stanford,interceptionTDs,1,2010
Bowling Green,kickReturnTDs,1,2010
Oklahoma,fumblesLost,6,2010
Mississippi State,fourthDownConversions,15,2010
Buffalo,interceptionYards,123,2010
Washington,interceptionTDs,1,2010
Army,totalYards,4286,2010
Washington State,rushingAttempts,417,2010
Akron,rushingTDs,10,2010
UCLA,fourthDownConversions,6,2010
Rutgers,interceptionYards,91,2010
Notre Dame,interceptions,16,2010
NC State,fourthDownConversions,13,2010
Ohio,puntReturns,35,2010
Illinois,interceptions,12,2010
Wisconsin,thirdDownConversions,73,2010
Hawai'i,turnovers,26,2010
NC State,interceptionYards,164,2010
Texas Tech,puntReturnYards,119,2010
New Mexico State,passAttempts,376,2010
Western Kentucky,fumblesRecovered,10,2010
Minnesota,passCompletions,209,2010
Clemson,rushingAttempts,457,2010
Pittsburgh,passCompletions,230,2010
New Mexico State,rushingAttempts,449,2010
Vanderbilt,fourthDownConversions,4,2010
UNLV,kickReturnYards,1719,2010
New Mexico State,passesIntercepted,4,2010
Auburn,kickReturnYards,1482,2010
Virginia,kickReturnYards,1107,2010
BYU,thirdDownConversions,92,2010
Stanford,firstDowns,316,2010
Akron,puntReturnYards,36,2010
New Mexico,passAttempts,365,2010
Duke,puntReturns,31,2010
Nevada,passAttempts,375,2010
Utah State,rushingAttempts,528,2010
Texas A&M,interceptionYards,209,2010
Ohio,kickReturns,53,2010
Louisville,fumblesLost,8,2010
BYU,fumblesLost,10,2010
Baylor,turnovers,20,2010
Colorado,possessionTime,13948,2010
USC,puntReturns,34,2010
North Carolina,interceptionTDs,2,2010
Ohio,puntReturnYards,273,2010
Iowa State,puntReturnYards,144,2010
Arizona,puntReturnYards,129,2010
Oregon State,thirdDowns,153,2010
Ohio,fumblesLost,12,2010
Michigan State,rushingTDs,25,2010
Army,rushingTDs,34,2010
Missouri,puntReturnYards,158,2010
Bowling Green,puntReturns,31,2010
Arizona State,turnovers,23,2010
San Diego State,interceptions,14,2010
Alabama,puntReturns,45,2010
Wisconsin,totalYards,5787,2010
Ole Miss,fourthDowns,27,2010
NC State,puntReturns,41,2010
Purdue,rushingYards,1930,2010
Ohio State,rushingTDs,27,2010
Ball State,fumblesLost,15,2010
Duke,penaltyYards,487,2010
Florida State,puntReturnTDs,1,2010
Middle Tennessee,kickReturnTDs,1,2010
SMU,turnovers,27,2010
Florida International,fourthDowns,19,2010
Toledo,games,13,2010
TCU,turnovers,13,2010
Wake Forest,turnovers,17,2010
Virginia Tech,puntReturnYards,261,2010
Ole Miss,rushingYards,2491,2010
Kent State,interceptionYards,177,2010
BYU,interceptions,11,2010
UTEP,thirdDownConversions,84,2010
UCLA,passingTDs,9,2010
North Texas,passCompletions,182,2010
Louisville,totalYards,4797,2010
Illinois,kickReturns,49,2010
Central Michigan,fourthDowns,27,2010
Hawai'i,games,14,2010
NC State,rushingAttempts,461,2010
Central Michigan,kickReturnYards,1037,2010
Boston College,rushingAttempts,464,2010
California,puntReturnTDs,1,2010
Notre Dame,fumblesLost,8,2010
Colorado,puntReturns,31,2010
Arkansas,kickReturnYards,1047,2010
Kansas State,games,13,2010
Illinois,passCompletions,165,2010
California,penalties,80,2010
South Carolina,passesIntercepted,10,2010
Georgia Tech,passAttempts,168,2010
Cincinnati,rushingYards,1880,2010
BYU,fumblesRecovered,7,2010
Ohio State,puntReturns,45,2010
Penn State,puntReturnYards,272,2010
East Carolina,rushingTDs,21,2010
Missouri,passingTDs,17,2010
Georgia,kickReturnTDs,1,2010
Arkansas,puntReturnTDs,1,2010
Duke,passAttempts,489,2010
California,fourthDowns,15,2010
Ohio State,penaltyYards,580,2010
Maryland,interceptionTDs,4,2010
Kansas,interceptions,14,2010
BYU,kickReturnTDs,0,2010
Tulsa,passesIntercepted,24,2010
Fresno State,puntReturnYards,299,2010
East Carolina,puntReturns,28,2010
Florida State,penalties,89,2010
UCLA,rushingAttempts,484,2010
Wisconsin,thirdDowns,145,2010
Florida Atlantic,puntReturnYards,149,2010
North Carolina,firstDowns,246,2010
Air Force,passCompletions,88,2010
New Mexico,fourthDownConversions,8,2010
Nevada,totalYards,7268,2010
Missouri,firstDowns,286,2010
Vanderbilt,rushingYards,1666,2010
Vanderbilt,firstDowns,180,2010
West Virginia,firstDowns,258,2010
Western Kentucky,firstDowns,215,2010
Colorado State,rushingTDs,10,2010
Texas,passAttempts,445,2010
UNLV,totalYards,3565,2010
Alabama,rushingTDs,30,2010
UAB,penaltyYards,610,2010
West Virginia,puntReturns,46,2010
Wake Forest,thirdDownConversions,61,2010
North Carolina,puntReturnYards,128,2010
Tennessee,rushingTDs,14,2010
Texas,interceptionYards,151,2010
Nevada,puntReturns,37,2010
Central Michigan,turnovers,29,2010
Cincinnati,kickReturnYards,1191,2010
Miami (OH),passCompletions,323,2010
TCU,penalties,68,2010
Louisiana Tech,interceptionTDs,0,2010
Minnesota,games,12,2010
Florida International,totalYards,5136,2010
Southern Mississippi,puntReturns,49,2010
New Mexico,passesIntercepted,4,2010
NC State,thirdDowns,208,2010
Virginia,puntReturns,30,2010
