team,stat_name,stat_value,season
Hawai'i,passCompletions,231,2014
Georgia State,interceptionTDs,0,2014
Northwestern,turnovers,23,2014
Central Michigan,penalties,70,2014
UTEP,penalties,65,2014
Louisiana Tech,thirdDowns,198,2014
Colorado,possessionTime,23351,2014
Southern Mississippi,turnovers,26,2014
Connecticut,rushingAttempts,396,2014
Marshall,puntReturnYards,264,2014
Illinois,interceptionTDs,3,2014
Houston,netPassingYards,2993,2014
Utah,kickReturns,32,2014
Notre Dame,games,13,2014
Oklahoma,fumblesRecovered,7,2014
Bowling Green,passCompletions,317,2014
Tulsa,games,12,2014
Stanford,fourthDownConversions,3,2014
UCLA,passingTDs,24,2014
Appalachian State,possessionTime,22806,2014
Idaho,kickReturnTDs,0,2014
Washington State,rushingYards,478,2014
Appalachian State,passAttempts,340,2014
South Florida,rushingYards,1295,2014
Toledo,possessionTime,25250,2014
UCLA,games,13,2014
Buffalo,penaltyYards,588,2014
Clemson,fourthDowns,14,2014
New Mexico,netPassingYards,1069,2014
Fresno State,puntReturnYards,216,2014
Stanford,games,13,2014
Arkansas,rushingAttempts,557,2014
Stanford,firstDowns,266,2014
Boston College,firstDowns,248,2014
Eastern Michigan,puntReturns,13,2014
Fresno State,passCompletions,299,2014
Old Dominion,thirdDowns,149,2014
North Carolina,interceptionYards,232,2014
Cincinnati,kickReturnTDs,0,2014
Florida Atlantic,kickReturnYards,1203,2014
UT San Antonio,interceptions,12,2014
Boston College,interceptionYards,86,2014
Navy,rushingYards,4395,2014
Pittsburgh,turnovers,19,2014
Arkansas,turnovers,17,2014
Virginia Tech,rushingAttempts,507,2014
UTEP,puntReturnYards,142,2014
San Diego State,kickReturnTDs,0,2014
Toledo,thirdDowns,187,2014
Kent State,possessionTime,20014,2014
Ohio State,interceptions,12,2014
Miami (OH),firstDowns,246,2014
Wisconsin,totalYards,6564,2014
Georgia State,thirdDowns,172,2014
Illinois,fourthDownConversions,5,2014
Miami,passingTDs,26,2014
Georgia Southern,firstDowns,262,2014
Duke,fourthDowns,29,2014
Arkansas,penaltyYards,581,2014
Purdue,passingTDs,16,2014
Wisconsin,passingTDs,15,2014
Texas Tech,passingTDs,40,2014
San José State,passAttempts,449,2014
Western Michigan,rushingTDs,29,2014
Ohio,totalYards,4443,2014
Utah State,fourthDownConversions,2,2014
North Texas,thirdDownConversions,70,2014
Florida,fourthDownConversions,8,2014
Purdue,rushingTDs,17,2014
Notre Dame,passAttempts,463,2014
UT San Antonio,netPassingYards,2104,2014
Michigan State,rushingAttempts,594,2014
Florida State,rushingYards,1933,2014
Oregon State,firstDowns,249,2014
Arkansas,kickReturnTDs,1,2014
Ohio,passesIntercepted,12,2014
Texas Tech,possessionTime,18742,2014
Texas Tech,passAttempts,559,2014
Kent State,penalties,65,2014
SMU,interceptionTDs,0,2014
Western Michigan,kickReturnYards,949,2014
Appalachian State,firstDowns,283,2014
Southern Mississippi,kickReturnYards,1063,2014
South Carolina,games,13,2014
Iowa State,firstDowns,256,2014
Mississippi State,fourthDowns,21,2014
Cincinnati,rushingTDs,18,2014
Miami (OH),kickReturnYards,884,2014
Georgia State,penalties,66,2014
UTEP,passesIntercepted,11,2014
UTEP,rushingYards,2701,2014
Oregon,totalYards,8205,2014
Louisiana,fourthDownConversions,9,2014
Nebraska,games,13,2014
UMass,fourthDownConversions,19,2014
Tulane,rushingYards,1746,2014
Florida,kickReturnTDs,0,2014
Texas State,interceptionYards,225,2014
North Texas,kickReturnTDs,1,2014
Auburn,interceptionTDs,1,2014
Miami,possessionTime,22875,2014
UT San Antonio,penalties,85,2014
North Carolina,interceptions,13,2014
UAB,fourthDownConversions,12,2014
Kent State,puntReturns,16,2014
Arizona,fourthDowns,26,2014
South Florida,passingTDs,11,2014
UCLA,interceptionTDs,3,2014
Air Force,puntReturns,14,2014
Houston,puntReturnTDs,0,2014
Texas,passingTDs,14,2014
Louisville,fumblesRecovered,4,2014
Georgia Southern,interceptionYards,277,2014
UNLV,interceptions,22,2014
Northern Illinois,puntReturnYards,178,2014
Houston,interceptionYards,286,2014
Air Force,passesIntercepted,10,2014
Nebraska,passesIntercepted,13,2014
Army,fourthDowns,31,2014
Kansas,netPassingYards,2435,2014
Wake Forest,thirdDowns,184,2014
Colorado State,fourthDownConversions,5,2014
Old Dominion,kickReturnTDs,0,2014
Florida Atlantic,thirdDowns,182,2014
Minnesota,kickReturnTDs,1,2014
Temple,passesIntercepted,11,2014
USC,fumblesLost,7,2014
North Texas,passAttempts,332,2014
SMU,puntReturnTDs,0,2014
East Carolina,kickReturns,47,2014
Stanford,interceptionYards,68,2014
Hawai'i,fourthDownConversions,19,2014
Colorado,passingTDs,29,2014
Purdue,fourthDowns,31,2014
Notre Dame,kickReturns,46,2014
Indiana,kickReturnYards,928,2014
Louisiana Monroe,rushingYards,834,2014
Ball State,penaltyYards,469,2014
Army,rushingTDs,33,2014
Miami (OH),possessionTime,21616,2014
Kansas,interceptionTDs,0,2014
Tennessee,rushingYards,1903,2014
South Alabama,puntReturnYards,85,2014
Miami,totalYards,5594,2014
Utah State,passAttempts,389,2014
Tulsa,rushingTDs,11,2014
Syracuse,interceptionYards,91,2014
Memphis,puntReturnTDs,0,2014
Idaho,passesIntercepted,8,2014
Syracuse,penaltyYards,709,2014
Utah State,fourthDowns,13,2014
Missouri,kickReturnYards,641,2014
Northern Illinois,firstDowns,319,2014
Baylor,puntReturnTDs,0,2014
New Mexico State,interceptionYards,116,2014
Missouri,totalYards,5138,2014
Kentucky,passCompletions,228,2014
Oklahoma State,rushingTDs,18,2014
Ohio State,penaltyYards,711,2014
Army,kickReturnTDs,0,2014
LSU,penalties,71,2014
Bowling Green,puntReturnYards,163,2014
TCU,passesIntercepted,26,2014
Kansas State,puntReturns,25,2014
Miami (OH),puntReturnYards,165,2014
New Mexico State,netPassingYards,2899,2014
Oregon,puntReturnYards,333,2014
Kentucky,turnovers,15,2014
Wyoming,fumblesRecovered,13,2014
Virginia Tech,netPassingYards,2826,2014
Washington State,totalYards,6210,2014
Iowa State,turnovers,16,2014
Cincinnati,thirdDownConversions,73,2014
Western Kentucky,interceptionTDs,4,2014
New Mexico State,penalties,57,2014
Southern Mississippi,thirdDowns,184,2014
NC State,fourthDownConversions,5,2014
Colorado State,firstDowns,299,2014
Washington,turnovers,17,2014
Houston,puntReturns,16,2014
Baylor,puntReturnYards,93,2014
Wyoming,puntReturns,16,2014
Louisiana Tech,passesIntercepted,26,2014
Oklahoma,fumblesLost,7,2014
Arizona State,passingTDs,34,2014
Kentucky,puntReturns,26,2014
Hawai'i,kickReturnYards,789,2014
UCF,fumblesLost,14,2014
Idaho,rushingTDs,22,2014
Wyoming,rushingTDs,17,2014
California,penaltyYards,987,2014
Illinois,fumblesLost,10,2014
Iowa State,kickReturnYards,619,2014
Louisiana Tech,games,14,2014
San José State,interceptionTDs,0,2014
Buffalo,kickReturns,46,2014
Vanderbilt,kickReturns,56,2014
Georgia State,totalYards,4504,2014
Cincinnati,fumblesLost,8,2014
Troy,rushingTDs,18,2014
Kentucky,fourthDowns,24,2014
SMU,puntReturnYards,60,2014
Michigan,firstDowns,222,2014
NC State,thirdDowns,177,2014
Washington,netPassingYards,2801,2014
Western Kentucky,kickReturns,55,2014
USC,turnovers,12,2014
Miami,penalties,93,2014
Georgia State,kickReturns,55,2014
Temple,interceptionTDs,2,2014
Texas State,puntReturnTDs,1,2014
UTEP,thirdDowns,192,2014
Cincinnati,possessionTime,22281,2014
Tulane,games,12,2014
Arkansas State,puntReturnTDs,1,2014
Rutgers,totalYards,5070,2014
Florida,passAttempts,324,2014
Arkansas State,kickReturnTDs,0,2014
South Florida,netPassingYards,2361,2014
Troy,interceptionTDs,1,2014
Memphis,interceptionYards,170,2014
Florida Atlantic,fumblesRecovered,7,2014
LSU,interceptionTDs,1,2014
UCF,fourthDowns,25,2014
UT San Antonio,kickReturns,44,2014
Texas Tech,kickReturnYards,840,2014
Ohio State,puntReturns,42,2014
Georgia,games,13,2014
Cincinnati,rushingAttempts,454,2014
Penn State,passesIntercepted,16,2014
Western Michigan,thirdDowns,178,2014
Arkansas,puntReturnTDs,0,2014
Arkansas State,turnovers,22,2014
Western Michigan,fourthDownConversions,4,2014
UTEP,possessionTime,27523,2014
South Alabama,passesIntercepted,6,2014
Kent State,interceptionYards,87,2014
UCF,puntReturns,28,2014
Akron,rushingTDs,18,2014
Eastern Michigan,penaltyYards,568,2014
Nevada,thirdDowns,209,2014
North Texas,thirdDowns,181,2014
Virginia Tech,passCompletions,271,2014
UNLV,kickReturnYards,1157,2014
Colorado,passAttempts,545,2014
North Texas,firstDowns,213,2014
East Carolina,interceptions,11,2014
North Texas,fumblesLost,9,2014
Old Dominion,rushingTDs,22,2014
Texas Tech,puntReturnTDs,0,2014
Alabama,penalties,69,2014
Georgia Tech,kickReturnYards,892,2014
Michigan,passCompletions,189,2014
Troy,fourthDownConversions,13,2014
NC State,passAttempts,381,2014
Western Kentucky,firstDowns,350,2014
Louisiana Tech,interceptions,13,2014
Tulsa,puntReturnTDs,1,2014
UAB,thirdDownConversions,83,2014
Western Michigan,rushingYards,2221,2014
Hawai'i,penaltyYards,640,2014
Baylor,passCompletions,323,2014
UAB,rushingYards,2545,2014
Georgia Southern,interceptions,4,2014
Rice,penalties,77,2014
Kansas,kickReturnYards,909,2014
Middle Tennessee,kickReturns,39,2014
Middle Tennessee,rushingAttempts,530,2014
Tulane,fourthDownConversions,7,2014
Louisiana Tech,firstDowns,280,2014
Virginia,puntReturns,28,2014
UCLA,turnovers,16,2014
Southern Mississippi,puntReturns,17,2014
UAB,kickReturnTDs,4,2014
Houston,firstDowns,286,2014
Central Michigan,possessionTime,25946,2014
Iowa State,puntReturns,14,2014
UNLV,netPassingYards,3357,2014
Arizona,kickReturns,38,2014
UAB,rushingTDs,27,2014
Miami (OH),penalties,95,2014
Oklahoma,rushingAttempts,557,2014
Boise State,totalYards,6920,2014
Texas State,kickReturns,34,2014
Texas A&M,rushingAttempts,421,2014
North Texas,rushingTDs,21,2014
Boston College,penalties,57,2014
Toledo,rushingYards,3333,2014
New Mexico State,fourthDownConversions,14,2014
NC State,rushingTDs,26,2014
Temple,puntReturnYards,221,2014
Bowling Green,fumblesRecovered,17,2014
UCLA,puntReturnYards,199,2014
Georgia State,fumblesRecovered,5,2014
Auburn,firstDowns,314,2014
Wisconsin,kickReturnTDs,0,2014
Missouri,puntReturns,27,2014
Iowa,penaltyYards,384,2014
SMU,games,12,2014
Iowa State,interceptions,11,2014
Kansas,interceptions,13,2014
Kansas State,games,13,2014
Hawai'i,games,13,2014
Syracuse,puntReturns,20,2014
Idaho,netPassingYards,3018,2014
UNLV,firstDowns,267,2014
Nebraska,puntReturnYards,620,2014
Florida,turnovers,24,2014
Washington State,interceptionYards,19,2014
Temple,games,12,2014
Oklahoma,possessionTime,24151,2014
Marshall,passAttempts,473,2014
Hawai'i,passesIntercepted,11,2014
Syracuse,thirdDowns,179,2014
UT San Antonio,puntReturns,36,2014
Alabama,passCompletions,290,2014
Toledo,turnovers,17,2014
Colorado State,interceptions,7,2014
Army,interceptionTDs,2,2014
Kansas State,kickReturnTDs,1,2014
Idaho,interceptionYards,46,2014
Auburn,thirdDownConversions,94,2014
West Virginia,fourthDowns,22,2014
NC State,passCompletions,224,2014
SMU,fourthDowns,28,2014
BYU,fumblesLost,15,2014
Duke,fourthDownConversions,16,2014
West Virginia,turnovers,29,2014
Western Kentucky,games,13,2014
Syracuse,puntReturnTDs,0,2014
Washington,fourthDowns,22,2014
UMass,puntReturnYards,33,2014
Oregon State,thirdDownConversions,53,2014
Virginia Tech,puntReturns,47,2014
Maryland,games,13,2014
TCU,fourthDowns,14,2014
Georgia State,passAttempts,446,2014
Duke,puntReturns,24,2014
Utah State,possessionTime,24737,2014
Florida International,games,12,2014
Texas Tech,turnovers,28,2014
Clemson,rushingYards,1904,2014
Oregon State,games,12,2014
Georgia Southern,netPassingYards,1286,2014
Northwestern,firstDowns,244,2014
Louisiana Monroe,kickReturnTDs,0,2014
Virginia Tech,passesIntercepted,12,2014
Colorado State,fourthDowns,14,2014
Iowa State,passesIntercepted,10,2014
NC State,rushingAttempts,508,2014
Arizona State,penaltyYards,421,2014
South Florida,fourthDownConversions,9,2014
Georgia,netPassingYards,2599,2014
Georgia,penalties,65,2014
San Diego State,rushingAttempts,517,2014
Virginia Tech,fumblesLost,11,2014
Rice,puntReturnYards,99,2014
Notre Dame,fumblesRecovered,7,2014
Stanford,fumblesRecovered,4,2014
Penn State,puntReturns,19,2014
Washington,totalYards,5441,2014
Indiana,turnovers,19,2014
West Virginia,firstDowns,337,2014
Connecticut,puntReturnYards,81,2014
Alabama,fourthDownConversions,10,2014
Louisiana,puntReturnTDs,0,2014
SMU,passCompletions,230,2014
Houston,games,13,2014
Texas A&M,firstDowns,299,2014
Southern Mississippi,firstDowns,249,2014
Army,possessionTime,22234,2014
Eastern Michigan,fumblesLost,19,2014
Penn State,rushingYards,1325,2014
Connecticut,fourthDowns,14,2014
Georgia,passingTDs,24,2014
Eastern Michigan,thirdDowns,160,2014
Toledo,fumblesRecovered,4,2014
Arizona,passingTDs,29,2014
Arkansas,passAttempts,359,2014
Idaho,totalYards,4576,2014
Colorado State,passCompletions,286,2014
Oklahoma State,penaltyYards,700,2014
Louisville,passCompletions,237,2014
Mississippi State,fumblesRecovered,7,2014
Tennessee,puntReturns,22,2014
Georgia Southern,games,12,2014
Toledo,puntReturnTDs,0,2014
Rice,thirdDowns,202,2014
Boston College,kickReturnYards,854,2014
SMU,rushingAttempts,362,2014
South Florida,rushingTDs,11,2014
BYU,firstDowns,325,2014
Louisiana Monroe,fourthDowns,22,2014
Arkansas State,totalYards,6194,2014
Oklahoma,puntReturns,16,2014
Ball State,interceptionTDs,0,2014
Michigan,interceptionYards,13,2014
UTEP,interceptionTDs,2,2014
Tulane,interceptionYards,86,2014
UAB,puntReturnTDs,0,2014
Notre Dame,puntReturnYards,195,2014
Kansas State,netPassingYards,3736,2014
Baylor,interceptionTDs,0,2014
Washington State,games,12,2014
East Carolina,passAttempts,637,2014
San Diego State,interceptions,15,2014
Tennessee,interceptionYards,157,2014
LSU,puntReturnTDs,1,2014
Alabama,fumblesLost,12,2014
Louisville,penaltyYards,641,2014
Navy,puntReturnYards,34,2014
Kansas State,turnovers,13,2014
Indiana,kickReturns,49,2014
Tulsa,passAttempts,481,2014
North Carolina,kickReturns,49,2014
Florida State,thirdDowns,176,2014
Appalachian State,puntReturnYards,65,2014
New Mexico,rushingYards,3725,2014
Marshall,kickReturnTDs,1,2014
Washington State,interceptionTDs,0,2014
Georgia Southern,passingTDs,7,2014
Colorado State,rushingYards,2071,2014
Kentucky,thirdDownConversions,62,2014
Louisiana Tech,passAttempts,467,2014
UAB,fumblesRecovered,10,2014
TCU,passingTDs,37,2014
Oklahoma State,kickReturns,51,2014
Kansas State,interceptionTDs,1,2014
Stanford,penaltyYards,630,2014
Washington,games,14,2014
Rutgers,thirdDownConversions,61,2014
Oklahoma State,thirdDowns,195,2014
Tulsa,passCompletions,263,2014
Texas Tech,fumblesRecovered,9,2014
Louisiana Monroe,penalties,53,2014
Army,rushingYards,3558,2014
South Florida,totalYards,3656,2014
UMass,puntReturnTDs,0,2014
Vanderbilt,puntReturnYards,111,2014
Western Kentucky,puntReturns,12,2014
Minnesota,thirdDownConversions,71,2014
Iowa,fourthDowns,23,2014
Tulane,passAttempts,443,2014
Kent State,thirdDowns,152,2014
Vanderbilt,interceptions,19,2014
Florida International,thirdDownConversions,60,2014
Arizona State,interceptions,9,2014
Temple,fumblesLost,11,2014
Bowling Green,passesIntercepted,16,2014
Texas,thirdDowns,201,2014
San Diego State,firstDowns,252,2014
Maryland,interceptions,14,2014
Florida Atlantic,penalties,51,2014
Miami,rushingAttempts,446,2014
New Mexico State,passesIntercepted,13,2014
North Texas,interceptions,13,2014
Georgia,interceptionYards,166,2014
New Mexico State,kickReturns,33,2014
UTEP,fourthDownConversions,5,2014
Wisconsin,passCompletions,177,2014
Miami,puntReturnTDs,1,2014
UAB,totalYards,5182,2014
Ohio State,kickReturnTDs,0,2014
Arkansas,fumblesLost,11,2014
UTEP,rushingAttempts,572,2014
Rice,fumblesRecovered,11,2014
Texas A&M,fourthDownConversions,11,2014
Arkansas State,games,13,2014
Utah State,puntReturns,33,2014
Cincinnati,thirdDowns,177,2014
California,fumblesLost,10,2014
Tennessee,netPassingYards,2914,2014
Ball State,passAttempts,409,2014
Louisville,interceptionTDs,1,2014
Notre Dame,kickReturnTDs,0,2014
Oregon State,penaltyYards,958,2014
Ohio State,fourthDownConversions,13,2014
Oregon,fourthDownConversions,17,2014
Syracuse,netPassingYards,2209,2014
Arizona,fumblesRecovered,13,2014
Wyoming,kickReturnYards,581,2014
South Carolina,thirdDownConversions,76,2014
Rice,puntReturns,13,2014
New Mexico,possessionTime,21551,2014
New Mexico,rushingAttempts,586,2014
Nebraska,thirdDownConversions,76,2014
Boise State,kickReturnYards,1114,2014
Oklahoma,passAttempts,386,2014
East Carolina,puntReturns,27,2014
Appalachian State,thirdDownConversions,84,2014
Michigan,netPassingYards,2042,2014
Arizona,puntReturnTDs,1,2014
Colorado State,penaltyYards,705,2014
Florida State,passesIntercepted,14,2014
Colorado State,totalYards,6252,2014
Syracuse,passesIntercepted,8,2014
Florida International,interceptions,10,2014
Old Dominion,rushingAttempts,365,2014
Cincinnati,passCompletions,294,2014
Temple,thirdDownConversions,39,2014
Louisiana Monroe,games,12,2014
Georgia State,puntReturns,7,2014
Arizona State,games,13,2014
Idaho,firstDowns,260,2014
Virginia Tech,firstDowns,261,2014
Louisiana Tech,turnovers,26,2014
UT San Antonio,passAttempts,356,2014
Louisville,fourthDownConversions,11,2014
SMU,thirdDowns,187,2014
TCU,netPassingYards,4240,2014
Utah State,rushingYards,2521,2014
Oklahoma State,fumblesRecovered,2,2014
Western Michigan,fumblesRecovered,10,2014
Washington State,fumblesLost,7,2014
Oregon,thirdDowns,198,2014
Florida State,passAttempts,516,2014
East Carolina,totalYards,6929,2014
Florida State,passingTDs,26,2014
Arkansas,fumblesRecovered,12,2014
Missouri,passCompletions,221,2014
Duke,interceptionYards,159,2014
Mississippi State,firstDowns,334,2014
Arizona State,turnovers,13,2014
Tulsa,fumblesLost,5,2014
Northwestern,kickReturnYards,808,2014
Washington State,rushingAttempts,243,2014
Arizona,passCompletions,320,2014
LSU,passAttempts,276,2014
Ole Miss,rushingTDs,21,2014
Vanderbilt,rushingYards,1311,2014
UCLA,passCompletions,298,2014
Nevada,kickReturns,18,2014
Ohio State,passingTDs,42,2014
Stanford,fumblesLost,13,2014
Tulsa,interceptionYards,116,2014
Missouri,netPassingYards,2648,2014
Rutgers,firstDowns,241,2014
UCF,kickReturnYards,957,2014
San Diego State,thirdDownConversions,76,2014
Oregon,kickReturnYards,886,2014
Washington State,turnovers,25,2014
Marshall,fourthDownConversions,10,2014
BYU,thirdDownConversions,89,2014
Western Michigan,fourthDowns,12,2014
Minnesota,thirdDowns,177,2014
Oregon,passAttempts,474,2014
Florida State,thirdDownConversions,80,2014
Louisville,thirdDownConversions,78,2014
Central Michigan,passCompletions,243,2014
Oregon,penalties,123,2014
South Carolina,kickReturnYards,746,2014
Colorado,fumblesRecovered,8,2014
Wake Forest,fumblesRecovered,13,2014
California,passesIntercepted,12,2014
Washington,fourthDownConversions,11,2014
Ole Miss,fourthDownConversions,9,2014
Wyoming,passesIntercepted,3,2014
Ohio State,puntReturnYards,451,2014
Florida State,puntReturns,18,2014
Southern Mississippi,rushingTDs,9,2014
Memphis,passAttempts,418,2014
Kansas State,firstDowns,293,2014
Purdue,passAttempts,434,2014
New Mexico State,kickReturnTDs,0,2014
Western Michigan,passCompletions,253,2014
UT San Antonio,thirdDowns,177,2014
Texas A&M,kickReturnYards,1170,2014
Texas State,rushingAttempts,538,2014
UCLA,fumblesRecovered,5,2014
Kansas State,thirdDownConversions,79,2014
South Florida,firstDowns,182,2014
Texas A&M,passesIntercepted,5,2014
SMU,interceptionYards,14,2014
Maryland,passAttempts,418,2014
Memphis,thirdDowns,208,2014
Eastern Michigan,kickReturns,50,2014
Ball State,fourthDownConversions,11,2014
Texas State,puntReturns,15,2014
Stanford,rushingAttempts,477,2014
South Alabama,rushingYards,2327,2014
Connecticut,interceptions,12,2014
Troy,possessionTime,21085,2014
Georgia State,passesIntercepted,3,2014
Temple,fourthDownConversions,11,2014
Kent State,fourthDowns,14,2014
Stanford,passCompletions,248,2014
Oregon State,fumblesLost,6,2014
New Mexico State,turnovers,34,2014
Boston College,kickReturnTDs,1,2014
Florida,interceptionTDs,2,2014
Utah State,firstDowns,243,2014
Michigan State,kickReturns,37,2014
SMU,fourthDownConversions,14,2014
UAB,netPassingYards,2637,2014
Florida,rushingYards,2252,2014
Washington,passingTDs,19,2014
Western Kentucky,passCompletions,378,2014
Northwestern,rushingTDs,20,2014
Florida,thirdDowns,192,2014
Kansas State,rushingTDs,30,2014
Washington State,passAttempts,771,2014
Bowling Green,netPassingYards,3639,2014
NC State,firstDowns,282,2014
Louisiana Tech,penalties,69,2014
UAB,games,12,2014
Auburn,passesIntercepted,22,2014
Virginia,netPassingYards,2837,2014
Arkansas State,interceptionTDs,3,2014
Mississippi State,kickReturns,27,2014
Air Force,interceptions,4,2014
Nevada,kickReturnYards,389,2014
Notre Dame,kickReturnYards,918,2014
Wisconsin,netPassingYards,2082,2014
Minnesota,passesIntercepted,15,2014
Oregon State,rushingAttempts,376,2014
UT San Antonio,rushingYards,1466,2014
Pittsburgh,interceptions,7,2014
Connecticut,kickReturnTDs,0,2014
Auburn,fourthDownConversions,3,2014
Georgia Tech,thirdDowns,171,2014
Utah,netPassingYards,2570,2014
Louisiana,passAttempts,370,2014
Kentucky,interceptionTDs,4,2014
Boston College,turnovers,13,2014
New Mexico,kickReturnYards,976,2014
Colorado State,possessionTime,23460,2014
California,interceptionYards,60,2014
Texas,fourthDowns,14,2014
Georgia,totalYards,5951,2014
Georgia Southern,rushingYards,4573,2014
TCU,interceptionTDs,5,2014
Fresno State,thirdDownConversions,91,2014
Penn State,puntReturnTDs,0,2014
Oregon,rushingTDs,42,2014
Georgia State,games,12,2014
Tennessee,rushingAttempts,524,2014
Pittsburgh,passesIntercepted,10,2014
Oklahoma,rushingYards,3395,2014
Texas A&M,fumblesLost,5,2014
Tulane,puntReturns,9,2014
Memphis,passesIntercepted,17,2014
Auburn,puntReturnTDs,2,2014
Memphis,kickReturnTDs,0,2014
Maryland,puntReturnYards,237,2014
Western Kentucky,puntReturnYards,80,2014
Ohio,puntReturnTDs,0,2014
Notre Dame,interceptionTDs,0,2014
Louisiana Monroe,puntReturnYards,151,2014
Rutgers,fourthDowns,17,2014
North Carolina,puntReturnTDs,0,2014
Ohio,interceptionYards,174,2014
New Mexico State,passingTDs,19,2014
Arizona State,puntReturnTDs,0,2014
SMU,passAttempts,430,2014
California,rushingYards,1790,2014
Texas Tech,games,12,2014
Oklahoma State,fumblesLost,5,2014
Western Michigan,fumblesLost,10,2014
UCLA,netPassingYards,3358,2014
Southern Mississippi,thirdDownConversions,63,2014
Louisiana,interceptionTDs,0,2014
UNLV,puntReturnTDs,0,2014
Wake Forest,possessionTime,21407,2014
Texas A&M,interceptions,15,2014
Baylor,fourthDownConversions,25,2014
Minnesota,puntReturnTDs,1,2014
Rice,interceptions,8,2014
Appalachian State,games,12,2014
San José State,penalties,52,2014
Northern Illinois,rushingYards,3488,2014
Ole Miss,firstDowns,265,2014
Tulane,kickReturnTDs,0,2014
West Virginia,fumblesRecovered,2,2014
Penn State,passingTDs,13,2014
Hawai'i,turnovers,27,2014
Arkansas,games,13,2014
Miami (OH),games,12,2014
Northern Illinois,possessionTime,24045,2014
Marshall,puntReturns,33,2014
Wisconsin,rushingAttempts,648,2014
Iowa State,rushingTDs,12,2014
Wyoming,thirdDownConversions,76,2014
UT San Antonio,turnovers,22,2014
Oregon State,interceptionYards,109,2014
West Virginia,puntReturnTDs,0,2014
Tulane,totalYards,4161,2014
New Mexico State,thirdDowns,202,2014
South Florida,penalties,75,2014
Oregon State,passesIntercepted,11,2014
South Carolina,rushingTDs,23,2014
Northwestern,fourthDownConversions,14,2014
Nebraska,passingTDs,24,2014
UCF,rushingYards,1668,2014
Temple,penaltyYards,653,2014
Arizona,thirdDowns,234,2014
Florida State,kickReturnYards,306,2014
NC State,fourthDowns,10,2014
West Virginia,interceptions,10,2014
Kansas State,passAttempts,415,2014
Oklahoma State,passAttempts,401,2014
East Carolina,interceptionTDs,2,2014
Duke,penalties,64,2014
Oklahoma,passingTDs,17,2014
Virginia,rushingYards,1653,2014
Boise State,fumblesRecovered,9,2014
SMU,totalYards,3228,2014
Miami,fumblesLost,12,2014
Tulsa,thirdDowns,203,2014
Hawai'i,passAttempts,469,2014
Louisiana Tech,interceptionTDs,2,2014
Iowa,possessionTime,24489,2014
Clemson,interceptionTDs,2,2014
Ball State,passCompletions,232,2014
Pittsburgh,thirdDownConversions,79,2014
UT San Antonio,fourthDowns,16,2014
Wyoming,interceptions,10,2014
Fresno State,interceptionTDs,1,2014
Texas,possessionTime,23142,2014
Maryland,passCompletions,228,2014
South Alabama,kickReturns,36,2014
New Mexico,fumblesLost,12,2014
Florida Atlantic,games,12,2014
Pittsburgh,fumblesLost,12,2014
Vanderbilt,rushingTDs,7,2014
Mississippi State,passAttempts,423,2014
Fresno State,firstDowns,296,2014
Memphis,firstDowns,294,2014
Tulsa,totalYards,4950,2014
Virginia Tech,fumblesRecovered,10,2014
UCF,turnovers,29,2014
Arkansas State,penalties,104,2014
Colorado,thirdDowns,202,2014
San José State,fourthDownConversions,17,2014
Colorado,fumblesLost,6,2014
Central Michigan,kickReturnYards,811,2014
Colorado,interceptionTDs,0,2014
Western Kentucky,passesIntercepted,13,2014
Western Kentucky,totalYards,6950,2014
Michigan,rushingTDs,17,2014
Florida,penaltyYards,710,2014
Wisconsin,puntReturnTDs,0,2014
Kansas,interceptionYards,168,2014
Mississippi State,turnovers,23,2014
UMass,interceptionTDs,1,2014
Penn State,fourthDownConversions,7,2014
Pittsburgh,passingTDs,17,2014
Kansas,fourthDowns,20,2014
Kent State,fourthDownConversions,9,2014
Fresno State,kickReturns,46,2014
Penn State,fourthDowns,19,2014
Missouri,fumblesRecovered,13,2014
Nevada,passAttempts,406,2014
West Virginia,kickReturns,46,2014
Iowa,passCompletions,265,2014
Northern Illinois,kickReturns,49,2014
Tulane,passingTDs,13,2014
San Diego State,kickReturns,36,2014
UTEP,turnovers,12,2014
Clemson,puntReturnYards,198,2014
Indiana,interceptionTDs,1,2014
Colorado State,puntReturns,24,2014
Tulane,fumblesRecovered,11,2014
Florida Atlantic,passingTDs,18,2014
Washington State,puntReturns,23,2014
Memphis,turnovers,20,2014
Temple,interceptions,16,2014
Fresno State,passingTDs,25,2014
Auburn,games,13,2014
Michigan State,turnovers,15,2014
Wyoming,rushingYards,1838,2014
Connecticut,thirdDowns,164,2014
North Texas,fourthDowns,13,2014
Nevada,possessionTime,25357,2014
Arizona State,passCompletions,281,2014
Army,puntReturns,18,2014
Buffalo,netPassingYards,2855,2014
New Mexico State,interceptions,24,2014
Clemson,games,13,2014
Central Michigan,rushingAttempts,504,2014
Illinois,rushingYards,1527,2014
New Mexico,totalYards,4794,2014
Indiana,thirdDowns,182,2014
North Carolina,netPassingYards,3614,2014
Texas A&M,penalties,68,2014
Ball State,netPassingYards,2590,2014
UAB,passesIntercepted,9,2014
Arkansas State,puntReturns,35,2014
Washington State,fourthDowns,40,2014
Virginia,interceptions,16,2014
Northern Illinois,passingTDs,19,2014
Appalachian State,passesIntercepted,12,2014
Central Michigan,fourthDowns,16,2014
Iowa State,penaltyYards,490,2014
